Cell 1 Timestamp,x57 Cell 1 Current,x57 Cell 1 Voltage,x57 Cell 1 Temp,Cell 1 Resistance,Cell 2 Timestamp,x57 Cell 2 Current,x57 Cell 2 Voltage,x57 Cell 2 Temp,Cell 2 Resistance,Cell 3 Timestamp,x57 Cell 3 Current,x57 Cell 3 Voltage,x57 Cell 3 Temp,Cell 3 Resistance,Cell 4 Timestamp,x57 Cell 4 Current,x57 Cell 4 Voltage,x57 Cell 4 Temp,Cell 4 Resistance,Cell 5 Timestamp,x58 Cell 5 Current,x58 Cell 5 Voltage,x58 Cell 5 Temp,Cell 5 Resistance,Cell 6 Timestamp,x58 Cell 6 Current,x58 Cell 6 Voltage,x58 Cell 6 Temp,Cell 6 Resistance,Cell 7 Timestamp,x58 Cell 7 Current,x58 Cell 7 Voltage,x58 Cell 7 Temp,Cell 7 Resistance,Cell 8 Timestamp,x58 Cell 8 Current,x58 Cell 8 Voltage,x58 Cell 8 Temp,Cell 8 Resistance,Cell 9 Timestamp,x59 Cell 9 Current,x59 Cell 9 Voltage,x59 Cell 9 Temp,Cell 9 Resistance,Cell 10 Timestamp,x59 Cell 10 Current,x59 Cell 10 Voltage,x59 Cell 10 Temp,Cell 10 Resistance,Cell 11 Timestamp,x59 Cell 11 Current,x59 Cell 11 Voltage,x59 Cell 11 Temp,Cell 11 Resistance,Cell 12 Timestamp,x59 Cell 12 Current,x59 Cell 12 Voltage,x59 Cell 12 Temp,Cell 12 Resistance,Cell 13 Timestamp,x60 Cell 13 Current,x60 Cell 13 Voltage,x60 Cell 13 Temp,Cell 13 Resistance,Cell 14 Timestamp,x60 Cell 14 Current,x60 Cell 14 Voltage,x60 Cell 14 Temp,Cell 14 Resistance,Cell 15 Timestamp,x60 Cell 15 Current,x60 Cell 15 Voltage,x60 Cell 15 Temp,Cell 15 Resistance,Cell 16 Timestamp,x60 Cell 16 Current,x60 Cell 16 Voltage,x60 Cell 16 Temp,Cell 16 Resistance
05-01-2026-Fri 14-40-52-PM,0.4,5.276,,16.4875,05-01-2026-Fri 14-35-26-PM,-0.2,5.28,,-33.0,05-01-2026-Fri 14-36-41-PM,0.1,5.276,,65.95,05-01-2026-Fri 14-36-41-PM,0.3,5.28,,22.0,05-01-2026-Fri 14-29-29-PM,0.2,5.28,,33.0,05-01-2026-Fri 14-39-07-PM,0.2,5.276,,32.975,05-01-2026-Fri 14-25-07-PM,0.3,5.272,,21.9667,05-01-2026-Fri 14-35-25-PM,0.5,5.28,,13.2,05-01-2026-Fri 14-36-42-PM,0.1,5.288,,66.1,05-01-2026-Fri 14-30-26-PM,0.5,5.288,,13.22,05-01-2026-Fri 14-35-30-PM,0.6,5.28,,11.0,05-01-2026-Fri 14-32-08-PM,0.4,5.288,,16.525,05-01-2026-Fri 14-32-49-PM,0.4,5.28,,16.5,05-01-2026-Fri 14-36-44-PM,0.4,5.288,,16.525,05-01-2026-Fri 14-32-49-PM,0.2,5.276,,32.975,05-01-2026-Fri 14-36-44-PM,0.2,5.272,,32.95
05-01-2026-Fri 14-40-53-PM,0.4,5.28,,16.5,05-01-2026-Fri 14-35-28-PM,-0.1,5.284,,-66.05,05-01-2026-Fri 14-36-42-PM,0.2,5.276,,32.975,05-01-2026-Fri 14-36-42-PM,-0.1,5.284,,-66.05,05-01-2026-Fri 14-29-30-PM,0.2,5.28,,33.0,05-01-2026-Fri 14-39-08-PM,0.1,5.276,,65.95,05-01-2026-Fri 14-25-08-PM,0.2,5.268,,32.925,05-01-2026-Fri 14-35-26-PM,0.4,5.28,,16.5,05-01-2026-Fri 14-36-44-PM,0.3,5.288,,22.0333,05-01-2026-Fri 14-30-27-PM,0.3,5.284,,22.0167,05-01-2026-Fri 14-36-41-PM,0.4,5.28,,16.5,05-01-2026-Fri 14-32-11-PM,0.0,5.292,,inf,05-01-2026-Fri 14-33-47-PM,0.1,5.28,,66.0,05-01-2026-Fri 14-36-45-PM,0.4,5.292,,16.5375,05-01-2026-Fri 14-33-47-PM,0.2,5.276,,32.975,05-01-2026-Fri 14-36-45-PM,0.0,5.276,,inf
05-01-2026-Fri 14-41-34-PM,0.3,5.28,,22.0,05-01-2026-Fri 14-35-29-PM,0.1,5.284,,66.05,05-01-2026-Fri 14-36-44-PM,0.3,5.276,,21.9833,05-01-2026-Fri 14-36-44-PM,0.4,5.28,,16.5,05-01-2026-Fri 14-29-31-PM,0.4,5.28,,16.5,05-01-2026-Fri 14-39-09-PM,0.4,5.276,,16.4875,05-01-2026-Fri 14-25-10-PM,0.4,5.268,,16.4625,05-01-2026-Fri 14-35-28-PM,0.4,5.284,,16.5125,05-01-2026-Fri 14-36-45-PM,0.2,5.288,,33.05,05-01-2026-Fri 14-30-29-PM,0.2,5.288,,33.05,05-01-2026-Fri 14-36-42-PM,0.2,5.28,,33.0,05-01-2026-Fri 14-32-12-PM,0.1,5.292,,66.15,05-01-2026-Fri 14-33-48-PM,0.1,5.28,,66.0,05-01-2026-Fri 14-39-07-PM,0.1,5.288,,66.1,05-01-2026-Fri 14-33-48-PM,0.1,5.272,,65.9,05-01-2026-Fri 14-39-07-PM,0.3,5.276,,21.9833
05-01-2026-Fri 14-41-35-PM,0.2,5.28,,33.0,05-01-2026-Fri 14-35-30-PM,0.1,5.284,,66.05,05-01-2026-Fri 14-36-45-PM,0.4,5.276,,16.4875,05-01-2026-Fri 14-36-45-PM,0.1,5.28,,66.0,05-01-2026-Fri 14-29-33-PM,0.1,5.276,,65.95,05-01-2026-Fri 14-39-56-PM,0.2,5.28,,33.0,05-01-2026-Fri 14-25-11-PM,0.1,5.272,,65.9,05-01-2026-Fri 14-35-29-PM,0.3,5.28,,22.0,05-01-2026-Fri 14-39-07-PM,0.3,5.284,,22.0167,05-01-2026-Fri 14-30-30-PM,0.2,5.284,,33.025,05-01-2026-Fri 14-36-44-PM,0.2,5.28,,33.0,05-01-2026-Fri 14-32-44-PM,0.2,5.288,,33.05,05-01-2026-Fri 14-35-25-PM,0.1,5.276,,65.95,05-01-2026-Fri 14-39-08-PM,0.2,5.288,,33.05,05-01-2026-Fri 14-35-25-PM,0.2,5.272,,32.95,05-01-2026-Fri 14-39-08-PM,0.1,5.276,,65.95
05-01-2026-Fri 14-41-36-PM,0.2,5.28,,33.0,05-01-2026-Fri 14-36-41-PM,0.2,5.284,,33.025,05-01-2026-Fri 14-39-07-PM,0.4,5.276,,16.4875,05-01-2026-Fri 14-39-07-PM,0.2,5.28,,33.0,05-01-2026-Fri 14-30-22-PM,0.1,5.276,,65.95,05-01-2026-Fri 14-39-57-PM,0.2,5.276,,32.975,05-01-2026-Fri 14-25-12-PM,0.2,5.272,,32.95,05-01-2026-Fri 14-35-30-PM,0.5,5.28,,13.2,05-01-2026-Fri 14-39-08-PM,0.1,5.288,,66.1,05-01-2026-Fri 14-32-08-PM,0.3,5.284,,22.0167,05-01-2026-Fri 14-36-45-PM,0.0,5.28,,inf,05-01-2026-Fri 14-32-46-PM,0.4,5.288,,16.525,05-01-2026-Fri 14-35-26-PM,0.3,5.28,,22.0,05-01-2026-Fri 14-39-09-PM,0.5,5.288,,13.22,05-01-2026-Fri 14-35-26-PM,0.3,5.272,,21.9667,05-01-2026-Fri 14-39-09-PM,0.1,5.272,,65.9
05-01-2026-Fri 14-42-00-PM,0.5,5.28,,13.2,05-01-2026-Fri 14-36-42-PM,0.2,5.284,,33.025,05-01-2026-Fri 14-39-08-PM,0.4,5.276,,16.4875,05-01-2026-Fri 14-39-08-PM,0.3,5.28,,22.0,05-01-2026-Fri 14-30-23-PM,0.4,5.276,,16.4875,05-01-2026-Fri 14-39-59-PM,0.2,5.276,,32.975,05-01-2026-Fri 14-25-28-PM,0.3,5.272,,21.9667,05-01-2026-Fri 14-36-41-PM,0.2,5.28,,33.0,05-01-2026-Fri 14-39-09-PM,0.2,5.288,,33.05,05-01-2026-Fri 14-32-11-PM,0.1,5.288,,66.1,05-01-2026-Fri 14-39-07-PM,0.0,5.28,,inf,05-01-2026-Fri 14-32-47-PM,0.5,5.292,,13.23,05-01-2026-Fri 14-35-28-PM,0.3,5.28,,22.0,05-01-2026-Fri 14-39-56-PM,0.1,5.292,,66.15,05-01-2026-Fri 14-35-28-PM,0.0,5.276,,inf,05-01-2026-Fri 14-39-56-PM,0.2,5.28,,33.0
05-01-2026-Fri 14-42-02-PM,0.1,5.28,,66.0,05-01-2026-Fri 14-36-44-PM,0.3,5.284,,22.0167,05-01-2026-Fri 14-39-09-PM,0.3,5.272,,21.9667,05-01-2026-Fri 14-39-09-PM,0.2,5.28,,33.0,05-01-2026-Fri 14-30-25-PM,0.0,5.28,,inf,05-01-2026-Fri 14-40-00-PM,0.2,5.28,,33.0,05-01-2026-Fri 14-25-29-PM,0.2,5.272,,32.95,05-01-2026-Fri 14-36-42-PM,0.3,5.28,,22.0,05-01-2026-Fri 14-39-56-PM,0.1,5.288,,66.1,05-01-2026-Fri 14-32-12-PM,0.3,5.28,,22.0,05-01-2026-Fri 14-39-08-PM,0.2,5.276,,32.975,05-01-2026-Fri 14-32-49-PM,0.3,5.292,,22.05,05-01-2026-Fri 14-35-29-PM,0.4,5.28,,16.5,05-01-2026-Fri 14-39-57-PM,0.0,5.288,,inf,05-01-2026-Fri 14-35-29-PM,0.1,5.272,,65.9,05-01-2026-Fri 14-39-57-PM,0.2,5.276,,32.975
05-01-2026-Fri 14-43-19-PM,0.1,5.28,,66.0,05-01-2026-Fri 14-36-45-PM,0.2,5.284,,33.025,05-01-2026-Fri 14-39-56-PM,0.2,5.276,,32.975,05-01-2026-Fri 14-39-56-PM,0.3,5.284,,22.0167,05-01-2026-Fri 14-30-26-PM,0.2,5.28,,33.0,05-01-2026-Fri 14-40-01-PM,0.1,5.28,,66.0,05-01-2026-Fri 14-25-30-PM,0.5,5.272,,13.18,05-01-2026-Fri 14-36-44-PM,0.3,5.28,,22.0,05-01-2026-Fri 14-39-57-PM,0.1,5.288,,66.1,05-01-2026-Fri 14-32-44-PM,0.4,5.284,,16.5125,05-01-2026-Fri 14-39-09-PM,0.1,5.28,,66.0,05-01-2026-Fri 14-33-47-PM,0.1,5.288,,66.1,05-01-2026-Fri 14-35-30-PM,0.1,5.28,,66.0,05-01-2026-Fri 14-39-59-PM,-0.1,5.292,,-66.15,05-01-2026-Fri 14-35-30-PM,0.1,5.276,,65.95,05-01-2026-Fri 14-39-59-PM,0.3,5.276,,21.9833
05-01-2026-Fri 14-43-22-PM,0.2,5.276,,32.975,05-01-2026-Fri 14-39-07-PM,0.2,5.28,,33.0,05-01-2026-Fri 14-39-57-PM,0.2,5.276,,32.975,05-01-2026-Fri 14-39-57-PM,0.3,5.284,,22.0167,05-01-2026-Fri 14-30-27-PM,0.3,5.28,,22.0,05-01-2026-Fri 14-40-50-PM,0.6,5.28,,11.0,05-01-2026-Fri 14-25-32-PM,0.2,5.272,,32.95,05-01-2026-Fri 14-36-45-PM,0.2,5.28,,33.0,05-01-2026-Fri 14-39-59-PM,0.1,5.288,,66.1,05-01-2026-Fri 14-32-46-PM,0.1,5.284,,66.05,05-01-2026-Fri 14-39-56-PM,0.4,5.28,,16.5,05-01-2026-Fri 14-33-48-PM,0.3,5.288,,22.0333,05-01-2026-Fri 14-36-41-PM,0.0,5.28,,inf,05-01-2026-Fri 14-40-00-PM,0.1,5.288,,66.1,05-01-2026-Fri 14-36-41-PM,0.5,5.276,,13.19,05-01-2026-Fri 14-40-00-PM,0.2,5.272,,32.95
05-01-2026-Fri 14-44-00-PM,0.2,5.28,,33.0,05-01-2026-Fri 14-39-08-PM,0.1,5.28,,66.0,05-01-2026-Fri 14-39-59-PM,0.2,5.272,,32.95,05-01-2026-Fri 14-39-59-PM,0.2,5.284,,33.025,05-01-2026-Fri 14-30-29-PM,0.1,5.28,,66.0,05-01-2026-Fri 14-40-52-PM,0.1,5.276,,65.95,05-01-2026-Fri 14-26-10-PM,0.5,5.272,,13.18,05-01-2026-Fri 14-39-07-PM,0.5,5.28,,13.2,05-01-2026-Fri 14-40-00-PM,0.1,5.288,,66.1,05-01-2026-Fri 14-32-47-PM,0.3,5.28,,22.0,05-01-2026-Fri 14-39-57-PM,0.2,5.28,,33.0,05-01-2026-Fri 14-35-25-PM,0.3,5.292,,22.05,05-01-2026-Fri 14-36-42-PM,0.0,5.28,,inf,05-01-2026-Fri 14-40-01-PM,0.2,5.288,,33.05,05-01-2026-Fri 14-36-42-PM,0.1,5.276,,65.95,05-01-2026-Fri 14-40-01-PM,0.2,5.276,,32.975
05-01-2026-Fri 14-44-24-PM,0.1,5.276,,65.95,05-01-2026-Fri 14-39-09-PM,0.1,5.284,,66.05,05-01-2026-Fri 14-40-00-PM,0.4,5.272,,16.475,05-01-2026-Fri 14-40-00-PM,0.2,5.284,,33.025,05-01-2026-Fri 14-30-30-PM,0.2,5.28,,33.0,05-01-2026-Fri 14-40-53-PM,0.3,5.276,,21.9833,05-01-2026-Fri 14-28-08-PM,0.2,5.272,,32.95,05-01-2026-Fri 14-39-08-PM,0.4,5.28,,16.5,05-01-2026-Fri 14-40-01-PM,-0.1,5.288,,-66.1,05-01-2026-Fri 14-32-49-PM,0.5,5.284,,13.21,05-01-2026-Fri 14-39-59-PM,0.2,5.28,,33.0,05-01-2026-Fri 14-35-26-PM,0.1,5.288,,66.1,05-01-2026-Fri 14-36-44-PM,0.3,5.28,,22.0,05-01-2026-Fri 14-40-50-PM,0.3,5.288,,22.0333,05-01-2026-Fri 14-36-44-PM,0.1,5.276,,65.95,05-01-2026-Fri 14-40-50-PM,0.3,5.272,,21.9667
05-01-2026-Fri 14-44-26-PM,0.4,5.28,,16.5,05-01-2026-Fri 14-39-56-PM,0.0,5.288,,inf,05-01-2026-Fri 14-40-01-PM,0.8,5.276,,8.2437,05-01-2026-Fri 14-40-01-PM,0.2,5.28,,33.0,05-01-2026-Fri 14-32-08-PM,0.3,5.28,,22.0,05-01-2026-Fri 14-41-34-PM,0.3,5.276,,21.9833,05-01-2026-Fri 14-28-09-PM,0.3,5.268,,21.95,05-01-2026-Fri 14-39-09-PM,0.4,5.28,,16.5,05-01-2026-Fri 14-40-50-PM,0.0,5.284,,inf,05-01-2026-Fri 14-33-47-PM,0.2,5.28,,33.0,05-01-2026-Fri 14-40-00-PM,0.3,5.28,,22.0,05-01-2026-Fri 14-35-28-PM,0.1,5.288,,66.1,05-01-2026-Fri 14-36-45-PM,0.3,5.28,,22.0,05-01-2026-Fri 14-40-52-PM,0.1,5.288,,66.1,05-01-2026-Fri 14-36-45-PM,0.3,5.276,,21.9833,05-01-2026-Fri 14-40-52-PM,0.1,5.272,,65.9
05-01-2026-Fri 14-44-27-PM,0.2,5.28,,33.0,05-01-2026-Fri 14-39-57-PM,0.2,5.284,,33.025,05-01-2026-Fri 14-40-50-PM,0.2,5.276,,32.975,05-01-2026-Fri 14-40-50-PM,0.0,5.28,,inf,05-01-2026-Fri 14-32-11-PM,0.1,5.28,,66.0,05-01-2026-Fri 14-41-35-PM,0.0,5.276,,inf,05-01-2026-Fri 14-28-11-PM,-0.2,5.272,,-32.95,05-01-2026-Fri 14-39-56-PM,0.2,5.28,,33.0,05-01-2026-Fri 14-40-52-PM,0.4,5.284,,16.5125,05-01-2026-Fri 14-33-48-PM,0.2,5.28,,33.0,05-01-2026-Fri 14-40-01-PM,0.3,5.28,,22.0,05-01-2026-Fri 14-35-29-PM,0.6,5.288,,11.0167,05-01-2026-Fri 14-39-07-PM,-0.1,5.276,,-65.95,05-01-2026-Fri 14-40-53-PM,0.2,5.284,,33.025,05-01-2026-Fri 14-39-07-PM,0.3,5.272,,21.9667,05-01-2026-Fri 14-40-53-PM,0.1,5.276,,65.95
05-01-2026-Fri 14-45-15-PM,0.2,5.276,,32.975,05-01-2026-Fri 14-39-59-PM,0.3,5.284,,22.0167,05-01-2026-Fri 14-40-52-PM,0.4,5.276,,16.4875,05-01-2026-Fri 14-40-52-PM,0.4,5.276,,16.4875,05-01-2026-Fri 14-32-12-PM,0.0,5.28,,inf,05-01-2026-Fri 14-41-36-PM,0.1,5.276,,65.95,05-01-2026-Fri 14-28-12-PM,0.2,5.268,,32.925,05-01-2026-Fri 14-39-57-PM,0.2,5.284,,33.025,05-01-2026-Fri 14-40-53-PM,0.4,5.284,,16.5125,05-01-2026-Fri 14-35-25-PM,0.2,5.28,,33.0,05-01-2026-Fri 14-40-50-PM,0.2,5.276,,32.975,05-01-2026-Fri 14-35-30-PM,0.2,5.296,,33.1,05-01-2026-Fri 14-39-08-PM,0.3,5.28,,22.0,05-01-2026-Fri 14-41-34-PM,0.2,5.288,,33.05,05-01-2026-Fri 14-39-08-PM,0.1,5.276,,65.95,05-01-2026-Fri 14-41-34-PM,0.1,5.272,,65.9
05-01-2026-Fri 14-45-16-PM,0.3,5.276,,21.9833,05-01-2026-Fri 14-40-00-PM,0.1,5.284,,66.05,05-01-2026-Fri 14-40-53-PM,0.4,5.276,,16.4875,05-01-2026-Fri 14-40-53-PM,0.4,5.28,,16.5,05-01-2026-Fri 14-32-44-PM,0.2,5.28,,33.0,05-01-2026-Fri 14-42-00-PM,0.3,5.284,,22.0167,05-01-2026-Fri 14-28-30-PM,0.4,5.268,,16.4625,05-01-2026-Fri 14-39-59-PM,0.2,5.28,,33.0,05-01-2026-Fri 14-41-34-PM,-0.1,5.284,,-66.05,05-01-2026-Fri 14-35-26-PM,0.4,5.284,,16.5125,05-01-2026-Fri 14-40-52-PM,-0.1,5.28,,-66.0,05-01-2026-Fri 14-36-41-PM,0.1,5.288,,66.1,05-01-2026-Fri 14-39-09-PM,0.3,5.276,,21.9833,05-01-2026-Fri 14-41-35-PM,0.0,5.288,,inf,05-01-2026-Fri 14-39-09-PM,0.1,5.268,,65.85,05-01-2026-Fri 14-41-35-PM,0.3,5.272,,21.9667
05-01-2026-Fri 14-45-17-PM,0.4,5.276,,16.4875,05-01-2026-Fri 14-40-01-PM,0.0,5.28,,inf,05-01-2026-Fri 14-41-34-PM,0.3,5.272,,21.9667,05-01-2026-Fri 14-41-34-PM,0.4,5.28,,16.5,05-01-2026-Fri 14-32-46-PM,0.4,5.28,,16.5,05-01-2026-Fri 14-42-02-PM,0.4,5.28,,16.5,05-01-2026-Fri 14-28-32-PM,0.0,5.272,,inf,05-01-2026-Fri 14-40-00-PM,-0.1,5.284,,-66.05,05-01-2026-Fri 14-41-35-PM,0.0,5.284,,inf,05-01-2026-Fri 14-35-28-PM,0.3,5.284,,22.0167,05-01-2026-Fri 14-40-53-PM,0.1,5.28,,66.0,05-01-2026-Fri 14-36-42-PM,0.1,5.292,,66.15,05-01-2026-Fri 14-39-56-PM,0.1,5.28,,66.0,05-01-2026-Fri 14-41-36-PM,0.1,5.288,,66.1,05-01-2026-Fri 14-39-56-PM,0.1,5.276,,65.95,05-01-2026-Fri 14-41-36-PM,0.1,5.276,,65.95
05-01-2026-Fri 14-45-19-PM,0.1,5.276,,65.95,05-01-2026-Fri 14-40-50-PM,0.0,5.284,,inf,05-01-2026-Fri 14-41-35-PM,0.4,5.272,,16.475,05-01-2026-Fri 14-41-35-PM,0.4,5.28,,16.5,05-01-2026-Fri 14-32-47-PM,0.2,5.276,,32.975,05-01-2026-Fri 14-43-19-PM,0.1,5.276,,65.95,05-01-2026-Fri 14-29-29-PM,0.4,5.272,,16.475,05-01-2026-Fri 14-40-01-PM,0.4,5.28,,16.5,05-01-2026-Fri 14-41-36-PM,0.2,5.28,,33.0,05-01-2026-Fri 14-35-29-PM,0.1,5.288,,66.1,05-01-2026-Fri 14-41-34-PM,0.0,5.276,,inf,05-01-2026-Fri 14-36-44-PM,0.4,5.292,,16.5375,05-01-2026-Fri 14-39-57-PM,0.1,5.28,,66.0,05-01-2026-Fri 14-42-00-PM,0.1,5.288,,66.1,05-01-2026-Fri 14-39-57-PM,0.3,5.276,,21.9833,05-01-2026-Fri 14-42-00-PM,0.2,5.276,,32.975
05-01-2026-Fri 14-45-20-PM,0.3,5.28,,22.0,05-01-2026-Fri 14-40-52-PM,0.2,5.28,,33.0,05-01-2026-Fri 14-41-36-PM,0.4,5.272,,16.475,05-01-2026-Fri 14-41-36-PM,0.1,5.28,,66.0,05-01-2026-Fri 14-32-49-PM,0.0,5.28,,inf,05-01-2026-Fri 14-43-22-PM,0.0,5.28,,inf,05-01-2026-Fri 14-29-30-PM,0.0,5.268,,inf,05-01-2026-Fri 14-40-50-PM,0.3,5.28,,22.0,05-01-2026-Fri 14-42-00-PM,0.1,5.288,,66.1,05-01-2026-Fri 14-35-30-PM,0.4,5.288,,16.525,05-01-2026-Fri 14-41-35-PM,-0.1,5.276,,-65.95,05-01-2026-Fri 14-36-45-PM,0.1,5.292,,66.15,05-01-2026-Fri 14-39-59-PM,0.0,5.28,,inf,05-01-2026-Fri 14-42-02-PM,0.0,5.292,,inf,05-01-2026-Fri 14-39-59-PM,0.1,5.276,,65.95,05-01-2026-Fri 14-42-02-PM,0.1,5.28,,66.0
05-01-2026-Fri 14-46-01-PM,0.1,5.276,,65.95,05-01-2026-Fri 14-40-53-PM,0.0,5.28,,inf,05-01-2026-Fri 14-42-00-PM,0.4,5.276,,16.4875,05-01-2026-Fri 14-42-00-PM,0.0,5.284,,inf,05-01-2026-Fri 14-33-47-PM,0.1,5.28,,66.0,05-01-2026-Fri 14-44-00-PM,0.2,5.28,,33.0,05-01-2026-Fri 14-29-31-PM,-0.1,5.272,,-65.9,05-01-2026-Fri 14-40-52-PM,0.3,5.276,,21.9833,05-01-2026-Fri 14-42-02-PM,0.2,5.288,,33.05,05-01-2026-Fri 14-36-41-PM,0.3,5.28,,22.0,05-01-2026-Fri 14-41-36-PM,0.3,5.276,,21.9833,05-01-2026-Fri 14-39-07-PM,0.1,5.288,,66.1,05-01-2026-Fri 14-40-00-PM,0.0,5.28,,inf,05-01-2026-Fri 14-43-19-PM,0.1,5.292,,66.15,05-01-2026-Fri 14-40-00-PM,0.1,5.272,,65.9,05-01-2026-Fri 14-43-19-PM,0.1,5.276,,65.95
05-01-2026-Fri 14-46-02-PM,0.4,5.272,,16.475,05-01-2026-Fri 14-41-34-PM,0.0,5.28,,inf,05-01-2026-Fri 14-42-02-PM,0.1,5.276,,65.95,05-01-2026-Fri 14-42-02-PM,0.3,5.284,,22.0167,05-01-2026-Fri 14-33-48-PM,-0.2,5.28,,-33.0,05-01-2026-Fri 14-44-24-PM,0.3,5.28,,22.0,05-01-2026-Fri 14-29-33-PM,0.2,5.268,,32.925,05-01-2026-Fri 14-40-53-PM,0.3,5.28,,22.0,05-01-2026-Fri 14-43-19-PM,0.1,5.288,,66.1,05-01-2026-Fri 14-36-42-PM,0.5,5.288,,13.22,05-01-2026-Fri 14-42-00-PM,0.3,5.284,,22.0167,05-01-2026-Fri 14-39-08-PM,0.3,5.288,,22.0333,05-01-2026-Fri 14-40-01-PM,0.2,5.28,,33.0,05-01-2026-Fri 14-43-22-PM,0.3,5.288,,22.0333,05-01-2026-Fri 14-40-01-PM,0.3,5.276,,21.9833,05-01-2026-Fri 14-43-22-PM,0.2,5.276,,32.975
05-01-2026-Fri 14-46-04-PM,0.4,5.276,,16.4875,05-01-2026-Fri 14-41-35-PM,0.1,5.28,,66.0,05-01-2026-Fri 14-43-19-PM,0.3,5.276,,21.9833,05-01-2026-Fri 14-43-19-PM,0.2,5.284,,33.025,05-01-2026-Fri 14-35-25-PM,0.4,5.276,,16.4875,05-01-2026-Fri 14-44-26-PM,0.3,5.284,,22.0167,05-01-2026-Fri 14-30-22-PM,0.5,5.268,,13.17,05-01-2026-Fri 14-41-34-PM,-0.1,5.28,,-66.0,05-01-2026-Fri 14-43-22-PM,0.0,5.288,,inf,05-01-2026-Fri 14-36-44-PM,0.0,5.284,,inf,05-01-2026-Fri 14-42-02-PM,-0.2,5.28,,-33.0,05-01-2026-Fri 14-39-09-PM,0.0,5.288,,inf,05-01-2026-Fri 14-40-50-PM,0.4,5.276,,16.4875,05-01-2026-Fri 14-44-00-PM,0.1,5.288,,66.1,05-01-2026-Fri 14-40-50-PM,0.2,5.276,,32.975,05-01-2026-Fri 14-44-00-PM,0.3,5.272,,21.9667
05-01-2026-Fri 14-46-50-PM,0.2,5.276,,32.975,05-01-2026-Fri 14-41-36-PM,0.1,5.284,,66.05,05-01-2026-Fri 14-43-22-PM,0.3,5.276,,21.9833,05-01-2026-Fri 14-43-22-PM,0.1,5.28,,66.0,05-01-2026-Fri 14-35-26-PM,0.0,5.28,,inf,05-01-2026-Fri 14-44-27-PM,0.0,5.28,,inf,05-01-2026-Fri 14-30-23-PM,0.2,5.268,,32.925,05-01-2026-Fri 14-41-35-PM,0.2,5.276,,32.975,05-01-2026-Fri 14-44-00-PM,0.0,5.284,,inf,05-01-2026-Fri 14-36-45-PM,0.1,5.284,,66.05,05-01-2026-Fri 14-43-19-PM,0.2,5.28,,33.0,05-01-2026-Fri 14-39-56-PM,-0.1,5.292,,-66.15,05-01-2026-Fri 14-40-52-PM,0.0,5.28,,inf,05-01-2026-Fri 14-44-24-PM,0.0,5.288,,inf,05-01-2026-Fri 14-40-52-PM,0.1,5.272,,65.9,05-01-2026-Fri 14-44-24-PM,0.3,5.276,,21.9833
05-01-2026-Fri 14-46-51-PM,-0.1,5.276,,-65.95,05-01-2026-Fri 14-42-00-PM,0.1,5.284,,66.05,05-01-2026-Fri 14-44-00-PM,0.1,5.276,,65.95,05-01-2026-Fri 14-44-00-PM,0.0,5.28,,inf,05-01-2026-Fri 14-35-28-PM,0.2,5.28,,33.0,05-01-2026-Fri 14-45-15-PM,-0.1,5.276,,-65.95,05-01-2026-Fri 14-30-25-PM,0.1,5.264,,65.8,05-01-2026-Fri 14-41-36-PM,0.3,5.28,,22.0,05-01-2026-Fri 14-44-24-PM,0.0,5.284,,inf,05-01-2026-Fri 14-39-07-PM,0.1,5.28,,66.0,05-01-2026-Fri 14-43-22-PM,-0.2,5.28,,-33.0,05-01-2026-Fri 14-39-57-PM,0.3,5.292,,22.05,05-01-2026-Fri 14-40-53-PM,0.2,5.28,,33.0,05-01-2026-Fri 14-44-26-PM,0.1,5.292,,66.15,05-01-2026-Fri 14-40-53-PM,0.0,5.272,,inf,05-01-2026-Fri 14-44-26-PM,0.1,5.28,,66.0
05-01-2026-Fri 14-46-53-PM,0.3,5.276,,21.9833,05-01-2026-Fri 14-42-02-PM,0.0,5.284,,inf,05-01-2026-Fri 14-44-24-PM,0.3,5.276,,21.9833,05-01-2026-Fri 14-44-24-PM,0.2,5.28,,33.0,05-01-2026-Fri 14-35-29-PM,-0.2,5.28,,-33.0,05-01-2026-Fri 14-45-16-PM,0.2,5.276,,32.975,05-01-2026-Fri 14-30-26-PM,0.2,5.268,,32.925,05-01-2026-Fri 14-42-00-PM,0.0,5.284,,inf,05-01-2026-Fri 14-44-26-PM,-0.1,5.284,,-66.05,05-01-2026-Fri 14-39-08-PM,0.2,5.28,,33.0,05-01-2026-Fri 14-44-00-PM,0.1,5.28,,66.0,05-01-2026-Fri 14-39-59-PM,0.0,5.292,,inf,05-01-2026-Fri 14-41-34-PM,0.3,5.272,,21.9667,05-01-2026-Fri 14-44-27-PM,0.1,5.288,,66.1,05-01-2026-Fri 14-41-34-PM,0.0,5.272,,inf,05-01-2026-Fri 14-44-27-PM,0.2,5.276,,32.975
