Timestamp,25pctCell 1 Current,25pctCell 1 Voltage,25pct Cell 1 Temp,25pctCell 2 Current,25pctCell 2 Voltage,25pct Cell 2 Temp,25pctCell 3 Current,25pctCell 3 Voltage,25pct Cell 3 Temp,25pctCell 4 Current,25pctCell 4 Voltage,25pct Cell 4 Temp,20pctCell 5 Current,20pctCell 5 Voltage,20pct Cell 5 Temp,20pctCell 6 Current,20pctCell 6 Voltage,20pct Cell 6 Temp,20pctCell 7 Current,20pctCell 7 Voltage,20pct Cell 7 Temp,20pctCell 8 Current,20pctCell 8 Voltage,20pct Cell 8 Temp,15pctCell 9 Current,15pctCell 9 Voltage,15pct Cell 9 Temp,15pctCell 10 Current,15pctCell 10 Voltage,15pct Cell 10 Temp,10pctCell 11 Current,10pctCell 11 Voltage,10pct Cell 11 Temp,10pctCell 12 Current,10pctCell 12 Voltage,10pct Cell 12 Temp,5pctCell 13 Current,5pctCell 13 Voltage,5pct Cell 13 Temp,5pctCell 14 Current,5pctCell 14 Voltage,5pct Cell 14 Temp,5pctCell 15 Current,5pctCell 15 Voltage,5pct Cell 15 Temp,5pctCell 16 Current,5pctCell 16 Voltage,5pct Cell 16 Temp
10-24-2025-Fri 18-03-07-PM,20.5,5.768,-12.45,30.3,5.772,-12.1493,28.4,5.772,-11.279,28.7,5.788,-11.915,32.3,5.768,-8.544,22.2,5.776,-8.73517,25.0,5.768,-7.931,16.2,5.768,-10.041,9.8,5.812,-12.7514,10.7,5.82,-11.558,6.4,5.824,-9.77323,8.6,5.824,-8.89,2.5,5.812,-4.98237,4.1,5.832,-6.244,2.7,5.812,-5.01591,2.8,5.82,-7.528
10-24-2025-Fri 18-08-05-PM,19.5,5.78,-13.938,28.2,5.78,-12.7849,26.1,5.78,-12.305,26.0,5.796,-12.2496,28.5,5.776,-9.069,23.4,5.784,-9.27099,22.3,5.776,-8.589,15.5,5.776,-11.0117,9.6,5.82,-15.0919,10.1,5.824,-13.253,5.4,5.824,-11.8817,7.5,5.828,-9.939,2.7,5.82,-5.68636,3.6,5.836,-6.814,2.7,5.82,-5.48521,2.6,5.824,-8.248
10-24-2025-Fri 18-08-08-PM,18.8,5.784,-13.955,27.5,5.784,-12.7849,25.4,5.784,-12.316,25.2,5.796,-12.2496,27.6,5.78,-8.991,22.2,5.788,-9.23743,21.4,5.78,-8.645,14.9,5.78,-11.0452,9.3,5.816,-15.1254,9.7,5.824,-13.275,5.8,5.828,-11.915,7.3,5.828,-9.883,2.6,5.816,-5.48521,3.6,5.836,-6.792,2.7,5.82,-5.65284,2.4,5.824,-8.349
10-24-2025-Fri 18-08-10-PM,18.5,5.784,-13.955,27.0,5.788,-12.7514,24.9,5.788,-12.294,24.8,5.8,-12.1828,27.1,5.784,-9.036,21.7,5.792,-9.27099,20.8,5.784,-8.679,14.6,5.784,-11.0452,9.0,5.82,-15.1588,9.5,5.828,-13.286,5.6,5.828,-11.9486,7.2,5.832,-9.928,2.6,5.82,-5.65284,3.5,5.836,-6.881,2.5,5.82,-5.71983,2.5,5.824,-8.383
10-24-2025-Fri 18-12-10-PM,16.6,5.788,-15.76,24.5,5.792,-13.621,23.2,5.796,-13.922,22.7,5.804,-12.9855,24.3,5.784,-10.219,20.0,5.796,-10.041,18.3,5.788,-9.884,13.7,5.788,-12.2496,8.4,5.82,-17.8984,8.6,5.828,-15.559,5.1,5.832,-15.1588,6.3,5.832,-11.925,2.2,5.82,-7.62991,3.1,5.836,-8.344,2.2,5.824,-7.36192,2.1,5.828,-9.806
10-24-2025-Fri 18-12-12-PM,16.0,5.792,-15.893,23.7,5.796,-13.7213,22.5,5.792,-14.044,22.2,5.808,-13.0858,23.1,5.792,-10.252,19.4,5.8,-10.0745,17.3,5.792,-9.895,13.1,5.792,-12.2163,7.6,5.82,-18.0653,8.2,5.832,-15.704,4.7,5.832,-15.326,6.0,5.832,-12.003,1.9,5.824,-7.59641,3.0,5.84,-8.355,2.1,5.824,-7.39536,2.1,5.828,-9.806
10-24-2025-Fri 18-12-15-PM,15.6,5.796,-15.977,22.9,5.796,-13.7547,21.9,5.796,-14.1,21.9,5.804,-13.0525,23.2,5.792,-10.297,19.4,5.804,-10.0745,17.3,5.792,-9.962,12.9,5.792,-12.3166,7.3,5.828,-18.1989,7.9,5.828,-15.816,4.5,5.832,-15.493,6.1,5.836,-12.103,1.9,5.824,-7.76394,3.1,5.84,-8.445,2.0,5.824,-7.49595,2.0,5.832,-9.906
10-24-2025-Fri 18-13-07-PM,13.7,5.796,-17.88,21.1,5.804,-14.7911,20.5,5.804,-15.548,20.4,5.812,-14.156,20.7,5.796,-11.435,17.7,5.804,-10.7439,15.3,5.8,-10.933,11.7,5.796,-13.2197,6.1,5.828,-20.9693,7.4,5.832,-17.819,3.8,5.836,-17.698,5.4,5.836,-13.753,1.5,5.828,-9.40487,2.5,5.84,-9.661,1.6,5.828,-8.83572,1.6,5.832,-11.028
10-24-2025-Fri 18-13-09-PM,13.5,5.8,-17.98,20.5,5.804,-14.8914,20.1,5.804,-15.649,20.0,5.816,-14.2562,20.2,5.8,-11.435,17.3,5.808,-10.7774,15.2,5.804,-11.0,11.1,5.8,-13.2197,5.8,5.828,-21.0694,6.8,5.836,-17.92,3.8,5.836,-17.7982,5.4,5.84,-13.775,2.0,5.828,-9.27099,2.5,5.844,-9.684,2.0,5.828,-9.00314,1.8,5.832,-11.111
10-24-2025-Fri 18-13-12-PM,13.4,5.796,-18.014,20.3,5.804,-14.858,19.7,5.8,-15.649,19.3,5.812,-14.2228,20.2,5.8,-11.502,16.8,5.804,-10.8444,14.6,5.8,-11.078,11.1,5.8,-13.32,5.6,5.828,-21.1694,6.6,5.832,-17.964,4.0,5.836,-17.865,5.3,5.836,-13.842,1.8,5.824,-9.43843,2.5,5.844,-9.784,1.7,5.832,-9.07004,1.8,5.832,-11.195
10-24-2025-Fri 18-13-14-PM,12.9,5.8,-18.097,20.0,5.808,-14.9248,19.6,5.804,-15.727,19.3,5.816,-14.3231,19.6,5.8,-11.658,16.6,5.812,-10.8444,14.7,5.804,-11.022,11.3,5.8,-13.32,5.7,5.832,-21.2694,6.4,5.836,-18.042,3.7,5.836,-17.9317,5.2,5.84,-14.021,1.8,5.828,-9.80672,2.6,5.844,-9.851,1.9,5.832,-8.90258,1.6,5.832,-11.111
10-24-2025-Fri 18-13-16-PM,12.9,5.8,-18.147,19.6,5.804,-14.9248,19.2,5.808,-15.76,19.1,5.816,-14.3565,19.6,5.8,-11.647,16.6,5.808,-10.8778,14.0,5.804,-11.123,10.9,5.808,-13.3869,5.6,5.828,-21.3696,6.6,5.836,-18.098,3.8,5.836,-17.9986,5.0,5.84,-14.02,1.4,5.828,-9.70626,2.9,5.848,-9.896,1.8,5.832,-9.10361,1.7,5.832,-11.245
10-24-2025-Fri 18-13-19-PM,12.7,5.804,-18.214,19.1,5.804,-14.9583,19.0,5.808,-15.838,19.0,5.82,-14.4568,19.4,5.804,-11.736,16.5,5.812,-10.9112,14.0,5.804,-11.167,10.7,5.804,-13.4203,5.5,5.828,-21.4697,6.8,5.836,-18.176,3.8,5.836,-18.0986,4.8,5.84,-14.132,1.7,5.828,-9.84021,2.2,5.844,-9.974,1.8,5.828,-9.17059,1.6,5.836,-11.295
10-24-2025-Fri 18-13-21-PM,12.7,5.8,-18.281,19.1,5.808,-14.9917,18.8,5.808,-15.871,18.7,5.82,-14.4568,19.0,5.808,-11.736,16.1,5.812,-10.9447,13.6,5.804,-11.234,10.7,5.804,-13.4872,5.5,5.828,-21.5697,6.4,5.836,-18.242,3.5,5.836,-18.1655,4.9,5.836,-14.143,1.6,5.832,-9.80672,2.2,5.844,-10.007,1.7,5.828,-9.27099,1.5,5.836,-11.379
10-24-2025-Fri 18-13-24-PM,12.6,5.8,-18.364,18.8,5.808,-15.0585,18.4,5.808,-15.96,18.6,5.82,-14.5905,18.6,5.804,-11.758,16.0,5.812,-10.9782,13.3,5.808,-11.346,10.7,5.804,-13.4872,5.7,5.832,-21.6698,6.2,5.836,-18.32,3.7,5.84,-18.2323,4.8,5.84,-14.176,1.4,5.828,-9.70626,2.3,5.844,-10.086,2.1,5.832,-9.57225,1.7,5.836,-11.53
10-24-2025-Fri 18-13-26-PM,12.5,5.804,-18.397,18.7,5.808,-15.0251,18.6,5.808,-15.96,18.2,5.816,-14.5237,18.5,5.804,-11.825,15.8,5.812,-10.9782,13.2,5.808,-11.357,10.4,5.808,-13.5541,5.4,5.828,-21.7698,6.5,5.836,-18.376,3.2,5.84,-18.3325,4.6,5.836,-14.277,1.3,5.832,-9.97408,2.3,5.848,-10.164,1.6,5.828,-9.5389,1.4,5.84,-11.546
10-24-2025-Fri 18-13-28-PM,12.0,5.804,-18.464,18.3,5.808,-15.0919,18.0,5.812,-16.027,18.0,5.82,-14.624,18.3,5.808,-11.836,15.4,5.812,-11.0452,13.2,5.808,-11.413,10.3,5.808,-13.5875,5.4,5.832,-21.8366,6.4,5.84,-18.431,3.4,5.84,-18.3659,4.8,5.84,-14.277,1.5,5.832,-9.84021,2.1,5.848,-10.164,1.6,5.832,-9.60581,1.7,5.836,-11.597
10-24-2025-Fri 18-13-31-PM,12.0,5.804,-18.498,18.4,5.812,-15.0585,18.0,5.808,-16.061,17.9,5.82,-14.6574,18.3,5.808,-11.97,15.1,5.812,-11.0785,13.0,5.808,-11.491,10.4,5.808,-13.621,5.4,5.828,-21.9366,6.2,5.836,-18.487,3.4,5.836,-18.466,4.8,5.84,-14.433,1.3,5.832,-10.175,2.6,5.848,-10.342,1.8,5.832,-9.77323,1.2,5.836,-11.697
10-24-2025-Fri 18-13-33-PM,12.0,5.804,-18.498,17.9,5.812,-14.9917,17.8,5.808,-16.072,17.8,5.82,-14.6574,17.9,5.808,-11.926,15.2,5.812,-11.0785,13.0,5.808,-11.457,10.2,5.812,-13.621,5.2,5.832,-22.0034,6.1,5.84,-18.52,3.3,5.84,-18.5662,4.7,5.84,-14.422,1.4,5.832,-10.041,2.1,5.848,-10.264,1.9,5.832,-9.67278,1.1,5.84,-11.647
10-24-2025-Fri 18-13-35-PM,12.0,5.808,-18.548,17.6,5.812,-15.0251,17.5,5.808,-16.127,17.5,5.82,-14.7576,17.9,5.808,-12.026,15.2,5.816,-11.1121,12.6,5.808,-11.569,10.0,5.812,-13.6878,5.0,5.828,-22.0701,6.0,5.84,-18.565,3.3,5.84,-18.5995,4.7,5.844,-14.522,1.7,5.832,-10.2085,2.3,5.848,-10.409,1.9,5.832,-9.90704,1.4,5.836,-11.797
10-24-2025-Fri 18-13-38-PM,11.8,5.804,-18.614,17.3,5.812,-15.0251,17.5,5.812,-16.161,17.1,5.82,-14.7911,17.5,5.808,-12.071,15.0,5.816,-11.1456,12.4,5.812,-11.636,10.1,5.812,-13.7213,4.9,5.832,-22.2034,5.8,5.84,-18.632,3.4,5.84,-18.6664,4.8,5.84,-14.578,1.3,5.832,-10.2753,2.1,5.852,-10.487,1.5,5.832,-10.041,1.4,5.836,-11.881
10-24-2025-Fri 18-13-40-PM,11.7,5.808,-18.664,17.8,5.816,-15.0585,17.2,5.812,-16.205,16.9,5.82,-14.7911,16.9,5.808,-12.071,14.7,5.816,-11.1456,12.5,5.816,-11.547,9.9,5.808,-13.7547,5.3,5.832,-22.2701,6.0,5.84,-18.698,3.1,5.84,-18.7664,4.3,5.84,-14.611,1.6,5.832,-10.2753,2.2,5.848,-10.387,1.2,5.832,-9.73967,1.6,5.836,-11.747
10-24-2025-Fri 18-13-42-PM,11.4,5.808,-18.714,17.4,5.812,-15.0919,17.1,5.812,-16.272,17.1,5.824,-14.9248,16.9,5.812,-12.193,14.7,5.812,-11.2125,12.1,5.812,-11.658,9.9,5.808,-13.8216,5.0,5.832,-22.3369,5.8,5.84,-18.743,3.1,5.84,-18.7999,4.5,5.844,-14.722,1.5,5.832,-10.4427,2.3,5.848,-10.532,1.6,5.832,-9.94059,1.6,5.84,-11.881
10-24-2025-Fri 18-13-44-PM,11.5,5.808,-18.815,17.0,5.812,-15.1922,16.9,5.816,-16.328,16.7,5.824,-14.8914,16.8,5.808,-12.126,14.5,5.816,-11.2458,11.6,5.812,-11.703,9.2,5.808,-13.855,5.0,5.832,-22.4369,5.9,5.84,-18.843,3.2,5.84,-18.9001,4.2,5.84,-14.678,1.3,5.836,-10.2418,1.9,5.848,-10.498,1.8,5.832,-10.0076,1.3,5.836,-11.931
10-24-2025-Fri 18-13-47-PM,11.5,5.808,-18.831,16.8,5.812,-15.1588,16.6,5.812,-16.35,16.7,5.824,-14.9248,16.4,5.808,-12.204,14.4,5.816,-11.2458,12.1,5.812,-11.747,9.6,5.812,-13.855,5.0,5.832,-22.5036,5.6,5.84,-18.876,3.1,5.84,-18.9669,4.3,5.84,-14.778,1.4,5.832,-10.4427,2.3,5.848,-10.61,1.7,5.832,-10.1415,1.5,5.836,-11.998
10-24-2025-Fri 18-13-49-PM,11.5,5.808,-18.898,16.9,5.816,-15.2257,16.7,5.816,-16.417,16.7,5.824,-14.9917,16.3,5.812,-12.227,14.5,5.816,-11.2794,11.7,5.812,-11.826,9.5,5.808,-13.9219,4.9,5.832,-22.5703,5.4,5.84,-18.943,3.2,5.844,-19.0336,4.1,5.84,-14.812,1.3,5.832,-10.4092,2.0,5.848,-10.655,1.7,5.832,-10.2753,1.4,5.836,-12.099
10-24-2025-Fri 18-13-51-PM,11.0,5.808,-18.931,16.7,5.812,-15.2257,16.2,5.816,-16.428,16.4,5.824,-14.9917,16.3,5.812,-12.327,14.1,5.816,-11.2794,11.6,5.812,-11.77,9.3,5.812,-13.9554,5.1,5.832,-22.637,5.3,5.84,-18.977,3.1,5.844,-19.067,4.2,5.844,-14.923,1.3,5.832,-10.7105,2.1,5.848,-10.688,1.6,5.836,-10.0745,1.3,5.84,-12.015
10-24-2025-Fri 18-15-01-PM,9.9,5.812,-20.332,14.8,5.816,-16.0611,14.7,5.816,-17.619,14.9,5.824,-15.8272,14.1,5.816,-13.543,12.7,5.816,-12.049,10.2,5.816,-13.231,8.0,5.812,-14.9583,4.4,5.832,-24.6037,5.0,5.84,-20.545,2.8,5.84,-20.9693,3.9,5.84,-16.516,1.3,5.832,-12.7514,2.0,5.844,-12.495,1.4,5.828,-12.6845,1.0,5.836,-13.821
10-24-2025-Fri 18-15-03-PM,9.9,5.808,-20.366,14.5,5.816,-16.0611,14.4,5.816,-17.675,14.3,5.824,-15.9274,14.0,5.816,-13.609,12.8,5.82,-12.049,9.7,5.816,-13.253,8.0,5.816,-14.9917,4.4,5.832,-24.6704,5.1,5.836,-20.589,2.6,5.84,-21.036,3.6,5.84,-16.605,1.3,5.832,-12.8518,1.8,5.848,-12.54,1.3,5.832,-12.718,1.1,5.836,-13.855
10-24-2025-Fri 18-15-05-PM,9.8,5.812,-20.382,14.2,5.816,-16.0277,14.2,5.816,-17.664,14.4,5.828,-15.8941,13.7,5.816,-13.632,12.4,5.816,-12.0823,9.7,5.816,-13.32,7.8,5.816,-15.0251,4.2,5.832,-24.7371,5.1,5.84,-20.611,2.6,5.836,-21.0694,3.5,5.84,-16.627,0.9,5.828,-12.9186,1.6,5.844,-12.618,1.4,5.828,-12.8518,1.2,5.836,-13.938
10-24-2025-Fri 18-15-08-PM,9.9,5.812,-20.466,14.2,5.816,-16.1614,14.0,5.82,-17.731,14.1,5.824,-15.8941,13.4,5.816,-13.654,12.3,5.82,-12.0823,9.6,5.816,-13.364,8.2,5.812,-15.0919,4.2,5.832,-24.7703,4.9,5.836,-20.689,2.8,5.84,-21.136,3.7,5.84,-16.672,1.0,5.832,-12.9855,1.7,5.844,-12.662,1.4,5.832,-12.9186,1.1,5.836,-14.005
10-24-2025-Fri 18-16-18-PM,9.0,5.812,-21.616,13.5,5.82,-16.7627,13.3,5.82,-18.732,13.2,5.828,-16.5956,13.1,5.82,-14.891,11.5,5.82,-12.718,9.2,5.816,-14.824,7.4,5.816,-15.9943,3.9,5.832,-26.4695,4.6,5.84,-22.023,2.4,5.844,-22.837,3.4,5.844,-18.264,0.9,5.832,-15.3593,1.6,5.848,-14.613,1.1,5.832,-15.7603,1.1,5.84,-15.877
10-24-2025-Fri 18-16-20-PM,8.9,5.816,-21.716,13.1,5.816,-16.8964,13.0,5.82,-18.787,12.9,5.828,-16.5623,12.6,5.816,-14.891,11.2,5.824,-12.6845,8.9,5.816,-14.869,6.9,5.816,-16.0611,3.8,5.832,-26.5361,4.4,5.84,-22.112,2.4,5.844,-22.9037,3.1,5.84,-18.297,1.1,5.828,-15.4261,1.6,5.848,-14.657,1.1,5.836,-15.8606,1.2,5.836,-15.961
10-24-2025-Fri 18-16-22-PM,8.7,5.816,-21.716,12.9,5.824,-16.863,12.7,5.82,-18.776,13.1,5.832,-16.4621,12.4,5.82,-14.891,11.0,5.82,-12.718,8.5,5.824,-14.924,7.1,5.816,-16.0945,3.8,5.832,-26.5693,4.4,5.84,-22.145,2.5,5.844,-23.0038,2.8,5.844,-18.32,1.1,5.832,-15.493,1.6,5.844,-14.724,1.1,5.832,-15.9609,1.0,5.84,-16.028
10-24-2025-Fri 18-16-25-PM,8.6,5.816,-21.699,12.7,5.824,-16.7627,12.5,5.82,-18.81,12.8,5.832,-16.6291,12.1,5.824,-14.98,11.0,5.824,-12.718,8.5,5.82,-14.969,7.1,5.824,-16.1279,4.0,5.832,-26.6359,4.1,5.844,-22.145,2.4,5.84,-23.0371,3.2,5.844,-18.42,1.0,5.832,-15.5932,1.4,5.848,-14.791,1.3,5.832,-16.0611,1.1,5.84,-16.094
10-24-2025-Fri 18-16-27-PM,8.5,5.812,-21.766,12.5,5.82,-16.8296,12.6,5.824,-18.821,12.7,5.832,-16.5289,12.1,5.82,-14.98,10.7,5.824,-12.718,8.2,5.82,-15.014,6.7,5.82,-16.1614,3.9,5.836,-26.7026,4.3,5.844,-22.212,2.3,5.844,-23.1038,2.9,5.84,-18.442,1.0,5.832,-15.6935,1.6,5.848,-14.858,1.1,5.836,-16.1614,1.0,5.836,-16.161
10-24-2025-Fri 18-16-29-PM,8.5,5.816,-21.816,12.6,5.82,-16.8964,12.4,5.824,-18.899,12.6,5.832,-16.6291,11.6,5.82,-15.069,10.6,5.824,-12.7849,8.5,5.82,-15.058,7.1,5.824,-16.1614,3.7,5.832,-26.7359,4.2,5.844,-22.268,2.4,5.844,-23.1704,3.2,5.844,-18.531,0.9,5.832,-15.7938,1.6,5.848,-14.936,1.0,5.836,-16.2282,1.1,5.84,-16.195
10-24-2025-Fri 18-16-32-PM,8.6,5.816,-21.833,12.3,5.824,-16.8964,12.2,5.824,-18.91,12.0,5.832,-16.6625,11.7,5.82,-15.103,10.5,5.828,-12.8184,8.4,5.824,-15.136,6.8,5.824,-16.2282,3.6,5.836,-26.7691,4.1,5.84,-22.279,2.3,5.844,-23.1704,2.7,5.844,-18.553,1.0,5.832,-15.8272,1.2,5.848,-15.002,1.2,5.832,-16.3618,1.0,5.84,-16.295
10-24-2025-Fri 18-16-34-PM,8.2,5.82,-21.9,12.3,5.82,-16.9632,12.0,5.824,-18.977,12.2,5.832,-16.7293,11.5,5.824,-15.158,10.3,5.828,-12.8184,8.1,5.824,-15.17,6.9,5.82,-16.2615,3.6,5.832,-26.8358,3.9,5.844,-22.345,2.4,5.844,-23.2371,2.9,5.844,-18.631,1.1,5.836,-15.9274,1.6,5.848,-15.058,1.0,5.832,-16.4286,0.9,5.84,-16.345
10-24-2025-Fri 18-18-00-PM,7.7,5.816,-23.216,11.7,5.824,-17.8984,11.6,5.824,-20.1,11.4,5.832,-17.2972,11.1,5.824,-16.651,9.8,5.828,-13.5541,7.8,5.828,-16.973,6.2,5.824,-17.5644,3.6,5.84,-28.5337,3.9,5.84,-23.845,2.0,5.844,-25.1036,2.5,5.844,-20.5,0.9,5.836,-19.1003,1.3,5.852,-17.485,1.1,5.836,-19.8013,0.8,5.844,-18.683
10-24-2025-Fri 18-18-02-PM,7.8,5.82,-23.233,11.2,5.824,-17.865,11.1,5.824,-20.1,11.2,5.832,-17.2972,10.4,5.828,-16.673,9.8,5.828,-13.5541,7.7,5.824,-17.007,5.9,5.824,-17.5977,3.4,5.836,-28.6001,4.0,5.844,-23.867,1.9,5.848,-25.137,2.6,5.844,-20.534,1.0,5.836,-19.1671,1.3,5.852,-17.53,0.9,5.84,-19.8681,0.9,5.84,-18.733
10-24-2025-Fri 18-18-04-PM,7.7,5.82,-23.333,10.9,5.828,-18.032,10.7,5.828,-20.178,11.2,5.836,-17.2972,10.4,5.828,-16.717,9.4,5.828,-13.5875,7.3,5.824,-17.051,5.8,5.828,-17.6312,3.5,5.836,-28.6335,3.8,5.844,-23.956,2.0,5.844,-25.2035,2.8,5.844,-20.589,0.7,5.836,-19.2672,1.5,5.852,-17.596,0.8,5.836,-19.9348,1.0,5.844,-18.783
10-24-2025-Fri 18-18-33-PM,7.6,5.824,-23.682,10.8,5.828,-18.2323,10.3,5.824,-20.5,10.7,5.836,-17.531,10.1,5.824,-17.207,9.1,5.832,-13.855,7.0,5.828,-17.641,5.8,5.828,-18.1321,3.7,5.836,-29.1327,3.9,5.844,-24.367,1.8,5.844,-25.7366,2.3,5.844,-21.168,0.9,5.836,-20.2352,1.2,5.848,-18.342,0.9,5.836,-20.9358,0.9,5.84,-19.534
10-24-2025-Fri 18-18-35-PM,7.4,5.824,-23.682,10.6,5.828,-18.1989,10.2,5.828,-20.522,10.7,5.84,-17.5644,9.8,5.828,-17.252,9.0,5.828,-13.855,7.1,5.824,-17.686,5.8,5.824,-18.1655,3.2,5.84,-29.166,3.5,5.848,-24.389,1.9,5.844,-25.8033,2.3,5.848,-21.234,0.6,5.836,-20.3353,1.1,5.852,-18.409,1.1,5.836,-21.036,0.9,5.844,-19.601
10-24-2025-Fri 18-18-38-PM,6.9,5.824,-23.716,10.3,5.828,-18.2323,9.9,5.828,-20.556,10.4,5.836,-17.5977,9.6,5.828,-17.285,8.7,5.832,-13.8885,6.7,5.828,-17.73,5.7,5.828,-18.1989,3.2,5.836,-29.1993,3.6,5.844,-24.423,1.9,5.848,-25.8366,2.2,5.844,-21.268,0.8,5.836,-20.3687,1.3,5.848,-18.453,1.2,5.836,-21.1026,0.8,5.844,-19.651
10-24-2025-Fri 18-18-40-PM,7.1,5.824,-23.749,10.1,5.828,-18.2656,10.1,5.824,-20.567,10.3,5.836,-17.531,9.4,5.824,-17.296,8.6,5.828,-13.8885,6.8,5.828,-17.786,5.4,5.828,-18.2656,3.0,5.836,-29.2326,3.6,5.844,-24.467,1.9,5.844,-25.9032,2.4,5.844,-21.301,0.9,5.84,-20.4688,1.3,5.852,-18.52,0.9,5.84,-21.2028,0.7,5.84,-19.734
10-24-2025-Fri 18-18-42-PM,7.0,5.828,-23.782,9.9,5.828,-18.2991,9.9,5.832,-20.589,10.3,5.836,-17.531,9.4,5.828,-17.329,8.7,5.832,-13.9219,6.6,5.832,-17.819,5.7,5.828,-18.2656,2.9,5.832,-29.2657,3.3,5.844,-24.5,1.9,5.844,-25.9364,2.1,5.848,-21.334,0.7,5.836,-20.5355,1.2,5.848,-18.576,0.9,5.84,-21.2694,0.8,5.844,-19.768
10-24-2025-Fri 18-18-45-PM,6.8,5.824,-23.816,9.9,5.828,-18.3325,9.7,5.828,-20.644,10.4,5.836,-17.6312,9.4,5.832,-17.396,8.5,5.828,-13.9219,6.6,5.828,-17.852,5.7,5.828,-18.3325,3.2,5.836,-29.2991,3.5,5.844,-24.534,1.7,5.848,-25.9698,2.3,5.844,-21.412,0.5,5.836,-20.6356,1.1,5.848,-18.62,1.0,5.84,-21.3029,0.9,5.84,-19.818
10-24-2025-Fri 18-18-47-PM,7.1,5.824,-23.849,9.8,5.828,-18.3325,9.8,5.828,-20.611,10.0,5.836,-17.4976,9.3,5.828,-17.385,8.4,5.832,-13.9554,6.7,5.832,-17.919,5.2,5.828,-18.3659,3.0,5.836,-29.3656,3.5,5.844,-24.567,1.7,5.848,-26.0031,2.5,5.844,-21.401,0.7,5.836,-20.7024,1.1,5.852,-18.698,0.7,5.84,-21.4362,0.9,5.84,-19.901
10-24-2025-Fri 18-18-49-PM,6.9,5.824,-23.866,9.7,5.828,-18.3659,9.8,5.828,-20.7,10.0,5.84,-17.6646,9.3,5.828,-17.463,8.5,5.832,-13.9554,6.9,5.828,-17.953,5.4,5.828,-18.3993,3.1,5.84,-29.3656,3.1,5.844,-24.6,1.8,5.848,-26.0697,2.4,5.844,-21.501,0.6,5.836,-20.769,1.1,5.852,-18.742,0.7,5.84,-21.503,1.1,5.844,-19.951
10-24-2025-Fri 18-18-52-PM,6.6,5.824,-23.899,9.8,5.828,-18.3993,9.5,5.828,-20.722,10.1,5.836,-17.6646,9.5,5.828,-17.496,8.5,5.832,-13.9888,6.8,5.832,-17.997,5.2,5.828,-18.4326,2.9,5.836,-29.3989,3.4,5.84,-24.634,1.7,5.844,-26.103,2.3,5.844,-21.534,0.6,5.836,-20.8358,1.1,5.852,-18.798,0.8,5.84,-21.5697,1.0,5.844,-20.001
10-24-2025-Fri 18-18-54-PM,6.9,5.828,-23.916,9.8,5.828,-18.3993,9.4,5.828,-20.745,10.2,5.84,-17.6646,9.4,5.832,-17.541,8.3,5.832,-14.0222,6.4,5.832,-18.042,5.0,5.828,-18.466,3.2,5.84,-29.4321,3.3,5.844,-24.667,1.7,5.848,-26.1697,2.2,5.844,-21.59,0.6,5.836,-20.9358,1.3,5.852,-18.865,1.0,5.84,-21.6365,0.7,5.844,-20.051
10-24-2025-Fri 18-19-20-PM,6.9,5.824,-24.266,9.7,5.828,-18.6998,9.9,5.832,-21.056,9.9,5.836,-17.865,9.4,5.828,-17.964,8.4,5.832,-14.2562,6.5,5.828,-18.564,5.2,5.828,-18.9669,3.2,5.84,-29.8315,3.5,5.844,-25.045,1.7,5.844,-26.6026,2.2,5.844,-22.079,0.8,5.84,-21.7698,1.1,5.852,-19.499,1.0,5.84,-22.4703,0.7,5.84,-20.719
10-24-2025-Fri 18-19-23-PM,6.7,5.828,-24.316,9.6,5.828,-18.7664,9.3,5.832,-21.089,9.7,5.836,-17.8316,8.9,5.832,-17.975,8.2,5.832,-14.2562,6.2,5.828,-18.598,5.0,5.832,-19.0003,3.0,5.836,-29.8647,3.7,5.844,-25.1,1.5,5.848,-26.6693,2.2,5.848,-22.112,0.7,5.836,-21.8366,1.3,5.852,-19.543,0.7,5.836,-22.5369,1.0,5.844,-20.769
10-24-2025-Fri 18-19-25-PM,6.6,5.824,-24.349,9.5,5.828,-18.7999,9.2,5.832,-21.134,9.6,5.836,-17.865,8.7,5.828,-18.03,7.9,5.832,-14.3231,6.3,5.832,-18.653,5.2,5.832,-19.0336,3.2,5.836,-29.898,3.0,5.844,-25.145,1.6,5.844,-26.7359,2.3,5.844,-22.168,0.5,5.836,-21.9033,0.9,5.852,-19.61,0.8,5.836,-22.6036,0.9,5.844,-20.819
10-24-2025-Fri 18-19-27-PM,6.6,5.824,-24.399,9.5,5.832,-18.8667,9.2,5.828,-21.178,9.6,5.84,-17.8984,8.7,5.828,-18.064,7.9,5.832,-14.3231,6.1,5.832,-18.709,5.0,5.828,-19.1003,3.1,5.836,-29.9312,3.3,5.848,-25.189,1.7,5.848,-26.7691,2.2,5.844,-22.213,0.7,5.84,-21.97,1.0,5.856,-19.666,0.8,5.836,-22.7037,0.9,5.844,-20.902
10-24-2025-Fri 18-19-30-PM,6.6,5.824,-24.366,9.6,5.832,-18.7999,9.1,5.832,-21.156,9.7,5.836,-17.8984,8.7,5.828,-18.097,7.8,5.832,-14.3565,6.1,5.828,-18.754,4.8,5.832,-19.1337,3.1,5.836,-29.9312,3.3,5.848,-25.167,1.7,5.844,-26.7691,2.1,5.844,-22.235,0.6,5.836,-22.0367,0.9,5.852,-19.721,0.7,5.836,-22.7703,0.7,5.844,-20.952
