Timestamp,Cell 1 Current,Cell 1 Voltage,Cell 2 Current,Cell 2 Voltage,Cell 2 Temp,Cell 3 Current,Cell 3 Voltage,Cell 4 Current,Cell 4 Voltage,Cell 4 Temp,Cell 5 Current,Cell 5 Voltage,Cell 6 Current,Cell 6 Voltage,Cell6 Temp,Cell 7 Current,Cell 7 Voltage,Cell 8 Current,Cell 8 Voltage,Cell8 Temp,Cell 9 Current,Cell 9 Voltage,Cell 9 Temp,Cell 10 Current,Cell 10 Voltage,Cell 11 Current,Cell 11 Voltage,Cell 11 Temp,Cell 12 Current,Cell 12 Voltage,Cell 13 Current,Cell 13 Voltage,Cell 13 Temp,Cell 14 Current,Cell 14 Voltage,Cell 15 Current,Cell 15 Voltage,Cell 15 Temp,Cell 16 Current,Cell 16 Voltage
09-27-2025-Sat 12-34-58-PM,29.5,5.832,38.3,5.836,-16.3285,36.4,5.832,37.9,5.852,-15.7938,41.7,5.82,38.7,5.84,-15.326,40.2,5.82,36.2,5.82,-16.5623,28.9,5.828,-21.6365,36.3,5.836,36.9,5.836,-20.0016,41.0,5.848,25.2,5.82,-16.9966,33.3,5.844,32.7,5.812,-16.1279,26.9,5.82
09-27-2025-Sat 12-35-01-PM,29.6,5.836,38.1,5.832,-16.3285,36.4,5.836,38.1,5.856,-15.7603,41.8,5.824,38.3,5.836,-15.3593,40.1,5.82,36.0,5.82,-16.696,28.8,5.828,-21.7698,36.4,5.836,36.8,5.836,-20.1016,40.9,5.848,24.8,5.82,-17.1302,32.8,5.848,32.6,5.816,-16.295,26.8,5.82
09-27-2025-Sat 12-35-03-PM,29.4,5.832,38.1,5.84,-16.4955,36.4,5.84,37.9,5.856,-15.9609,41.8,5.82,38.5,5.84,-15.493,40.1,5.82,35.9,5.824,-16.696,28.5,5.836,-21.8366,36.0,5.84,36.2,5.836,-20.2352,40.9,5.848,24.7,5.828,-17.0967,32.6,5.852,32.3,5.82,-16.2282,26.7,5.824
09-27-2025-Sat 12-36-57-PM,28.3,5.872,36.7,5.872,-20.0684,34.9,5.876,36.3,5.888,-20.2018,40.5,5.86,37.4,5.876,-19.3341,39.0,5.856,33.8,5.856,-20.3019,0.0,1.996,-23.5705,-0.1,2.04,-0.4,2.012,-22.8704,-0.2,1.912,-0.3,1.992,-19.5677,-0.2,1.952,-0.2,2.012,-18.7332,-0.2,2.076
09-27-2025-Sat 12-36-59-PM,27.0,5.872,35.1,5.876,-20.1684,33.3,5.876,35.3,5.896,-20.2685,39.3,5.868,36.6,5.88,-19.4008,38.1,5.864,33.0,5.864,-20.3687,,,-23.5705,,,,,-22.837,,,,,-19.6679,,,,,-18.5995,,
09-27-2025-Sat 12-37-01-PM,25.8,5.856,34.3,5.86,-20.2018,32.4,5.856,34.5,5.876,-20.2685,38.4,5.848,35.6,5.86,-19.5009,36.9,5.844,32.0,5.84,-20.4021,22.1,5.86,-23.6038,30.3,5.864,31.9,5.864,-22.837,36.6,5.872,20.9,5.848,-19.6679,26.4,5.876,26.3,5.848,-18.5328,21.2,5.852
09-27-2025-Sat 12-37-04-PM,25.9,5.86,33.9,5.86,-20.2352,32.3,5.86,33.9,5.876,-20.3687,37.9,5.848,35.2,5.86,-19.5677,36.6,5.848,31.8,5.844,-20.4688,21.6,5.86,-23.6372,29.6,5.868,31.0,5.864,-22.8037,35.5,5.876,20.1,5.856,-19.7679,25.4,5.88,25.4,5.852,-18.8333,20.3,5.856
09-27-2025-Sat 12-37-06-PM,25.5,5.86,33.3,5.86,-20.2685,31.9,5.864,33.6,5.88,-20.5355,38.0,5.848,34.9,5.864,-19.5009,36.1,5.848,31.6,5.848,-20.4688,21.2,5.864,-23.6705,29.0,5.868,30.4,5.872,-22.8037,34.9,5.88,19.3,5.856,-19.601,24.8,5.88,24.6,5.852,-18.6664,20.0,5.856
09-27-2025-Sat 12-37-09-PM,25.4,5.86,33.3,5.86,-20.4021,31.7,5.864,33.5,5.88,-20.5355,37.7,5.852,34.8,5.868,-19.5677,36.2,5.848,31.4,5.852,-20.6022,20.8,5.868,-23.6705,28.4,5.872,29.6,5.872,-22.8037,34.4,5.88,19.0,5.86,-19.8347,24.3,5.884,24.1,5.856,-18.8333,19.5,5.86
09-27-2025-Sat 12-37-11-PM,25.1,5.86,33.4,5.864,-20.4353,31.7,5.864,33.5,5.88,-20.6356,37.3,5.852,34.7,5.864,-19.6679,36.2,5.848,31.3,5.848,-20.7024,20.7,5.868,-23.7372,28.4,5.868,29.7,5.872,-22.8037,33.9,5.88,18.7,5.86,-19.8681,23.7,5.88,23.5,5.86,-18.9334,18.8,5.864
09-27-2025-Sat 12-37-13-PM,25.2,5.86,33.1,5.864,-20.5689,31.3,5.864,33.3,5.88,-20.669,37.4,5.852,34.7,5.868,-19.6345,35.9,5.852,31.4,5.848,-20.7357,20.6,5.868,-23.7705,27.9,5.872,29.4,5.872,-22.837,33.7,5.88,18.1,5.864,-19.8347,23.1,5.888,23.3,5.86,-18.7999,18.3,5.864
09-27-2025-Sat 12-37-16-PM,25.2,5.86,32.8,5.864,-20.5355,31.5,5.864,33.5,5.88,-20.7024,37.4,5.852,34.3,5.864,-19.7346,35.7,5.852,31.0,5.848,-20.769,20.6,5.872,-23.7705,27.5,5.876,29.0,5.876,-22.8037,33.5,5.884,18.1,5.86,-19.7346,22.8,5.888,22.9,5.86,-18.7999,18.3,5.864
09-27-2025-Sat 12-37-18-PM,24.9,5.86,32.9,5.868,-20.6022,31.2,5.864,32.9,5.88,-20.8024,37.4,5.856,34.6,5.868,-19.8013,36.0,5.852,31.0,5.856,-20.8358,20.3,5.868,-23.8039,27.5,5.876,28.6,5.876,-22.8037,33.1,5.884,17.8,5.86,-19.9015,22.3,5.888,22.4,5.864,-18.8667,18.1,5.864
09-27-2025-Sat 12-37-20-PM,24.7,5.864,33.0,5.864,-20.6356,31.0,5.864,32.9,5.88,-20.8358,37.3,5.852,34.2,5.868,-19.9348,35.8,5.852,30.9,5.852,-20.9358,20.1,5.872,-23.8372,26.8,5.876,28.6,5.876,-22.8037,32.7,5.88,17.6,5.864,-19.7012,22.3,5.888,22.1,5.864,-18.8667,18.0,5.864
09-27-2025-Sat 12-37-23-PM,24.9,5.864,32.8,5.864,-20.8358,31.1,5.864,33.0,5.884,-20.9358,37.2,5.856,34.2,5.868,-20.0684,35.9,5.852,30.6,5.852,-20.8692,19.9,5.872,-23.8705,26.6,5.876,28.1,5.88,-22.8037,32.7,5.884,17.4,5.864,-19.9348,21.9,5.888,21.9,5.864,-18.9334,17.8,5.868
09-27-2025-Sat 12-37-25-PM,24.7,5.864,32.6,5.868,-20.8358,30.9,5.868,33.2,5.884,-21.0026,37.1,5.86,34.2,5.872,-20.0016,36.1,5.856,30.5,5.852,-21.0694,20.0,5.872,-23.9039,26.2,5.88,27.9,5.88,-22.8037,32.4,5.888,17.0,5.868,-19.9682,22.1,5.892,21.6,5.868,-18.9001,17.8,5.868
09-27-2025-Sat 12-37-28-PM,24.9,5.864,32.5,5.868,-20.8358,31.3,5.868,33.0,5.884,-21.0026,37.0,5.856,33.9,5.868,-20.135,35.8,5.856,30.5,5.852,-21.0694,19.5,5.872,-23.9371,25.8,5.88,27.7,5.88,-22.837,32.2,5.884,17.0,5.868,-19.9348,21.5,5.892,21.3,5.864,-18.9669,17.5,5.872
09-27-2025-Sat 12-38-34-PM,24.4,5.884,32.2,5.888,-22.6036,30.6,5.888,32.4,5.904,-22.737,37.1,5.872,33.3,5.888,-21.8032,35.3,5.872,28.6,5.872,-22.8704,,,-24.9037,,,,,-23.4039,,,,,-20.769,,,,,-20.1016,,
09-27-2025-Sat 12-38-37-PM,23.4,5.868,30.5,5.868,-22.6703,29.1,5.868,31.2,5.888,-22.8037,35.9,5.86,32.3,5.876,-21.8699,33.7,5.86,27.5,5.86,-22.937,17.3,5.88,-24.9703,22.3,5.888,24.1,5.884,-23.4371,28.0,5.892,15.1,5.872,-20.7024,19.7,5.896,19.0,5.872,-20.1016,15.8,5.876
09-27-2025-Sat 12-38-39-PM,23.2,5.872,29.8,5.872,-22.7703,28.7,5.876,30.7,5.888,-22.8704,35.3,5.864,31.6,5.876,-21.9033,33.3,5.864,27.2,5.86,-23.0038,16.7,5.884,-25.037,21.7,5.888,23.1,5.888,-23.5038,26.9,5.896,14.8,5.876,-20.669,18.9,5.9,18.1,5.872,-19.8681,15.2,5.88
09-27-2025-Sat 12-38-41-PM,22.8,5.868,30.0,5.872,-22.837,28.8,5.876,30.5,5.888,-22.937,35.0,5.864,31.5,5.88,-21.9366,33.2,5.864,26.8,5.864,-23.0371,16.4,5.884,-25.037,21.2,5.892,22.7,5.892,-23.5372,26.2,5.896,14.6,5.876,-20.8692,18.3,5.9,17.7,5.88,-19.9015,14.8,5.88
09-27-2025-Sat 12-38-44-PM,22.6,5.872,29.7,5.876,-22.8704,28.3,5.876,30.6,5.892,-23.0038,34.9,5.864,31.4,5.876,-22.0034,33.2,5.864,26.7,5.864,-23.1038,16.3,5.888,-25.0703,20.8,5.892,22.5,5.892,-23.5372,25.6,5.896,14.3,5.88,-20.7024,18.0,5.904,17.5,5.884,-19.7679,14.4,5.884
09-27-2025-Sat 12-38-46-PM,22.9,5.876,29.7,5.88,-22.8704,28.3,5.876,30.4,5.892,-23.0371,34.9,5.868,31.3,5.88,-22.0701,32.8,5.864,26.6,5.864,-23.1372,16.2,5.888,-25.1036,20.8,5.892,21.9,5.892,-23.5705,25.5,5.9,14.2,5.88,-20.7357,17.9,5.904,17.4,5.876,-19.8681,14.5,5.884
09-27-2025-Sat 12-38-49-PM,22.4,5.872,29.7,5.876,-23.0705,28.2,5.876,30.3,5.892,-23.0371,34.8,5.864,31.0,5.88,-22.1368,33.0,5.868,26.4,5.864,-23.2038,15.9,5.892,-25.1703,20.6,5.892,22.0,5.896,-23.6038,25.0,5.9,14.1,5.884,-20.9025,17.7,5.904,16.7,5.88,-20.2018,14.5,5.888
09-27-2025-Sat 12-38-51-PM,22.7,5.876,29.5,5.88,-23.0705,28.3,5.88,30.2,5.896,-23.1038,34.7,5.868,31.3,5.88,-22.1368,32.6,5.868,26.5,5.868,-23.2371,15.8,5.892,-25.2035,20.1,5.896,21.8,5.896,-23.6038,24.9,5.9,13.9,5.884,-20.9025,17.7,5.908,16.8,5.884,-20.0684,14.1,5.884
09-27-2025-Sat 12-38-54-PM,22.5,5.876,29.2,5.88,-23.1038,28.1,5.88,30.3,5.892,-23.1372,34.6,5.868,31.0,5.88,-22.2368,32.8,5.868,26.2,5.868,-23.3038,16.0,5.892,-25.2369,19.9,5.896,21.4,5.896,-23.6705,24.5,5.9,13.7,5.884,-20.9693,17.4,5.908,16.6,5.884,-20.0016,14.2,5.888
09-27-2025-Sat 12-40-06-PM,22.4,5.888,28.6,5.892,-24.8703,27.6,5.892,29.5,5.908,-24.8703,34.1,5.884,29.8,5.892,-23.8372,31.1,5.88,24.9,5.88,-25.037,0.0,2.14,-26.7691,-0.2,2.124,-0.3,2.116,-25.0703,-0.3,2.036,-0.3,2.096,-22.1368,-0.4,2.036,-0.1,2.136,-21.3696,-0.2,2.228
09-27-2025-Sat 12-40-08-PM,21.5,5.892,27.4,5.896,-24.9703,26.5,5.896,28.2,5.912,-25.037,33.1,5.888,28.7,5.9,-23.9039,30.1,5.884,23.8,5.884,-25.137,-0.1,2.132,-26.8358,0.0,2.12,-0.2,2.112,-25.1703,-0.4,2.024,-0.1,2.092,-22.2368,-0.1,2.032,-0.2,2.132,-21.403,-0.1,2.224
09-27-2025-Sat 12-40-11-PM,20.9,5.892,27.3,5.896,-25.0703,25.8,5.9,27.9,5.912,-25.0703,32.7,5.884,28.4,5.9,-23.9705,29.7,5.888,23.6,5.884,-25.2035,,,-26.9356,,,,,-25.2035,,,,,-22.3035,,,,,-21.503,,
09-27-2025-Sat 12-40-13-PM,20.3,5.888,26.8,5.888,-25.137,25.7,5.892,27.6,5.908,-25.137,32.0,5.88,27.9,5.892,-24.0372,29.2,5.88,22.8,5.88,-25.2701,13.0,5.9,-27.0689,17.3,5.908,19.1,5.904,-25.3035,22.2,5.912,12.4,5.896,-22.2034,15.9,5.916,15.2,5.896,-21.3363,12.4,5.9
09-27-2025-Sat 12-40-16-PM,20.0,5.888,26.8,5.896,-25.2369,25.4,5.892,27.3,5.908,-25.1703,32.0,5.88,27.7,5.892,-24.1038,28.8,5.88,22.6,5.884,-25.3035,12.3,5.904,-27.1688,16.9,5.908,18.0,5.908,-25.3368,21.1,5.912,12.1,5.9,-22.3369,15.1,5.92,14.1,5.896,-21.403,12.1,5.9
09-27-2025-Sat 12-40-18-PM,20.3,5.888,26.7,5.892,-25.1703,25.3,5.892,27.3,5.908,-25.2701,31.8,5.884,27.5,5.896,-24.2038,28.8,5.88,22.1,5.884,-25.4035,12.1,5.904,-27.2353,16.3,5.912,17.4,5.912,-25.4367,20.4,5.916,11.8,5.9,-22.5036,15.2,5.92,14.1,5.9,-21.4697,11.7,5.908
09-27-2025-Sat 12-40-21-PM,20.0,5.888,26.5,5.896,-25.3368,25.4,5.896,27.5,5.908,-25.4035,31.6,5.884,27.5,5.896,-24.2704,28.3,5.884,22.2,5.884,-25.5035,11.9,5.908,-27.3352,16.3,5.912,17.2,5.916,-25.5368,20.4,5.916,11.6,5.904,-22.4369,14.6,5.924,13.7,5.9,-21.4697,11.4,5.904
09-27-2025-Sat 12-40-23-PM,20.1,5.892,26.5,5.892,-25.4035,25.0,5.892,27.3,5.912,-25.4367,31.8,5.884,27.4,5.896,-24.3372,28.0,5.884,21.9,5.884,-25.5368,11.7,5.908,-27.4684,15.8,5.912,16.9,5.912,-25.6367,19.8,5.92,11.5,5.9,-22.5369,14.4,5.92,13.4,5.9,-21.503,11.3,5.904
09-27-2025-Sat 12-40-26-PM,19.8,5.896,26.0,5.892,-25.5035,25.0,5.896,27.4,5.908,-25.5368,31.6,5.888,26.9,5.896,-24.4038,28.2,5.884,21.7,5.884,-25.6033,,,-27.535,,,,,-25.7033,,,,,-22.5703,,,,,-21.5697,,
09-27-2025-Sat 12-40-33-PM,19.5,5.896,26.2,5.896,-25.7699,24.8,5.896,27.0,5.908,-25.8366,31.3,5.884,26.2,5.896,-24.6371,27.1,5.888,21.2,5.888,-25.8699,10.9,5.908,-27.868,15.4,5.912,16.5,5.916,-25.9364,19.2,5.916,11.1,5.9,-23.0705,14.1,5.924,12.7,5.904,-21.97,10.8,5.908
09-27-2025-Sat 12-41-09-PM,19.2,5.904,25.1,5.908,-27.0689,24.5,5.908,26.5,5.916,-27.2021,30.0,5.9,25.0,5.908,-25.9032,25.5,5.9,20.0,5.9,-26.969,0.0,2.36,-29.2326,-0.1,2.288,-0.2,2.332,-27.0023,-0.3,2.28,-0.1,2.304,-24.0372,-0.2,2.236,-0.2,2.364,-23.0705,0.0,2.452
09-27-2025-Sat 12-41-11-PM,18.9,5.904,24.8,5.912,-27.0689,23.8,5.912,25.7,5.92,-27.4018,29.3,5.9,24.4,5.912,-25.9698,24.9,5.9,19.4,5.9,-27.0356,0.0,2.348,-29.3324,-0.4,2.272,-0.1,2.312,-27.0689,0.0,2.264,-0.5,2.284,-24.1038,-0.1,2.22,0.1,2.352,-23.1038,0.0,2.44
09-27-2025-Sat 12-41-13-PM,18.2,5.904,24.4,5.908,-27.2021,23.5,5.908,25.5,5.924,-27.4018,29.0,5.904,23.8,5.912,-26.0697,24.4,5.904,19.0,5.904,-27.1355,,,-29.4321,,,,,-27.1688,,,,,-24.1372,,,,,-23.1704,,
09-27-2025-Sat 12-41-16-PM,18.2,5.9,24.0,5.904,-27.2353,23.4,5.904,25.2,5.916,-27.4351,28.5,5.896,23.5,5.908,-26.103,24.2,5.9,19.0,5.896,-27.1355,9.8,5.916,-29.4655,13.8,5.92,14.7,5.92,-27.2021,18.3,5.924,10.2,5.908,-24.0705,12.7,5.928,12.2,5.912,-22.837,9.7,5.916
09-27-2025-Sat 12-41-18-PM,18.3,5.9,23.9,5.904,-27.3352,23.2,5.904,25.1,5.916,-27.535,28.4,5.9,23.1,5.904,-26.1697,23.6,5.896,18.8,5.896,-27.2021,9.6,5.92,-29.5653,13.5,5.924,14.8,5.924,-27.2686,17.4,5.928,9.9,5.916,-24.1705,12.4,5.932,11.7,5.912,-23.1704,9.7,5.92
09-27-2025-Sat 12-41-21-PM,18.2,5.9,23.9,5.904,-27.4684,22.8,5.904,24.9,5.92,-27.6349,28.4,5.896,22.9,5.908,-26.2695,23.5,5.9,18.3,5.9,-27.2686,9.1,5.916,-29.6984,13.2,5.924,14.4,5.924,-27.3352,17.1,5.928,9.5,5.912,-24.2704,12.2,5.932,11.6,5.912,-23.1372,9.4,5.92
09-27-2025-Sat 12-41-23-PM,17.8,5.904,23.7,5.904,-27.535,23.1,5.904,24.9,5.92,-27.7015,27.9,5.904,22.6,5.912,-26.3362,23.4,5.896,18.4,5.9,-27.3685,9.1,5.92,-29.7316,13.1,5.924,14.1,5.92,-27.4018,17.2,5.924,9.9,5.912,-24.3705,11.8,5.932,11.5,5.912,-23.1038,9.5,5.92
09-27-2025-Sat 12-41-25-PM,18.2,5.904,23.9,5.908,-27.6015,22.9,5.908,24.6,5.916,-27.8014,27.6,5.9,22.7,5.912,-26.4028,23.2,5.9,18.3,5.9,-27.4018,9.4,5.916,-29.7982,13.0,5.924,14.2,5.924,-27.4351,16.5,5.928,9.7,5.912,-24.3372,11.9,5.932,11.1,5.912,-23.4706,9.2,5.916
09-27-2025-Sat 12-41-28-PM,17.9,5.904,23.9,5.908,-27.7015,22.6,5.908,24.8,5.92,-27.8347,27.4,5.9,22.3,5.908,-26.4695,23.1,5.904,18.1,5.9,-27.4684,8.9,5.92,-29.898,12.8,5.924,13.8,5.932,-27.535,16.5,5.928,9.4,5.916,-24.4705,11.9,5.932,11.1,5.916,-23.3372,9.1,5.92
09-27-2025-Sat 12-42-04-PM,17.4,5.912,23.3,5.916,-28.7666,22.2,5.916,24.2,5.928,-29.166,25.3,5.908,21.1,5.916,-27.5683,22.0,5.908,16.9,5.908,-28.2673,-0.2,2.472,-31.0622,-0.1,2.404,-0.3,2.452,-28.4338,-0.1,2.404,-0.2,2.412,-25.5035,-0.1,2.356,-0.1,2.48,-24.3705,-0.3,2.56
09-27-2025-Sat 12-42-06-PM,16.9,5.912,22.3,5.916,-28.933,21.5,5.92,23.4,5.928,-29.2326,24.5,5.912,20.6,5.92,-27.6349,21.3,5.912,16.3,5.912,-28.3007,-0.1,2.452,-31.162,-0.1,2.38,-0.1,2.428,-28.4671,-0.3,2.384,-0.2,2.392,-25.5368,-0.2,2.332,-0.2,2.456,-24.4038,0.1,2.536
09-27-2025-Sat 12-42-08-PM,16.5,5.916,22.1,5.916,-28.9663,21.4,5.916,23.8,5.932,-29.2326,24.0,5.912,20.5,5.924,-27.7015,20.9,5.912,16.2,5.912,-28.3672,,,-31.2285,,,,,-28.567,,,,,-25.6367,,,,,-24.4371,,
09-27-2025-Sat 12-42-11-PM,16.4,5.904,21.8,5.908,-29.1327,21.4,5.908,23.2,5.92,-29.2657,23.8,5.904,19.9,5.912,-27.768,20.7,5.9,15.9,5.9,-28.4005,8.4,5.92,-31.295,11.4,5.924,12.4,5.928,-28.6001,15.1,5.932,8.5,5.916,-25.7033,10.6,5.94,10.2,5.916,-24.5371,8.1,5.92
09-27-2025-Sat 12-42-13-PM,16.2,5.904,21.8,5.908,-29.166,21.2,5.912,23.3,5.924,-29.3989,23.7,5.904,20.0,5.912,-27.8347,20.4,5.904,15.7,5.904,-28.4338,7.8,5.92,-31.3947,11.0,5.928,12.3,5.928,-28.6668,14.9,5.932,8.7,5.916,-25.7366,10.6,5.936,9.7,5.916,-24.5704,8.0,5.92
09-27-2025-Sat 12-42-15-PM,16.2,5.908,21.8,5.912,-29.3324,20.9,5.912,23.3,5.92,-29.4988,23.4,5.908,19.7,5.912,-27.868,20.3,5.904,15.4,5.904,-28.4671,7.7,5.924,-31.4279,11.1,5.928,11.7,5.928,-28.7334,14.8,5.928,8.6,5.916,-25.8033,10.3,5.936,9.8,5.916,-24.6371,8.2,5.92
09-27-2025-Sat 12-42-18-PM,16.4,5.904,21.7,5.912,-29.2657,20.8,5.912,23.1,5.92,-29.6318,23.2,5.904,19.5,5.916,-27.9344,19.9,5.904,15.6,5.904,-28.5004,7.8,5.92,-31.5277,10.8,5.928,11.7,5.928,-28.7666,14.7,5.928,8.5,5.92,-25.8366,10.4,5.936,9.6,5.916,-24.6704,7.7,5.92
09-27-2025-Sat 12-42-20-PM,16.1,5.908,21.9,5.912,-29.4655,20.8,5.912,23.0,5.924,-29.5985,23.3,5.908,19.5,5.916,-28.0011,20.0,5.908,15.5,5.904,-28.5337,7.5,5.924,-31.561,10.9,5.928,11.7,5.932,-28.7999,14.1,5.932,8.4,5.916,-25.9032,10.0,5.936,9.8,5.916,-24.7371,8.0,5.92
09-27-2025-Sat 12-42-23-PM,16.1,5.904,21.6,5.912,-29.532,20.9,5.912,23.0,5.92,-29.6318,22.8,5.908,19.5,5.916,-28.0344,19.8,5.904,15.3,5.904,-28.567,7.4,5.924,-31.6607,10.7,5.924,11.5,5.932,-28.8998,14.1,5.932,8.4,5.916,-25.9698,10.1,5.936,9.7,5.92,-24.7703,7.6,5.92
09-27-2025-Sat 12-42-25-PM,16.2,5.908,21.6,5.912,-29.532,21.1,5.912,22.7,5.92,-29.7316,22.8,5.908,19.0,5.912,-28.1009,19.5,5.908,15.1,5.908,-28.6001,7.6,5.924,-31.7272,10.7,5.928,11.6,5.928,-28.9663,14.1,5.932,8.2,5.916,-26.0364,10.0,5.936,9.5,5.92,-24.8371,7.8,5.924
09-27-2025-Sat 12-42-28-PM,15.9,5.904,21.4,5.908,-29.5653,20.7,5.908,22.7,5.92,-29.7316,22.4,5.908,19.0,5.92,-28.2008,19.3,5.908,15.1,5.904,-28.6335,7.3,5.924,-31.7937,10.5,5.932,11.4,5.928,-28.9996,14.1,5.932,8.2,5.916,-26.103,9.8,5.936,9.5,5.92,-24.9037,7.4,5.92
09-27-2025-Sat 12-42-30-PM,15.8,5.908,21.4,5.908,-29.7648,20.7,5.912,22.7,5.928,-29.898,22.3,5.908,18.7,5.916,-28.2673,19.4,5.908,15.0,5.908,-28.6668,7.4,5.924,-31.8935,10.7,5.928,11.1,5.928,-29.0662,13.9,5.928,8.0,5.92,-26.1697,9.7,5.936,9.5,5.916,-24.9703,7.5,5.92
09-27-2025-Sat 12-42-32-PM,16.0,5.908,21.3,5.912,-29.6984,20.5,5.912,22.6,5.92,-29.9312,22.1,5.908,18.9,5.912,-28.3007,19.3,5.908,14.9,5.908,-28.7334,7.3,5.924,-31.96,10.6,5.928,11.4,5.928,-29.1327,14.1,5.928,7.8,5.916,-26.2363,9.9,5.936,9.3,5.916,-25.0037,7.6,5.924
09-27-2025-Sat 12-42-35-PM,15.9,5.908,21.4,5.912,-29.8315,20.8,5.912,22.7,5.924,-30.0311,21.9,5.908,19.1,5.916,-28.3672,19.2,5.908,14.5,5.908,-28.7334,7.1,5.924,-32.0264,10.3,5.932,11.2,5.932,-29.166,13.5,5.932,7.8,5.916,-26.3029,9.7,5.94,9.3,5.916,-25.0703,7.6,5.924
09-27-2025-Sat 12-42-42-PM,15.5,5.908,21.3,5.916,-30.0643,20.3,5.912,22.6,5.928,-30.1974,21.8,5.908,18.8,5.916,-28.5337,18.6,5.908,14.6,5.908,-28.7666,7.1,5.928,-32.2591,10.0,5.932,11.1,5.932,-29.3324,13.4,5.936,7.8,5.92,-26.4695,9.3,5.94,9.0,5.92,-25.2369,7.3,5.928
09-27-2025-Sat 12-43-25-PM,15.5,5.92,20.4,5.924,-31.295,20.1,5.92,22.3,5.936,-31.4945,20.7,5.92,17.7,5.928,-29.532,17.9,5.92,13.4,5.92,-28.6335,0.0,2.388,-33.5554,-0.2,2.332,-0.2,2.38,-30.4302,0.0,2.332,-0.5,2.344,-27.5683,-0.2,2.288,-0.4,2.408,-26.1364,-0.3,2.492
09-27-2025-Sat 12-43-27-PM,14.9,5.92,19.9,5.928,-31.3282,19.4,5.924,21.6,5.936,-31.4945,20.2,5.92,16.8,5.928,-29.5985,17.3,5.924,13.3,5.92,-28.6335,,,-33.6218,,,,,-30.5301,,,,,-27.6349,,,,,-26.2363,,
09-27-2025-Sat 12-43-29-PM,14.6,5.912,19.6,5.912,-31.4279,18.8,5.916,21.2,5.932,-31.5277,20.1,5.912,16.8,5.92,-29.6318,16.9,5.912,13.2,5.912,-28.6335,6.6,5.928,-33.6883,9.0,5.936,10.3,5.932,-30.5633,12.3,5.936,7.0,5.92,-27.7015,8.6,5.94,8.1,5.92,-26.2695,6.7,5.924
09-27-2025-Sat 12-43-32-PM,14.6,5.912,19.5,5.916,-31.5277,18.7,5.916,21.0,5.924,-31.6275,19.5,5.916,16.4,5.924,-29.6984,16.7,5.912,13.0,5.912,-28.6335,6.3,5.928,-33.788,9.0,5.936,9.9,5.932,-30.6298,11.9,5.936,7.1,5.924,-27.7348,8.7,5.94,7.9,5.928,-26.3029,6.2,5.924
09-27-2025-Sat 12-43-34-PM,14.5,5.912,19.5,5.916,-31.5942,18.6,5.916,21.1,5.928,-31.6607,19.4,5.912,16.5,5.924,-29.7316,16.4,5.912,12.8,5.916,-28.6668,6.2,5.928,-33.8212,9.0,5.936,9.7,5.936,-30.6963,11.7,5.932,7.1,5.924,-27.8347,8.3,5.94,8.0,5.924,-26.3695,6.1,5.928
09-27-2025-Sat 12-43-36-PM,14.3,5.916,19.4,5.916,-31.5942,18.5,5.92,20.9,5.928,-31.7604,19.3,5.916,16.4,5.924,-29.7648,16.0,5.912,12.7,5.912,-28.6668,6.1,5.932,-33.9208,8.8,5.932,9.8,5.936,-30.7296,11.8,5.936,6.9,5.924,-27.868,8.4,5.94,7.7,5.928,-26.4028,6.3,5.932
09-27-2025-Sat 12-43-39-PM,14.5,5.912,19.3,5.92,-31.561,18.6,5.912,21.0,5.928,-31.827,19.1,5.912,15.9,5.92,-29.8315,16.3,5.912,12.4,5.916,-28.6668,6.1,5.928,-33.9874,8.6,5.936,9.4,5.932,-30.7961,11.6,5.936,6.9,5.92,-27.9344,8.0,5.944,7.8,5.924,-26.4695,6.1,5.932
09-27-2025-Sat 12-43-41-PM,14.1,5.912,19.0,5.92,-31.7272,18.4,5.92,20.6,5.928,-31.827,19.0,5.916,16.1,5.92,-29.8647,16.2,5.916,12.3,5.912,-28.6668,5.9,5.928,-34.0537,8.7,5.932,9.9,5.936,-30.8626,11.7,5.936,6.9,5.92,-28.0011,8.1,5.94,7.9,5.924,-26.5028,6.0,5.928
09-27-2025-Sat 12-43-43-PM,14.3,5.912,18.9,5.912,-31.827,18.4,5.916,20.8,5.928,-31.9932,19.0,5.916,16.0,5.92,-29.898,16.0,5.912,12.0,5.912,-28.7001,5.9,5.928,-34.1202,8.8,5.932,9.3,5.932,-30.929,11.6,5.936,6.4,5.92,-28.0677,8.0,5.94,7.7,5.924,-26.5693,6.0,5.932
09-27-2025-Sat 12-43-46-PM,14.1,5.912,19.0,5.92,-31.8602,18.2,5.916,20.5,5.928,-31.96,18.6,5.916,15.3,5.924,-29.9645,16.0,5.916,12.4,5.912,-28.7334,6.1,5.928,-34.1867,8.7,5.936,9.6,5.932,-30.9956,11.7,5.936,6.4,5.924,-28.1009,8.0,5.94,7.6,5.92,-26.6026,6.0,5.928
09-27-2025-Sat 12-43-48-PM,14.0,5.912,19.0,5.924,-31.96,18.2,5.92,20.7,5.928,-32.0597,18.5,5.916,15.9,5.924,-29.9645,15.7,5.916,12.3,5.916,-28.7334,5.9,5.932,-34.2863,8.4,5.936,9.3,5.932,-31.0622,11.3,5.936,6.5,5.924,-28.1676,8.2,5.944,7.7,5.924,-26.6693,6.0,5.928
