Cell 1 Timestamp,Cell 1 Timestamp,25pctCell 1 Current,25pctCell 1 Voltage,25pct Cell 1 Temp,Cell 2 Timestamp,Cell 2 Timestamp,25pctCell 2 Current,25pctCell 2 Voltage,25pct Cell 2 Temp,Cell 3 Timestamp,Cell 3 Timestamp,25pctCell 3 Current,25pctCell 3 Voltage,25pct Cell 3 Temp,Cell 4 Timestamp,Cell 4 Timestamp,25pctCell 4 Current,25pctCell 4 Voltage,25pct Cell 4 Temp,Cell 5 Timestamp,Cell 5 Timestamp,20pctCell 5 Current,20pctCell 5 Voltage,20pct Cell 5 Temp,Cell 6 Timestamp,Cell 6 Timestamp,20pctCell 6 Current,20pctCell 6 Voltage,20pct Cell 6 Temp,Cell 7 Timestamp,Cell 7 Timestamp,20pctCell 7 Current,20pctCell 7 Voltage,20pct Cell 7 Temp,Cell 8 Timestamp,Cell 8 Timestamp,20pctCell 8 Current,20pctCell 8 Voltage,20pct Cell 8 Temp,Cell 9 Timestamp,Cell 9 Timestamp,15pctCell 9 Current,15pctCell 9 Voltage,15pct Cell 9 Temp,Cell 10 Timestamp,Cell 10 Timestamp,15pctCell 10 Current,15pctCell 10 Voltage,15pct Cell 10 Temp,Cell 11 Timestamp,Cell 11 Timestamp,10pctCell 11 Current,10pctCell 11 Voltage,10pct Cell 11 Temp,Cell 12 Timestamp,Cell 12 Timestamp,10pctCell 12 Current,10pctCell 12 Voltage,10pct Cell 12 Temp,Cell 13 Timestamp,Cell 13 Timestamp,5pctCell 13 Current,5pctCell 13 Voltage,5pct Cell 13 Temp,Cell 14 Timestamp,Cell 14 Timestamp,5pctCell 14 Current,5pctCell 14 Voltage,5pct Cell 14 Temp,Cell 15 Timestamp,Cell 15 Timestamp,5pctCell 15 Current,5pctCell 15 Voltage,5pct Cell 15 Temp,Cell 16 Timestamp,Cell 16 Timestamp,5pctCell 16 Current,5pctCell 16 Voltage,5pct Cell 16 Temp
10-24-2025-Fri 19-03-24-PM,10-24-2025-Fri 19-03-24-PM,-0.1,5.848,-75.426,10-24-2025-Fri 19-03-24-PM,10-24-2025-Fri 19-03-24-PM,0.0,5.856,-70.7954,10-24-2025-Fri 19-03-24-PM,10-24-2025-Fri 19-03-24-PM,0.1,5.86,-72.487,10-24-2025-Fri 19-03-24-PM,10-24-2025-Fri 19-03-24-PM,-0.2,5.864,-69.4508,10-24-2025-Fri 19-03-24-PM,10-24-2025-Fri 19-03-24-PM,0.0,5.86,-70.674,10-24-2025-Fri 19-03-24-PM,10-24-2025-Fri 19-03-24-PM,-0.3,5.86,-68.2039,10-24-2025-Fri 19-03-24-PM,10-24-2025-Fri 19-03-24-PM,-0.1,5.856,-71.319,10-24-2025-Fri 19-03-24-PM,10-24-2025-Fri 19-03-24-PM,0.1,5.86,-71.9427,10-24-2025-Fri 19-03-24-PM,10-24-2025-Fri 19-03-24-PM,0.0,5.852,-80.0569,10-24-2025-Fri 19-03-24-PM,10-24-2025-Fri 19-03-24-PM,0.0,5.856,-76.022,10-24-2025-Fri 19-03-24-PM,10-24-2025-Fri 19-03-24-PM,-0.2,5.856,-77.2135,10-24-2025-Fri 19-03-24-PM,10-24-2025-Fri 19-03-24-PM,-0.1,5.86,-73.677,10-24-2025-Fri 19-03-24-PM,10-24-2025-Fri 19-03-24-PM,0.1,5.848,-74.3667,10-24-2025-Fri 19-03-24-PM,10-24-2025-Fri 19-03-24-PM,0.1,5.86,-72.127,10-24-2025-Fri 19-03-24-PM,10-24-2025-Fri 19-03-24-PM,0.3,5.848,-73.81,10-24-2025-Fri 19-03-24-PM,10-24-2025-Fri 19-03-24-PM,0.2,5.856,-72.876
10-24-2025-Fri 19-03-27-PM,10-24-2025-Fri 19-03-27-PM,0.0,5.852,-75.41,10-24-2025-Fri 19-03-27-PM,10-24-2025-Fri 19-03-27-PM,0.1,5.86,-70.7298,10-24-2025-Fri 19-03-27-PM,10-24-2025-Fri 19-03-27-PM,0.0,5.856,-72.508,10-24-2025-Fri 19-03-27-PM,10-24-2025-Fri 19-03-27-PM,-0.3,5.864,-69.5492,10-24-2025-Fri 19-03-27-PM,10-24-2025-Fri 19-03-27-PM,0.1,5.86,-70.761,10-24-2025-Fri 19-03-27-PM,10-24-2025-Fri 19-03-27-PM,0.0,5.86,-68.3023,10-24-2025-Fri 19-03-27-PM,10-24-2025-Fri 19-03-27-PM,-0.3,5.86,-71.406,10-24-2025-Fri 19-03-27-PM,10-24-2025-Fri 19-03-27-PM,-0.2,5.86,-72.041,10-24-2025-Fri 19-03-27-PM,10-24-2025-Fri 19-03-27-PM,0.1,5.848,-80.0896,10-24-2025-Fri 19-03-27-PM,10-24-2025-Fri 19-03-27-PM,-0.1,5.856,-76.022,10-24-2025-Fri 19-03-27-PM,10-24-2025-Fri 19-03-27-PM,-0.1,5.86,-77.2462,10-24-2025-Fri 19-03-27-PM,10-24-2025-Fri 19-03-27-PM,0.0,5.856,-73.743,10-24-2025-Fri 19-03-27-PM,10-24-2025-Fri 19-03-27-PM,-0.2,5.848,-74.4322,10-24-2025-Fri 19-03-27-PM,10-24-2025-Fri 19-03-27-PM,0.1,5.864,-72.203,10-24-2025-Fri 19-03-27-PM,10-24-2025-Fri 19-03-27-PM,0.2,5.852,-73.8756,10-24-2025-Fri 19-03-27-PM,10-24-2025-Fri 19-03-27-PM,0.0,5.856,-72.958
10-24-2025-Fri 19-03-29-PM,10-24-2025-Fri 19-03-29-PM,0.1,5.848,-75.541,10-24-2025-Fri 19-03-29-PM,10-24-2025-Fri 19-03-29-PM,0.1,5.86,-70.9266,10-24-2025-Fri 19-03-29-PM,10-24-2025-Fri 19-03-29-PM,0.1,5.856,-72.596,10-24-2025-Fri 19-03-29-PM,10-24-2025-Fri 19-03-29-PM,0.1,5.864,-69.5492,10-24-2025-Fri 19-03-29-PM,10-24-2025-Fri 19-03-29-PM,-0.1,5.86,-70.816,10-24-2025-Fri 19-03-29-PM,10-24-2025-Fri 19-03-29-PM,-0.1,5.86,-68.368,10-24-2025-Fri 19-03-29-PM,10-24-2025-Fri 19-03-29-PM,0.1,5.856,-71.472,10-24-2025-Fri 19-03-29-PM,10-24-2025-Fri 19-03-29-PM,0.2,5.86,-72.1065,10-24-2025-Fri 19-03-29-PM,10-24-2025-Fri 19-03-29-PM,0.0,5.848,-80.155,10-24-2025-Fri 19-03-29-PM,10-24-2025-Fri 19-03-29-PM,0.0,5.856,-76.131,10-24-2025-Fri 19-03-29-PM,10-24-2025-Fri 19-03-29-PM,0.0,5.856,-77.3116,10-24-2025-Fri 19-03-29-PM,10-24-2025-Fri 19-03-29-PM,-0.1,5.86,-73.797,10-24-2025-Fri 19-03-29-PM,10-24-2025-Fri 19-03-29-PM,-0.1,5.848,-74.5304,10-24-2025-Fri 19-03-29-PM,10-24-2025-Fri 19-03-29-PM,0.1,5.864,-72.28,10-24-2025-Fri 19-03-29-PM,10-24-2025-Fri 19-03-29-PM,0.0,5.852,-73.941,10-24-2025-Fri 19-03-29-PM,10-24-2025-Fri 19-03-29-PM,-0.1,5.856,-73.024
10-24-2025-Fri 19-03-31-PM,10-24-2025-Fri 19-03-31-PM,0.0,5.848,-75.59,10-24-2025-Fri 19-03-31-PM,10-24-2025-Fri 19-03-31-PM,0.1,5.856,-70.9922,10-24-2025-Fri 19-03-31-PM,10-24-2025-Fri 19-03-31-PM,-0.2,5.86,-72.672,10-24-2025-Fri 19-03-31-PM,10-24-2025-Fri 19-03-31-PM,-0.2,5.864,-69.6804,10-24-2025-Fri 19-03-31-PM,10-24-2025-Fri 19-03-31-PM,-0.1,5.86,-70.903,10-24-2025-Fri 19-03-31-PM,10-24-2025-Fri 19-03-31-PM,0.0,5.86,-68.4335,10-24-2025-Fri 19-03-31-PM,10-24-2025-Fri 19-03-31-PM,-0.3,5.86,-71.559,10-24-2025-Fri 19-03-31-PM,10-24-2025-Fri 19-03-31-PM,0.2,5.856,-72.2048,10-24-2025-Fri 19-03-31-PM,10-24-2025-Fri 19-03-31-PM,0.0,5.848,-80.1877,10-24-2025-Fri 19-03-31-PM,10-24-2025-Fri 19-03-31-PM,-0.2,5.86,-76.175,10-24-2025-Fri 19-03-31-PM,10-24-2025-Fri 19-03-31-PM,0.2,5.86,-77.3444,10-24-2025-Fri 19-03-31-PM,10-24-2025-Fri 19-03-31-PM,-0.2,5.852,-73.874,10-24-2025-Fri 19-03-31-PM,10-24-2025-Fri 19-03-31-PM,-0.1,5.848,-74.5959,10-24-2025-Fri 19-03-31-PM,10-24-2025-Fri 19-03-31-PM,-0.1,5.864,-72.356,10-24-2025-Fri 19-03-31-PM,10-24-2025-Fri 19-03-31-PM,-0.3,5.848,-74.0393,10-24-2025-Fri 19-03-31-PM,10-24-2025-Fri 19-03-31-PM,0.2,5.852,-73.122
10-24-2025-Fri 19-04-11-PM,10-24-2025-Fri 19-04-11-PM,0.0,5.852,-76.604,10-24-2025-Fri 19-04-11-PM,10-24-2025-Fri 19-04-11-PM,-0.1,5.856,-72.2048,10-24-2025-Fri 19-04-11-PM,10-24-2025-Fri 19-04-11-PM,0.0,5.856,-73.808,10-24-2025-Fri 19-04-11-PM,10-24-2025-Fri 19-04-11-PM,0.1,5.864,-70.861,10-24-2025-Fri 19-04-11-PM,10-24-2025-Fri 19-04-11-PM,0.3,5.86,-72.094,10-24-2025-Fri 19-04-11-PM,10-24-2025-Fri 19-04-11-PM,0.0,5.86,-69.6804,10-24-2025-Fri 19-04-11-PM,10-24-2025-Fri 19-04-11-PM,-0.1,5.86,-72.837,10-24-2025-Fri 19-04-11-PM,10-24-2025-Fri 19-04-11-PM,0.1,5.856,-73.5481,10-24-2025-Fri 19-04-11-PM,10-24-2025-Fri 19-04-11-PM,0.2,5.848,-81.0041,10-24-2025-Fri 19-04-11-PM,10-24-2025-Fri 19-04-11-PM,0.1,5.856,-77.189,10-24-2025-Fri 19-04-11-PM,10-24-2025-Fri 19-04-11-PM,-0.3,5.86,-78.3578,10-24-2025-Fri 19-04-11-PM,10-24-2025-Fri 19-04-11-PM,0.1,5.856,-74.987,10-24-2025-Fri 19-04-11-PM,10-24-2025-Fri 19-04-11-PM,-0.2,5.848,-75.7414,10-24-2025-Fri 19-04-11-PM,10-24-2025-Fri 19-04-11-PM,0.1,5.86,-73.568,10-24-2025-Fri 19-04-11-PM,10-24-2025-Fri 19-04-11-PM,0.2,5.852,-75.2833,10-24-2025-Fri 19-04-11-PM,10-24-2025-Fri 19-04-11-PM,0.1,5.852,-74.416
10-24-2025-Fri 19-04-14-PM,10-24-2025-Fri 19-04-14-PM,-0.1,5.852,-76.686,10-24-2025-Fri 19-04-14-PM,10-24-2025-Fri 19-04-14-PM,-0.1,5.856,-72.3032,10-24-2025-Fri 19-04-14-PM,10-24-2025-Fri 19-04-14-PM,0.0,5.856,-73.862,10-24-2025-Fri 19-04-14-PM,10-24-2025-Fri 19-04-14-PM,-0.2,5.864,-70.8937,10-24-2025-Fri 19-04-14-PM,10-24-2025-Fri 19-04-14-PM,-0.1,5.86,-72.16,10-24-2025-Fri 19-04-14-PM,10-24-2025-Fri 19-04-14-PM,0.1,5.86,-69.7788,10-24-2025-Fri 19-04-14-PM,10-24-2025-Fri 19-04-14-PM,0.0,5.86,-72.925,10-24-2025-Fri 19-04-14-PM,10-24-2025-Fri 19-04-14-PM,0.0,5.856,-73.6136,10-24-2025-Fri 19-04-14-PM,10-24-2025-Fri 19-04-14-PM,0.3,5.848,-81.0694,10-24-2025-Fri 19-04-14-PM,10-24-2025-Fri 19-04-14-PM,0.0,5.856,-77.254,10-24-2025-Fri 19-04-14-PM,10-24-2025-Fri 19-04-14-PM,-0.4,5.856,-78.3905,10-24-2025-Fri 19-04-14-PM,10-24-2025-Fri 19-04-14-PM,0.2,5.856,-75.03,10-24-2025-Fri 19-04-14-PM,10-24-2025-Fri 19-04-14-PM,-0.1,5.848,-75.8068,10-24-2025-Fri 19-04-14-PM,10-24-2025-Fri 19-04-14-PM,0.0,5.86,-73.656,10-24-2025-Fri 19-04-14-PM,10-24-2025-Fri 19-04-14-PM,0.1,5.852,-75.3814,10-24-2025-Fri 19-04-14-PM,10-24-2025-Fri 19-04-14-PM,0.0,5.856,-74.498
10-24-2025-Fri 19-04-16-PM,10-24-2025-Fri 19-04-16-PM,0.2,5.852,-76.768,10-24-2025-Fri 19-04-16-PM,10-24-2025-Fri 19-04-16-PM,0.1,5.856,-72.4343,10-24-2025-Fri 19-04-16-PM,10-24-2025-Fri 19-04-16-PM,0.0,5.856,-73.939,10-24-2025-Fri 19-04-16-PM,10-24-2025-Fri 19-04-16-PM,-0.3,5.864,-70.9594,10-24-2025-Fri 19-04-16-PM,10-24-2025-Fri 19-04-16-PM,0.2,5.864,-72.225,10-24-2025-Fri 19-04-16-PM,10-24-2025-Fri 19-04-16-PM,-0.1,5.856,-69.8445,10-24-2025-Fri 19-04-16-PM,10-24-2025-Fri 19-04-16-PM,-0.1,5.86,-72.99,10-24-2025-Fri 19-04-16-PM,10-24-2025-Fri 19-04-16-PM,0.3,5.856,-73.7118,10-24-2025-Fri 19-04-16-PM,10-24-2025-Fri 19-04-16-PM,0.3,5.852,-81.102,10-24-2025-Fri 19-04-16-PM,10-24-2025-Fri 19-04-16-PM,0.2,5.856,-77.32,10-24-2025-Fri 19-04-16-PM,10-24-2025-Fri 19-04-16-PM,0.3,5.856,-78.4231,10-24-2025-Fri 19-04-16-PM,10-24-2025-Fri 19-04-16-PM,-0.3,5.856,-75.085,10-24-2025-Fri 19-04-16-PM,10-24-2025-Fri 19-04-16-PM,-0.1,5.848,-75.8723,10-24-2025-Fri 19-04-16-PM,10-24-2025-Fri 19-04-16-PM,0.1,5.864,-73.71,10-24-2025-Fri 19-04-16-PM,10-24-2025-Fri 19-04-16-PM,0.1,5.852,-75.4142,10-24-2025-Fri 19-04-16-PM,10-24-2025-Fri 19-04-16-PM,0.0,5.852,-74.563
10-24-2025-Fri 19-04-18-PM,10-24-2025-Fri 19-04-18-PM,-0.3,5.852,-76.801,10-24-2025-Fri 19-04-18-PM,10-24-2025-Fri 19-04-18-PM,-0.1,5.856,-72.467,10-24-2025-Fri 19-04-18-PM,10-24-2025-Fri 19-04-18-PM,0.1,5.86,-73.994,10-24-2025-Fri 19-04-18-PM,10-24-2025-Fri 19-04-18-PM,-0.2,5.864,-71.0576,10-24-2025-Fri 19-04-18-PM,10-24-2025-Fri 19-04-18-PM,0.0,5.86,-72.291,10-24-2025-Fri 19-04-18-PM,10-24-2025-Fri 19-04-18-PM,-0.1,5.86,-69.8772,10-24-2025-Fri 19-04-18-PM,10-24-2025-Fri 19-04-18-PM,-0.1,5.86,-73.045,10-24-2025-Fri 19-04-18-PM,10-24-2025-Fri 19-04-18-PM,0.0,5.856,-73.7773,10-24-2025-Fri 19-04-18-PM,10-24-2025-Fri 19-04-18-PM,0.2,5.852,-81.1347,10-24-2025-Fri 19-04-18-PM,10-24-2025-Fri 19-04-18-PM,0.2,5.856,-77.353,10-24-2025-Fri 19-04-18-PM,10-24-2025-Fri 19-04-18-PM,0.0,5.856,-78.4559,10-24-2025-Fri 19-04-18-PM,10-24-2025-Fri 19-04-18-PM,-0.2,5.856,-75.15,10-24-2025-Fri 19-04-18-PM,10-24-2025-Fri 19-04-18-PM,-0.1,5.848,-75.9378,10-24-2025-Fri 19-04-18-PM,10-24-2025-Fri 19-04-18-PM,0.0,5.86,-73.765,10-24-2025-Fri 19-04-18-PM,10-24-2025-Fri 19-04-18-PM,0.2,5.852,-75.4796,10-24-2025-Fri 19-04-18-PM,10-24-2025-Fri 19-04-18-PM,0.1,5.852,-74.628
10-24-2025-Fri 19-04-21-PM,10-24-2025-Fri 19-04-21-PM,-0.2,5.852,-76.817,10-24-2025-Fri 19-04-21-PM,10-24-2025-Fri 19-04-21-PM,-0.2,5.856,-72.467,10-24-2025-Fri 19-04-21-PM,10-24-2025-Fri 19-04-21-PM,0.0,5.856,-74.059,10-24-2025-Fri 19-04-21-PM,10-24-2025-Fri 19-04-21-PM,-0.2,5.86,-71.1561,10-24-2025-Fri 19-04-21-PM,10-24-2025-Fri 19-04-21-PM,0.0,5.86,-72.378,10-24-2025-Fri 19-04-21-PM,10-24-2025-Fri 19-04-21-PM,-0.1,5.856,-69.9756,10-24-2025-Fri 19-04-21-PM,10-24-2025-Fri 19-04-21-PM,-0.1,5.86,-73.132,10-24-2025-Fri 19-04-21-PM,10-24-2025-Fri 19-04-21-PM,0.0,5.86,-73.8427,10-24-2025-Fri 19-04-21-PM,10-24-2025-Fri 19-04-21-PM,0.3,5.848,-81.1673,10-24-2025-Fri 19-04-21-PM,10-24-2025-Fri 19-04-21-PM,0.3,5.856,-77.396,10-24-2025-Fri 19-04-21-PM,10-24-2025-Fri 19-04-21-PM,-0.2,5.856,-78.554,10-24-2025-Fri 19-04-21-PM,10-24-2025-Fri 19-04-21-PM,0.0,5.856,-75.238,10-24-2025-Fri 19-04-21-PM,10-24-2025-Fri 19-04-21-PM,-0.3,5.848,-76.0032,10-24-2025-Fri 19-04-21-PM,10-24-2025-Fri 19-04-21-PM,0.0,5.864,-73.852,10-24-2025-Fri 19-04-21-PM,10-24-2025-Fri 19-04-21-PM,-0.2,5.852,-75.5778,10-24-2025-Fri 19-04-21-PM,10-24-2025-Fri 19-04-21-PM,0.1,5.852,-74.71
10-24-2025-Fri 19-04-23-PM,10-24-2025-Fri 19-04-23-PM,0.2,5.848,-76.899,10-24-2025-Fri 19-04-23-PM,10-24-2025-Fri 19-04-23-PM,-0.1,5.856,-72.5981,10-24-2025-Fri 19-04-23-PM,10-24-2025-Fri 19-04-23-PM,0.0,5.856,-74.146,10-24-2025-Fri 19-04-23-PM,10-24-2025-Fri 19-04-23-PM,-0.6,5.864,-71.2544,10-24-2025-Fri 19-04-23-PM,10-24-2025-Fri 19-04-23-PM,0.1,5.86,-72.455,10-24-2025-Fri 19-04-23-PM,10-24-2025-Fri 19-04-23-PM,0.1,5.852,-70.0412,10-24-2025-Fri 19-04-23-PM,10-24-2025-Fri 19-04-23-PM,-0.2,5.856,-73.198,10-24-2025-Fri 19-04-23-PM,10-24-2025-Fri 19-04-23-PM,0.1,5.856,-73.9084,10-24-2025-Fri 19-04-23-PM,10-24-2025-Fri 19-04-23-PM,0.3,5.848,-81.1999,10-24-2025-Fri 19-04-23-PM,10-24-2025-Fri 19-04-23-PM,0.1,5.856,-77.462,10-24-2025-Fri 19-04-23-PM,10-24-2025-Fri 19-04-23-PM,-0.1,5.856,-78.5866,10-24-2025-Fri 19-04-23-PM,10-24-2025-Fri 19-04-23-PM,0.1,5.856,-75.303,10-24-2025-Fri 19-04-23-PM,10-24-2025-Fri 19-04-23-PM,0.1,5.848,-76.0686,10-24-2025-Fri 19-04-23-PM,10-24-2025-Fri 19-04-23-PM,0.0,5.864,-73.918,10-24-2025-Fri 19-04-23-PM,10-24-2025-Fri 19-04-23-PM,-0.1,5.848,-75.6432,10-24-2025-Fri 19-04-23-PM,10-24-2025-Fri 19-04-23-PM,-0.1,5.852,-74.776
10-24-2025-Fri 19-04-26-PM,10-24-2025-Fri 19-04-26-PM,0.3,5.848,-76.981,10-24-2025-Fri 19-04-26-PM,10-24-2025-Fri 19-04-26-PM,-0.1,5.856,-72.6963,10-24-2025-Fri 19-04-26-PM,10-24-2025-Fri 19-04-26-PM,0.0,5.86,-74.201,10-24-2025-Fri 19-04-26-PM,10-24-2025-Fri 19-04-26-PM,-0.1,5.864,-71.2544,10-24-2025-Fri 19-04-26-PM,10-24-2025-Fri 19-04-26-PM,0.0,5.856,-72.498,10-24-2025-Fri 19-04-26-PM,10-24-2025-Fri 19-04-26-PM,0.1,5.856,-70.1068,10-24-2025-Fri 19-04-26-PM,10-24-2025-Fri 19-04-26-PM,0.1,5.86,-73.252,10-24-2025-Fri 19-04-26-PM,10-24-2025-Fri 19-04-26-PM,0.1,5.856,-73.9738,10-24-2025-Fri 19-04-26-PM,10-24-2025-Fri 19-04-26-PM,0.2,5.852,-81.2653,10-24-2025-Fri 19-04-26-PM,10-24-2025-Fri 19-04-26-PM,0.1,5.856,-77.538,10-24-2025-Fri 19-04-26-PM,10-24-2025-Fri 19-04-26-PM,-0.1,5.86,-78.652,10-24-2025-Fri 19-04-26-PM,10-24-2025-Fri 19-04-26-PM,-0.3,5.856,-75.347,10-24-2025-Fri 19-04-26-PM,10-24-2025-Fri 19-04-26-PM,-0.2,5.848,-76.134,10-24-2025-Fri 19-04-26-PM,10-24-2025-Fri 19-04-26-PM,0.2,5.86,-73.972,10-24-2025-Fri 19-04-26-PM,10-24-2025-Fri 19-04-26-PM,0.0,5.848,-75.6761,10-24-2025-Fri 19-04-26-PM,10-24-2025-Fri 19-04-26-PM,-0.2,5.856,-74.825
10-24-2025-Fri 19-04-28-PM,10-24-2025-Fri 19-04-28-PM,0.2,5.852,-76.997,10-24-2025-Fri 19-04-28-PM,10-24-2025-Fri 19-04-28-PM,0.1,5.86,-72.6963,10-24-2025-Fri 19-04-28-PM,10-24-2025-Fri 19-04-28-PM,-0.1,5.86,-74.234,10-24-2025-Fri 19-04-28-PM,10-24-2025-Fri 19-04-28-PM,-0.3,5.86,-71.32,10-24-2025-Fri 19-04-28-PM,10-24-2025-Fri 19-04-28-PM,-0.1,5.86,-72.575,10-24-2025-Fri 19-04-28-PM,10-24-2025-Fri 19-04-28-PM,0.1,5.86,-70.2052,10-24-2025-Fri 19-04-28-PM,10-24-2025-Fri 19-04-28-PM,0.0,5.86,-73.34,10-24-2025-Fri 19-04-28-PM,10-24-2025-Fri 19-04-28-PM,0.1,5.86,-74.072,10-24-2025-Fri 19-04-28-PM,10-24-2025-Fri 19-04-28-PM,0.4,5.848,-81.2979,10-24-2025-Fri 19-04-28-PM,10-24-2025-Fri 19-04-28-PM,0.1,5.86,-77.56,10-24-2025-Fri 19-04-28-PM,10-24-2025-Fri 19-04-28-PM,-0.1,5.856,-78.6847,10-24-2025-Fri 19-04-28-PM,10-24-2025-Fri 19-04-28-PM,0.0,5.86,-75.401,10-24-2025-Fri 19-04-28-PM,10-24-2025-Fri 19-04-28-PM,-0.3,5.848,-76.1995,10-24-2025-Fri 19-04-28-PM,10-24-2025-Fri 19-04-28-PM,-0.2,5.86,-74.049,10-24-2025-Fri 19-04-28-PM,10-24-2025-Fri 19-04-28-PM,-0.2,5.852,-75.7414,10-24-2025-Fri 19-04-28-PM,10-24-2025-Fri 19-04-28-PM,-0.1,5.856,-74.907
10-24-2025-Fri 19-04-30-PM,10-24-2025-Fri 19-04-30-PM,0.2,5.848,-77.079,10-24-2025-Fri 19-04-30-PM,10-24-2025-Fri 19-04-30-PM,-0.2,5.856,-72.8274,10-24-2025-Fri 19-04-30-PM,10-24-2025-Fri 19-04-30-PM,0.1,5.86,-74.288,10-24-2025-Fri 19-04-30-PM,10-24-2025-Fri 19-04-30-PM,-0.1,5.86,-71.32,10-24-2025-Fri 19-04-30-PM,10-24-2025-Fri 19-04-30-PM,0.0,5.86,-72.608,10-24-2025-Fri 19-04-30-PM,10-24-2025-Fri 19-04-30-PM,-0.1,5.86,-70.2379,10-24-2025-Fri 19-04-30-PM,10-24-2025-Fri 19-04-30-PM,0.0,5.86,-73.405,10-24-2025-Fri 19-04-30-PM,10-24-2025-Fri 19-04-30-PM,0.1,5.856,-74.1375,10-24-2025-Fri 19-04-30-PM,10-24-2025-Fri 19-04-30-PM,0.2,5.848,-81.3306,10-24-2025-Fri 19-04-30-PM,10-24-2025-Fri 19-04-30-PM,0.0,5.856,-77.625,10-24-2025-Fri 19-04-30-PM,10-24-2025-Fri 19-04-30-PM,0.0,5.86,-78.7173,10-24-2025-Fri 19-04-30-PM,10-24-2025-Fri 19-04-30-PM,0.0,5.856,-75.434,10-24-2025-Fri 19-04-30-PM,10-24-2025-Fri 19-04-30-PM,-0.1,5.848,-76.265,10-24-2025-Fri 19-04-30-PM,10-24-2025-Fri 19-04-30-PM,0.0,5.86,-74.114,10-24-2025-Fri 19-04-30-PM,10-24-2025-Fri 19-04-30-PM,0.0,5.848,-75.8396,10-24-2025-Fri 19-04-30-PM,10-24-2025-Fri 19-04-30-PM,0.2,5.852,-74.989
10-24-2025-Fri 19-04-33-PM,10-24-2025-Fri 19-04-33-PM,-0.1,5.852,-77.095,10-24-2025-Fri 19-04-33-PM,10-24-2025-Fri 19-04-33-PM,-0.2,5.86,-72.8274,10-24-2025-Fri 19-04-33-PM,10-24-2025-Fri 19-04-33-PM,0.1,5.856,-74.354,10-24-2025-Fri 19-04-33-PM,10-24-2025-Fri 19-04-33-PM,-0.1,5.864,-71.4511,10-24-2025-Fri 19-04-33-PM,10-24-2025-Fri 19-04-33-PM,-0.2,5.86,-72.684,10-24-2025-Fri 19-04-33-PM,10-24-2025-Fri 19-04-33-PM,0.1,5.856,-70.3036,10-24-2025-Fri 19-04-33-PM,10-24-2025-Fri 19-04-33-PM,-0.4,5.856,-73.46,10-24-2025-Fri 19-04-33-PM,10-24-2025-Fri 19-04-33-PM,0.1,5.856,-74.203,10-24-2025-Fri 19-04-33-PM,10-24-2025-Fri 19-04-33-PM,0.1,5.852,-81.3631,10-24-2025-Fri 19-04-33-PM,10-24-2025-Fri 19-04-33-PM,0.0,5.856,-77.658,10-24-2025-Fri 19-04-33-PM,10-24-2025-Fri 19-04-33-PM,-0.1,5.856,-78.7827,10-24-2025-Fri 19-04-33-PM,10-24-2025-Fri 19-04-33-PM,0.0,5.856,-75.51,10-24-2025-Fri 19-04-33-PM,10-24-2025-Fri 19-04-33-PM,-0.2,5.848,-76.2976,10-24-2025-Fri 19-04-33-PM,10-24-2025-Fri 19-04-33-PM,0.0,5.86,-74.158,10-24-2025-Fri 19-04-33-PM,10-24-2025-Fri 19-04-33-PM,-0.4,5.848,-75.8723,10-24-2025-Fri 19-04-33-PM,10-24-2025-Fri 19-04-33-PM,0.0,5.856,-75.038
10-24-2025-Fri 19-04-35-PM,10-24-2025-Fri 19-04-35-PM,0.0,5.848,-77.194,10-24-2025-Fri 19-04-35-PM,10-24-2025-Fri 19-04-35-PM,0.1,5.856,-72.9585,10-24-2025-Fri 19-04-35-PM,10-24-2025-Fri 19-04-35-PM,-0.1,5.86,-74.452,10-24-2025-Fri 19-04-35-PM,10-24-2025-Fri 19-04-35-PM,-0.1,5.86,-71.5494,10-24-2025-Fri 19-04-35-PM,10-24-2025-Fri 19-04-35-PM,0.1,5.856,-72.761,10-24-2025-Fri 19-04-35-PM,10-24-2025-Fri 19-04-35-PM,0.2,5.86,-70.3691,10-24-2025-Fri 19-04-35-PM,10-24-2025-Fri 19-04-35-PM,0.0,5.856,-73.525,10-24-2025-Fri 19-04-35-PM,10-24-2025-Fri 19-04-35-PM,0.2,5.86,-74.2685,10-24-2025-Fri 19-04-35-PM,10-24-2025-Fri 19-04-35-PM,0.2,5.848,-81.4285,10-24-2025-Fri 19-04-35-PM,10-24-2025-Fri 19-04-35-PM,-0.1,5.856,-77.745,10-24-2025-Fri 19-04-35-PM,10-24-2025-Fri 19-04-35-PM,-0.1,5.856,-78.8481,10-24-2025-Fri 19-04-35-PM,10-24-2025-Fri 19-04-35-PM,0.1,5.856,-75.587,10-24-2025-Fri 19-04-35-PM,10-24-2025-Fri 19-04-35-PM,-0.1,5.848,-76.3631,10-24-2025-Fri 19-04-35-PM,10-24-2025-Fri 19-04-35-PM,0.0,5.864,-74.223,10-24-2025-Fri 19-04-35-PM,10-24-2025-Fri 19-04-35-PM,0.1,5.848,-75.9378,10-24-2025-Fri 19-04-35-PM,10-24-2025-Fri 19-04-35-PM,0.2,5.856,-75.103
