Cell 9 Timestamp,15pct Cell 9 Current,15pct Cell 9 Voltage,15pct Cell 9 Temp,Cell 9 Resistance,Cell 10 Timestamp,15pct Cell 10 Current,15pct Cell 10 Voltage,15pct Cell 10 Temp,Cell 10 Resistance,Cell 11 Timestamp,15pct Cell 11 Current,15pct Cell 11 Voltage,15pct Cell 11 Temp,Cell 11 Resistance,Cell 12 Timestamp,15pct Cell 12 Current,15pct Cell 12 Voltage,15pct Cell 12 Temp,Cell 12 Resistance,Cell 13 Timestamp,10pct Cell 13 Current,10pct Cell 13 Voltage,10pct Cell 13 Temp,Cell 13 Resistance,Cell 14 Timestamp,10pct Cell 14 Current,10pct Cell 14 Voltage,10pct Cell 14 Temp,Cell 14 Resistance,Cell 15 Timestamp,10pct Cell 15 Current,10pct Cell 15 Voltage,10pct Cell 15 Temp,Cell 15 Resistance,Cell 16 Timestamp,10pct Cell 16 Current,10pct Cell 16 Voltage,10pct Cell 16 Temp,Cell 16 Resistance
09-12-2025-Fri 12-40-24-PM,0.2,5.956,-67.6459,37.225,09-12-2025-Fri 12-40-24-PM,0,5.964,-64.711,inf,09-12-2025-Fri 12-40-24-PM,0.1,5.968,-64.4596,74.6,09-12-2025-Fri 12-40-24-PM,0,5.964,-62.365,inf,09-12-2025-Fri 12-40-24-PM,0.3,5.952,-62.8157,24.8,09-12-2025-Fri 12-40-24-PM,-0.1,5.968,-61.905,-74.6,09-12-2025-Fri 12-40-24-PM,0.1,5.956,-62.7828,74.45,09-12-2025-Fri 12-40-24-PM,-0.1,5.96,-62.553,-74.5
09-12-2025-Fri 12-40-26-PM,0.2,5.96,-67.5802,37.25,09-12-2025-Fri 12-40-26-PM,0.2,5.968,-64.689,37.3,09-12-2025-Fri 12-40-26-PM,0.1,5.968,-64.4267,74.6,09-12-2025-Fri 12-40-26-PM,-0.1,5.964,-62.344,-74.55,09-12-2025-Fri 12-40-26-PM,-0.1,5.956,-62.8157,-74.45,09-12-2025-Fri 12-40-26-PM,0.1,5.968,-61.927,74.6,09-12-2025-Fri 12-40-26-PM,0.1,5.956,-62.8157,74.45,09-12-2025-Fri 12-40-26-PM,0.1,5.964,-62.569,74.55
09-12-2025-Fri 12-40-29-PM,-0.2,5.96,-67.5474,-37.25,09-12-2025-Fri 12-40-29-PM,-0.1,5.968,-64.667,-74.6,09-12-2025-Fri 12-40-29-PM,0,5.968,-64.4267,inf,09-12-2025-Fri 12-40-29-PM,0,5.964,-62.344,inf,09-12-2025-Fri 12-40-29-PM,-0.3,5.956,-62.8157,-24.8167,09-12-2025-Fri 12-40-29-PM,0.1,5.972,-61.916,74.65,09-12-2025-Fri 12-40-29-PM,0,5.956,-62.7828,inf,09-12-2025-Fri 12-40-29-PM,0.1,5.964,-62.553,74.55
09-12-2025-Fri 12-40-31-PM,0.2,5.956,-67.4817,37.225,09-12-2025-Fri 12-40-31-PM,0,5.968,-64.645,inf,09-12-2025-Fri 12-40-31-PM,0.1,5.972,-64.4267,74.65,09-12-2025-Fri 12-40-31-PM,0,5.968,-62.333,inf,09-12-2025-Fri 12-40-31-PM,0.3,5.956,-62.8157,24.8167,09-12-2025-Fri 12-40-31-PM,0.1,5.972,-61.927,74.65,09-12-2025-Fri 12-40-31-PM,0.3,5.96,-62.8157,24.8333,09-12-2025-Fri 12-40-31-PM,0,5.964,-62.553,inf
09-12-2025-Fri 12-40-38-PM,0.2,5.96,-67.2847,37.25,09-12-2025-Fri 12-40-38-PM,0.2,5.968,-64.568,37.3,09-12-2025-Fri 12-40-38-PM,0,5.972,-64.361,inf,09-12-2025-Fri 12-40-38-PM,-0.1,5.968,-62.322,-74.6,09-12-2025-Fri 12-40-38-PM,-0.1,5.96,-62.7828,-74.5,09-12-2025-Fri 12-40-38-PM,-0.1,5.972,-61.894,-74.65,09-12-2025-Fri 12-40-38-PM,0.3,5.964,-62.7499,24.85,09-12-2025-Fri 12-40-38-PM,0.3,5.968,-62.52,24.8667
09-12-2025-Fri 12-40-40-PM,0.3,5.964,-67.2191,24.85,09-12-2025-Fri 12-40-40-PM,0,5.972,-64.557,inf,09-12-2025-Fri 12-40-40-PM,-0.1,5.968,-64.361,-74.6,09-12-2025-Fri 12-40-40-PM,0.1,5.964,-62.3,74.55,09-12-2025-Fri 12-40-40-PM,0.1,5.956,-62.7828,74.45,09-12-2025-Fri 12-40-40-PM,0.1,5.976,-61.905,74.7,09-12-2025-Fri 12-40-40-PM,0,5.964,-62.7499,inf,09-12-2025-Fri 12-40-40-PM,0,5.968,-62.52,inf
09-12-2025-Fri 12-40-43-PM,0.2,5.964,-67.1863,37.275,09-12-2025-Fri 12-40-43-PM,0.1,5.968,-64.557,74.6,09-12-2025-Fri 12-40-43-PM,-0.1,5.968,-64.361,-74.6,09-12-2025-Fri 12-40-43-PM,0.2,5.968,-62.333,37.3,09-12-2025-Fri 12-40-43-PM,-0.2,5.964,-62.8157,-37.275,09-12-2025-Fri 12-40-43-PM,-0.2,5.976,-61.916,-37.35,09-12-2025-Fri 12-40-43-PM,0.2,5.964,-62.7499,37.275,09-12-2025-Fri 12-40-43-PM,0,5.968,-62.52,inf
09-12-2025-Fri 12-40-45-PM,0.1,5.964,-67.1205,74.55,09-12-2025-Fri 12-40-45-PM,0,5.972,-64.492,inf,09-12-2025-Fri 12-40-45-PM,-0.1,5.976,-64.328,-74.7,09-12-2025-Fri 12-40-45-PM,0,5.972,-62.333,inf,09-12-2025-Fri 12-40-45-PM,-0.2,5.964,-62.7828,-37.275,09-12-2025-Fri 12-40-45-PM,-0.1,5.976,-61.905,-74.7,09-12-2025-Fri 12-40-45-PM,0.1,5.964,-62.7499,74.55,09-12-2025-Fri 12-40-45-PM,0.2,5.968,-62.52,37.3
09-12-2025-Fri 12-40-47-PM,0.2,5.964,-67.0221,37.275,09-12-2025-Fri 12-40-47-PM,0.1,5.972,-64.426,74.65,09-12-2025-Fri 12-40-47-PM,0.3,5.976,-64.2953,24.9,09-12-2025-Fri 12-40-47-PM,0.1,5.972,-62.3,74.65,09-12-2025-Fri 12-40-47-PM,-0.1,5.96,-62.7828,-74.5,09-12-2025-Fri 12-40-47-PM,-0.1,5.976,-61.894,-74.7,09-12-2025-Fri 12-40-47-PM,0,5.964,-62.717,inf,09-12-2025-Fri 12-40-47-PM,0.1,5.968,-62.503,74.6
09-12-2025-Fri 12-40-50-PM,0.3,5.968,-66.9564,24.8667,09-12-2025-Fri 12-40-50-PM,0.4,5.972,-64.448,18.6625,09-12-2025-Fri 12-40-50-PM,0,5.972,-64.2953,inf,09-12-2025-Fri 12-40-50-PM,0,5.972,-62.245,inf,09-12-2025-Fri 12-40-50-PM,-0.1,5.964,-62.7499,-74.55,09-12-2025-Fri 12-40-50-PM,0.2,5.98,-61.905,37.375,09-12-2025-Fri 12-40-50-PM,0.2,5.968,-62.7499,37.3,09-12-2025-Fri 12-40-50-PM,0.2,5.972,-62.52,37.325
09-12-2025-Fri 12-40-53-PM,0,5.964,-66.8907,inf,09-12-2025-Fri 12-40-53-PM,0,5.976,-64.415,inf,09-12-2025-Fri 12-40-53-PM,0.1,5.976,-64.2953,74.7,09-12-2025-Fri 12-40-53-PM,0,5.972,-62.3,inf,09-12-2025-Fri 12-40-53-PM,-0.2,5.964,-62.7828,-37.275,09-12-2025-Fri 12-40-53-PM,0.2,5.976,-61.894,37.35,09-12-2025-Fri 12-40-53-PM,-0.1,5.968,-62.684,-74.6,09-12-2025-Fri 12-40-53-PM,-0.1,5.972,-62.487,-74.65
09-12-2025-Fri 12-40-55-PM,0.2,5.968,-66.825,37.3,09-12-2025-Fri 12-40-55-PM,0.1,5.976,-64.404,74.7,09-12-2025-Fri 12-40-55-PM,0.1,5.976,-64.2624,74.7,09-12-2025-Fri 12-40-55-PM,0.1,5.972,-62.278,74.65,09-12-2025-Fri 12-40-55-PM,-0.1,5.968,-62.7828,-74.6,09-12-2025-Fri 12-40-55-PM,0.1,5.98,-61.883,74.75,09-12-2025-Fri 12-40-55-PM,0.1,5.968,-62.684,74.6,09-12-2025-Fri 12-40-55-PM,0.1,5.972,-62.487,74.65
09-12-2025-Fri 12-40-57-PM,0.1,5.964,-66.7593,74.55,09-12-2025-Fri 12-40-57-PM,0.1,5.972,-64.349,74.65,09-12-2025-Fri 12-40-57-PM,0.3,5.972,-64.2295,24.8833,09-12-2025-Fri 12-40-57-PM,0.3,5.972,-62.245,24.8833,09-12-2025-Fri 12-40-57-PM,0.1,5.968,-62.7499,74.6,09-12-2025-Fri 12-40-57-PM,0.3,5.98,-61.872,24.9167,09-12-2025-Fri 12-40-57-PM,0.2,5.968,-62.6512,37.3,09-12-2025-Fri 12-40-57-PM,0,5.972,-62.47,inf
09-12-2025-Fri 12-41-00-PM,0,5.968,-66.6937,inf,09-12-2025-Fri 12-41-00-PM,0.2,5.976,-64.327,37.35,09-12-2025-Fri 12-41-00-PM,0.1,5.976,-64.1967,74.7,09-12-2025-Fri 12-41-00-PM,-0.1,5.972,-62.245,-74.65,09-12-2025-Fri 12-41-00-PM,0.1,5.968,-62.7499,74.6,09-12-2025-Fri 12-41-00-PM,0.1,5.984,-61.883,74.8,09-12-2025-Fri 12-41-00-PM,0.3,5.968,-62.684,24.8667,09-12-2025-Fri 12-41-00-PM,0.2,5.972,-62.487,37.325
09-12-2025-Fri 12-41-02-PM,0.4,5.968,-66.6279,18.65,09-12-2025-Fri 12-41-02-PM,0,5.976,-64.306,inf,09-12-2025-Fri 12-41-02-PM,0.1,5.976,-64.1967,74.7,09-12-2025-Fri 12-41-02-PM,0.1,5.976,-62.212,74.7,09-12-2025-Fri 12-41-02-PM,0.1,5.964,-62.717,74.55,09-12-2025-Fri 12-41-02-PM,-0.1,5.98,-61.85,-74.75,09-12-2025-Fri 12-41-02-PM,-0.1,5.968,-62.6183,-74.6,09-12-2025-Fri 12-41-02-PM,0.1,5.976,-62.437,74.7
09-12-2025-Fri 12-41-04-PM,0.3,5.972,-66.5623,24.8833,09-12-2025-Fri 12-41-04-PM,0.3,5.976,-64.262,24.9,09-12-2025-Fri 12-41-04-PM,-0.1,5.976,-64.1967,-74.7,09-12-2025-Fri 12-41-04-PM,0.2,5.976,-62.245,37.35,09-12-2025-Fri 12-41-04-PM,0.2,5.968,-62.717,37.3,09-12-2025-Fri 12-41-04-PM,0.1,5.98,-61.872,74.75,09-12-2025-Fri 12-41-04-PM,0,5.972,-62.6512,inf,09-12-2025-Fri 12-41-04-PM,0.4,5.972,-62.454,18.6625
09-12-2025-Fri 12-41-07-PM,-0.2,5.968,-66.5295,-37.3,09-12-2025-Fri 12-41-07-PM,0,5.972,-64.229,inf,09-12-2025-Fri 12-41-07-PM,-0.1,5.976,-64.1309,-74.7,09-12-2025-Fri 12-41-07-PM,0.2,5.972,-62.179,37.325,09-12-2025-Fri 12-41-07-PM,-0.1,5.964,-62.684,-74.55,09-12-2025-Fri 12-41-07-PM,0,5.976,-61.839,inf,09-12-2025-Fri 12-41-07-PM,0.4,5.964,-62.6183,18.6375,09-12-2025-Fri 12-41-07-PM,0,5.972,-62.437,inf
09-12-2025-Fri 12-41-09-PM,0.3,5.968,-66.4309,24.8667,09-12-2025-Fri 12-41-09-PM,-0.1,5.972,-64.218,-74.65,09-12-2025-Fri 12-41-09-PM,-0.1,5.972,-64.1637,-74.65,09-12-2025-Fri 12-41-09-PM,0,5.972,-62.223,inf,09-12-2025-Fri 12-41-09-PM,0,5.964,-62.684,inf,09-12-2025-Fri 12-41-09-PM,0,5.98,-61.828,inf,09-12-2025-Fri 12-41-09-PM,-0.1,5.964,-62.5854,-74.55,09-12-2025-Fri 12-41-09-PM,0.2,5.972,-62.421,37.325
09-12-2025-Fri 12-41-11-PM,0.2,5.964,-66.3652,37.275,09-12-2025-Fri 12-41-11-PM,0.1,5.972,-64.163,74.65,09-12-2025-Fri 12-41-11-PM,-0.1,5.976,-64.1309,-74.7,09-12-2025-Fri 12-41-11-PM,0.1,5.972,-62.234,74.65,09-12-2025-Fri 12-41-11-PM,0.1,5.964,-62.717,74.55,09-12-2025-Fri 12-41-11-PM,0,5.98,-61.851,inf,09-12-2025-Fri 12-41-11-PM,0,5.964,-62.5854,inf,09-12-2025-Fri 12-41-11-PM,0.2,5.972,-62.421,37.325
09-12-2025-Fri 12-41-14-PM,0.1,5.968,-66.3324,74.6,09-12-2025-Fri 12-41-14-PM,0.3,5.976,-64.163,24.9,09-12-2025-Fri 12-41-14-PM,0,5.972,-64.098,inf,09-12-2025-Fri 12-41-14-PM,0,5.972,-62.157,inf,09-12-2025-Fri 12-41-14-PM,0,5.964,-62.6512,inf,09-12-2025-Fri 12-41-14-PM,0.2,5.976,-61.829,37.35,09-12-2025-Fri 12-41-14-PM,0.1,5.968,-62.5854,74.6,09-12-2025-Fri 12-41-14-PM,0.1,5.972,-62.404,74.65
09-12-2025-Fri 12-41-16-PM,0.3,5.964,-66.2339,24.85,09-12-2025-Fri 12-41-16-PM,0.2,5.976,-64.119,37.35,09-12-2025-Fri 12-41-16-PM,0.1,5.972,-64.098,74.65,09-12-2025-Fri 12-41-16-PM,0,5.972,-62.179,inf,09-12-2025-Fri 12-41-16-PM,0.2,5.964,-62.684,37.275,09-12-2025-Fri 12-41-16-PM,0.1,5.976,-61.818,74.7,09-12-2025-Fri 12-41-16-PM,0.1,5.964,-62.5526,74.55,09-12-2025-Fri 12-41-16-PM,0.2,5.968,-62.405,37.3
09-12-2025-Fri 12-41-18-PM,0.1,5.964,-66.201,74.55,09-12-2025-Fri 12-41-18-PM,0.1,5.972,-64.097,74.65,09-12-2025-Fri 12-41-18-PM,-0.1,5.972,-64.0323,-74.65,09-12-2025-Fri 12-41-18-PM,-0.1,5.968,-62.179,-74.6,09-12-2025-Fri 12-41-18-PM,0,5.964,-62.6512,inf,09-12-2025-Fri 12-41-18-PM,0.1,5.976,-61.818,74.7,09-12-2025-Fri 12-41-18-PM,-0.1,5.964,-62.5526,-74.55,09-12-2025-Fri 12-41-18-PM,0.1,5.968,-62.388,74.6
09-12-2025-Fri 12-41-21-PM,0.3,5.964,-66.1353,24.85,09-12-2025-Fri 12-41-21-PM,-0.1,5.968,-64.054,-74.6,09-12-2025-Fri 12-41-21-PM,-0.1,5.972,-64.0323,-74.65,09-12-2025-Fri 12-41-21-PM,0,5.968,-62.179,inf,09-12-2025-Fri 12-41-21-PM,0.2,5.96,-62.684,37.25,09-12-2025-Fri 12-41-21-PM,0.2,5.976,-61.807,37.35,09-12-2025-Fri 12-41-21-PM,0,5.96,-62.5196,inf,09-12-2025-Fri 12-41-21-PM,0.1,5.968,-62.355,74.6
09-12-2025-Fri 12-41-23-PM,0.2,5.964,-66.0696,37.275,09-12-2025-Fri 12-41-23-PM,0,5.968,-64.043,inf,09-12-2025-Fri 12-41-23-PM,-0.1,5.968,-63.9993,-74.6,09-12-2025-Fri 12-41-23-PM,0.1,5.968,-62.124,74.6,09-12-2025-Fri 12-41-23-PM,0.2,5.96,-62.6183,37.25,09-12-2025-Fri 12-41-23-PM,0.2,5.972,-61.796,37.325,09-12-2025-Fri 12-41-23-PM,0,5.96,-62.5196,inf,09-12-2025-Fri 12-41-23-PM,0.3,5.968,-62.355,24.8667
09-12-2025-Fri 12-41-26-PM,0.3,5.96,-66.0368,24.8333,09-12-2025-Fri 12-41-26-PM,0.2,5.968,-63.977,37.3,09-12-2025-Fri 12-41-26-PM,-0.2,5.968,-63.9993,-37.3,09-12-2025-Fri 12-41-26-PM,0,5.972,-62.146,inf,09-12-2025-Fri 12-41-26-PM,0,5.96,-62.6183,inf,09-12-2025-Fri 12-41-26-PM,0,5.976,-61.774,inf,09-12-2025-Fri 12-41-26-PM,-0.2,5.964,-62.4868,-37.275,09-12-2025-Fri 12-41-26-PM,0.3,5.968,-62.339,24.8667
09-12-2025-Fri 12-41-28-PM,0.2,5.964,-65.9383,37.275,09-12-2025-Fri 12-41-28-PM,0.2,5.968,-63.966,37.3,09-12-2025-Fri 12-41-28-PM,0,5.968,-63.9337,inf,09-12-2025-Fri 12-41-28-PM,-0.3,5.968,-62.113,-24.8667,09-12-2025-Fri 12-41-28-PM,-0.3,5.956,-62.6183,-24.8167,09-12-2025-Fri 12-41-28-PM,0,5.972,-61.774,inf,09-12-2025-Fri 12-41-28-PM,0.1,5.96,-62.4868,74.5,09-12-2025-Fri 12-41-28-PM,0,5.968,-62.322,inf
09-12-2025-Fri 12-41-30-PM,0.4,5.96,-65.9054,18.625,09-12-2025-Fri 12-41-30-PM,0.2,5.968,-63.933,37.3,09-12-2025-Fri 12-41-30-PM,0.1,5.968,-63.9008,74.6,09-12-2025-Fri 12-41-30-PM,0.1,5.972,-62.102,74.65,09-12-2025-Fri 12-41-30-PM,-0.1,5.96,-62.6183,-74.5,09-12-2025-Fri 12-41-30-PM,-0.2,5.976,-61.774,-37.35,09-12-2025-Fri 12-41-30-PM,0.1,5.96,-62.4868,74.5,09-12-2025-Fri 12-41-30-PM,0,5.964,-62.339,inf
09-12-2025-Fri 12-41-33-PM,0.3,5.96,-65.8068,24.8333,09-12-2025-Fri 12-41-33-PM,0.2,5.968,-63.889,37.3,09-12-2025-Fri 12-41-33-PM,0,5.968,-63.9008,inf,09-12-2025-Fri 12-41-33-PM,0,5.964,-62.091,inf,09-12-2025-Fri 12-41-33-PM,0.2,5.96,-62.5854,37.25,09-12-2025-Fri 12-41-33-PM,-0.1,5.976,-61.774,-74.7,09-12-2025-Fri 12-41-33-PM,-0.1,5.96,-62.4868,-74.5,09-12-2025-Fri 12-41-33-PM,-0.1,5.968,-62.306,-74.6
09-12-2025-Fri 12-41-36-PM,0.3,5.964,-65.8068,24.85,09-12-2025-Fri 12-41-36-PM,0,5.968,-63.867,inf,09-12-2025-Fri 12-41-36-PM,0.2,5.972,-63.8679,37.325,09-12-2025-Fri 12-41-36-PM,0.1,5.968,-62.091,74.6,09-12-2025-Fri 12-41-36-PM,-0.1,5.96,-62.5854,-74.5,09-12-2025-Fri 12-41-36-PM,0,5.972,-61.763,inf,09-12-2025-Fri 12-41-36-PM,-0.1,5.96,-62.4539,-74.5,09-12-2025-Fri 12-41-36-PM,0.2,5.964,-62.289,37.275
09-12-2025-Fri 12-41-38-PM,0.2,5.964,-65.7083,37.275,09-12-2025-Fri 12-41-38-PM,0,5.968,-63.824,inf,09-12-2025-Fri 12-41-38-PM,-0.1,5.972,-63.835,-74.65,09-12-2025-Fri 12-41-38-PM,0.1,5.968,-62.026,74.6,09-12-2025-Fri 12-41-38-PM,-0.2,5.956,-62.5854,-37.225,09-12-2025-Fri 12-41-38-PM,0.1,5.972,-61.752,74.65,09-12-2025-Fri 12-41-38-PM,0.1,5.964,-62.421,74.55,09-12-2025-Fri 12-41-38-PM,0.1,5.968,-62.273,74.6
09-12-2025-Fri 12-41-40-PM,0.2,5.964,-65.6425,37.275,09-12-2025-Fri 12-41-40-PM,0.1,5.968,-63.802,74.6,09-12-2025-Fri 12-41-40-PM,0,5.968,-63.8022,inf,09-12-2025-Fri 12-41-40-PM,0.1,5.972,-62.059,74.65,09-12-2025-Fri 12-41-40-PM,-0.3,5.96,-62.5526,-24.8333,09-12-2025-Fri 12-41-40-PM,0,5.976,-61.719,inf,09-12-2025-Fri 12-41-40-PM,0,5.964,-62.3881,inf,09-12-2025-Fri 12-41-40-PM,0.4,5.968,-62.24,18.65
09-12-2025-Fri 12-41-43-PM,0.4,5.964,-65.5769,18.6375,09-12-2025-Fri 12-41-43-PM,0.1,5.972,-63.769,74.65,09-12-2025-Fri 12-41-43-PM,-0.1,5.972,-63.8022,-74.65,09-12-2025-Fri 12-41-43-PM,0,5.968,-62.048,inf,09-12-2025-Fri 12-41-43-PM,-0.2,5.96,-62.5526,-37.25,09-12-2025-Fri 12-41-43-PM,-0.1,5.976,-61.741,-74.7,09-12-2025-Fri 12-41-43-PM,0,5.96,-62.421,inf,09-12-2025-Fri 12-41-43-PM,-0.1,5.964,-62.256,-74.55
09-12-2025-Fri 12-41-45-PM,-0.1,5.964,-65.5769,-74.55,09-12-2025-Fri 12-41-45-PM,0.1,5.972,-63.758,74.65,09-12-2025-Fri 12-41-45-PM,0,5.968,-63.7693,inf,09-12-2025-Fri 12-41-45-PM,0.2,5.972,-62.015,37.325,09-12-2025-Fri 12-41-45-PM,-0.1,5.96,-62.5196,-74.5,09-12-2025-Fri 12-41-45-PM,-0.1,5.976,-61.719,-74.7,09-12-2025-Fri 12-41-45-PM,0.2,5.964,-62.3881,37.275,09-12-2025-Fri 12-41-45-PM,-0.1,5.968,-62.24,-74.6
09-12-2025-Fri 12-41-47-PM,-0.1,5.964,-65.4782,-74.55,09-12-2025-Fri 12-41-47-PM,0,5.972,-63.736,inf,09-12-2025-Fri 12-41-47-PM,-0.2,5.972,-63.7693,-37.325,09-12-2025-Fri 12-41-47-PM,0.3,5.972,-62.004,24.8833,09-12-2025-Fri 12-41-47-PM,0.1,5.96,-62.5196,74.5,09-12-2025-Fri 12-41-47-PM,0.1,5.972,-61.697,74.65,09-12-2025-Fri 12-41-47-PM,0.1,5.968,-62.3551,74.6,09-12-2025-Fri 12-41-47-PM,0.3,5.964,-62.224,24.85
09-12-2025-Fri 12-41-50-PM,0.1,5.96,-65.4455,74.5,09-12-2025-Fri 12-41-50-PM,0.3,5.968,-63.692,24.8667,09-12-2025-Fri 12-41-50-PM,-0.1,5.972,-63.7035,-74.65,09-12-2025-Fri 12-41-50-PM,0.2,5.968,-61.982,37.3,09-12-2025-Fri 12-41-50-PM,-0.1,5.96,-62.5196,-74.5,09-12-2025-Fri 12-41-50-PM,-0.1,5.976,-61.708,-74.7,09-12-2025-Fri 12-41-50-PM,0.3,5.96,-62.3881,24.8333,09-12-2025-Fri 12-41-50-PM,0.2,5.964,-62.224,37.275
09-12-2025-Fri 12-41-52-PM,0.3,5.964,-65.3797,24.85,09-12-2025-Fri 12-41-52-PM,0.1,5.968,-63.648,74.6,09-12-2025-Fri 12-41-52-PM,0.1,5.968,-63.7035,74.6,09-12-2025-Fri 12-41-52-PM,0.1,5.968,-61.982,74.6,09-12-2025-Fri 12-41-52-PM,-0.3,5.96,-62.4868,-24.8333,09-12-2025-Fri 12-41-52-PM,0.2,5.972,-61.697,37.325,09-12-2025-Fri 12-41-52-PM,0.1,5.964,-62.3551,74.55,09-12-2025-Fri 12-41-52-PM,0.1,5.968,-62.207,74.6
09-12-2025-Fri 12-41-55-PM,0.1,5.964,-65.3139,74.55,09-12-2025-Fri 12-41-55-PM,0.1,5.968,-63.604,74.6,09-12-2025-Fri 12-41-55-PM,0.4,5.972,-63.6706,18.6625,09-12-2025-Fri 12-41-55-PM,0.1,5.968,-61.938,74.6,09-12-2025-Fri 12-41-55-PM,-0.1,5.96,-62.4539,-74.5,09-12-2025-Fri 12-41-55-PM,0.2,5.976,-61.664,37.35,09-12-2025-Fri 12-41-55-PM,0.1,5.96,-62.3223,74.5,09-12-2025-Fri 12-41-55-PM,-0.1,5.968,-62.174,-74.6
09-12-2025-Fri 12-41-57-PM,0.1,5.968,-65.2484,74.6,09-12-2025-Fri 12-41-57-PM,0.1,5.972,-63.572,74.65,09-12-2025-Fri 12-41-57-PM,0.1,5.972,-63.6706,74.65,09-12-2025-Fri 12-41-57-PM,0.2,5.972,-61.949,37.325,09-12-2025-Fri 12-41-57-PM,0.1,5.964,-62.4539,74.55,09-12-2025-Fri 12-41-57-PM,-0.1,5.976,-61.675,-74.7,09-12-2025-Fri 12-41-57-PM,0.2,5.96,-62.3223,37.25,09-12-2025-Fri 12-41-57-PM,0.1,5.968,-62.174,74.6
09-12-2025-Fri 12-41-59-PM,0.4,5.96,-65.2155,18.625,09-12-2025-Fri 12-41-59-PM,-0.1,5.972,-63.583,-74.65,09-12-2025-Fri 12-41-59-PM,0,5.968,-63.6049,inf,09-12-2025-Fri 12-41-59-PM,0.1,5.968,-61.949,74.6,09-12-2025-Fri 12-41-59-PM,0.1,5.96,-62.421,74.5,09-12-2025-Fri 12-41-59-PM,-0.1,5.976,-61.642,-74.7,09-12-2025-Fri 12-41-59-PM,0,5.964,-62.2565,inf,09-12-2025-Fri 12-41-59-PM,0,5.968,-62.125,inf
09-12-2025-Fri 12-42-02-PM,0.2,5.964,-65.1169,37.275,09-12-2025-Fri 12-42-02-PM,0.1,5.972,-63.539,74.65,09-12-2025-Fri 12-42-02-PM,0.1,5.976,-63.6049,74.7,09-12-2025-Fri 12-42-02-PM,0,5.972,-61.927,inf,09-12-2025-Fri 12-42-02-PM,-0.1,5.964,-62.421,-74.55,09-12-2025-Fri 12-42-02-PM,0,5.976,-61.642,inf,09-12-2025-Fri 12-42-02-PM,-0.1,5.964,-62.2894,-74.55,09-12-2025-Fri 12-42-02-PM,0,5.968,-62.141,inf
09-12-2025-Fri 12-42-04-PM,0.2,5.964,-65.1169,37.275,09-12-2025-Fri 12-42-04-PM,0.1,5.972,-63.517,74.65,09-12-2025-Fri 12-42-04-PM,0.1,5.972,-63.572,74.65,09-12-2025-Fri 12-42-04-PM,0.1,5.972,-61.905,74.65,09-12-2025-Fri 12-42-04-PM,-0.3,5.964,-62.421,-24.85,09-12-2025-Fri 12-42-04-PM,-0.1,5.976,-61.653,-74.7,09-12-2025-Fri 12-42-04-PM,0.1,5.964,-62.2894,74.55,09-12-2025-Fri 12-42-04-PM,-0.1,5.968,-62.125,-74.6
09-12-2025-Fri 12-42-07-PM,0.1,5.964,-65.0511,74.55,09-12-2025-Fri 12-42-07-PM,-0.3,5.972,-63.484,-24.8833,09-12-2025-Fri 12-42-07-PM,0.2,5.972,-63.572,37.325,09-12-2025-Fri 12-42-07-PM,0.5,5.972,-61.894,14.93,09-12-2025-Fri 12-42-07-PM,0.2,5.96,-62.3881,37.25,09-12-2025-Fri 12-42-07-PM,0.2,5.976,-61.631,37.35,09-12-2025-Fri 12-42-07-PM,0.3,5.968,-62.2565,24.8667,09-12-2025-Fri 12-42-07-PM,0.1,5.968,-62.108,74.6
09-12-2025-Fri 12-42-09-PM,0,5.964,-65.0183,inf,09-12-2025-Fri 12-42-09-PM,0.1,5.968,-63.44,74.6,09-12-2025-Fri 12-42-09-PM,0,5.972,-63.5062,inf,09-12-2025-Fri 12-42-09-PM,-0.1,5.968,-61.872,-74.6,09-12-2025-Fri 12-42-09-PM,-0.2,5.96,-62.3881,-37.25,09-12-2025-Fri 12-42-09-PM,0,5.976,-61.609,inf,09-12-2025-Fri 12-42-09-PM,0,5.96,-62.1906,inf,09-12-2025-Fri 12-42-09-PM,-0.1,5.968,-62.076,-74.6
09-12-2025-Fri 12-42-12-PM,0.5,5.964,-64.9526,14.91,09-12-2025-Fri 12-42-12-PM,0.4,5.972,-63.418,18.6625,09-12-2025-Fri 12-42-12-PM,0,5.972,-63.5062,inf,09-12-2025-Fri 12-42-12-PM,-0.1,5.968,-61.883,-74.6,09-12-2025-Fri 12-42-12-PM,0.1,5.964,-62.3881,74.55,09-12-2025-Fri 12-42-12-PM,0.1,5.976,-61.609,74.7,09-12-2025-Fri 12-42-12-PM,0.2,5.964,-62.2236,37.275,09-12-2025-Fri 12-42-12-PM,0.2,5.968,-62.076,37.3
09-12-2025-Fri 12-42-14-PM,0.1,5.964,-64.8869,74.55,09-12-2025-Fri 12-42-14-PM,-0.1,5.972,-63.363,-74.65,09-12-2025-Fri 12-42-14-PM,-0.1,5.976,-63.4734,-74.7,09-12-2025-Fri 12-42-14-PM,0.3,5.972,-61.872,24.8833,09-12-2025-Fri 12-42-14-PM,-0.2,5.96,-62.3551,-37.25,09-12-2025-Fri 12-42-14-PM,0.2,5.976,-61.587,37.35,09-12-2025-Fri 12-42-14-PM,0.3,5.964,-62.1906,24.85,09-12-2025-Fri 12-42-14-PM,0.2,5.968,-62.059,37.3
