Cell 1 Timestamp,DNEpct Cell 1 Current,DNEpct Cell 1 Voltage,DNEpct Cell 1 Temp,Cell 1 Resistance,Cell 2 Timestamp,DNEpct Cell 2 Current,DNEpct Cell 2 Voltage,DNEpct Cell 2 Temp,Cell 2 Resistance,Cell 3 Timestamp,DNEpct Cell 3 Current,DNEpct Cell 3 Voltage,DNEpct Cell 3 Temp,Cell 3 Resistance,Cell 4 Timestamp,DNEpct Cell 4 Current,DNEpct Cell 4 Voltage,DNEpct Cell 4 Temp,Cell 4 Resistance,Cell 5 Timestamp,DNEpct Cell 5 Current,DNEpct Cell 5 Voltage,DNEpct Cell 5 Temp,Cell 5 Resistance,Cell 6 Timestamp,DNEpct Cell 6 Current,DNEpct Cell 6 Voltage,DNEpct Cell 6 Temp,Cell 6 Resistance,Cell 7 Timestamp,DNEpct Cell 7 Current,DNEpct Cell 7 Voltage,DNEpct Cell 7 Temp,Cell 7 Resistance,Cell 8 Timestamp,DNEpct Cell 8 Current,DNEpct Cell 8 Voltage,DNEpct Cell 8 Temp,Cell 8 Resistance,Cell 9 Timestamp,35pct Cell 9 Current,35pct Cell 9 Voltage,35pct Cell 9 Temp,Cell 9 Resistance,Cell 10 Timestamp,35pct Cell 10 Current,35pct Cell 10 Voltage,35pct Cell 10 Temp,Cell 10 Resistance,Cell 11 Timestamp,35pct Cell 11 Current,35pct Cell 11 Voltage,35pct Cell 11 Temp,Cell 11 Resistance,Cell 12 Timestamp,35pct Cell 12 Current,35pct Cell 12 Voltage,35pct Cell 12 Temp,Cell 12 Resistance,Cell 13 Timestamp,30pct Cell 13 Current,30pct Cell 13 Voltage,30pct Cell 13 Temp,Cell 13 Resistance,Cell 14 Timestamp,30pct Cell 14 Current,30pct Cell 14 Voltage,30pct Cell 14 Temp,Cell 14 Resistance,Cell 15 Timestamp,30pct Cell 15 Current,30pct Cell 15 Voltage,30pct Cell 15 Temp,Cell 15 Resistance,Cell 16 Timestamp,30pct Cell 16 Current,30pct Cell 16 Voltage,30pct Cell 16 Temp,Cell 16 Resistance
09-05-2025-Fri 20-39-50-PM,-0.1,5.908,-77.295,-73.85,09-05-2025-Fri 20-37-10-PM,0.1,5.912,-74.4976,73.9,09-05-2025-Fri 20-38-12-PM,0.2,5.916,-75.283,36.975,09-05-2025-Fri 20-38-12-PM,0.0,5.912,-74.3994,inf,09-05-2025-Fri 20-53-12-PM,-0.3,5.908,-83.745,-24.6167,09-05-2025-Fri 20-58-39-PM,0.2,5.92,-87.4927,37.0,09-05-2025-Fri 20-53-14-PM,0.1,5.904,-84.875,73.8,09-05-2025-Fri 20-56-58-PM,0.3,5.912,-88.3066,24.6333,09-05-2025-Fri 20-39-50-PM,-0.1,5.908,-78.6847,-73.85,09-05-2025-Fri 20-37-10-PM,0.1,5.912,-76.079,73.9,09-05-2025-Fri 20-38-12-PM,0.2,5.916,-76.2976,36.975,09-05-2025-Fri 20-38-12-PM,0.0,5.912,-74.628,inf,09-05-2025-Fri 20-53-12-PM,-0.3,5.908,-83.4516,-24.6167,09-05-2025-Fri 20-58-39-PM,0.2,5.92,-88.1,37.0,09-05-2025-Fri 20-53-14-PM,0.1,5.904,-85.2449,73.8,09-05-2025-Fri 20-56-58-PM,0.3,5.912,-88.144,24.6333
09-05-2025-Fri 20-39-52-PM,0.2,5.908,-77.279,36.925,09-05-2025-Fri 20-38-00-PM,0.1,5.912,-75.0214,73.9,09-05-2025-Fri 20-38-14-PM,0.1,5.916,-75.261,73.95,09-05-2025-Fri 20-38-14-PM,-0.1,5.912,-74.3012,-73.9,09-05-2025-Fri 20-53-14-PM,-0.2,5.904,-83.789,-36.9,09-05-2025-Fri 20-58-42-PM,0.1,5.916,-87.5578,73.95,09-05-2025-Fri 20-54-45-PM,0.0,5.908,-85.614,inf,09-05-2025-Fri 20-57-00-PM,0.1,5.908,-88.3391,73.85,09-05-2025-Fri 20-39-52-PM,0.2,5.908,-78.6847,36.925,09-05-2025-Fri 20-38-00-PM,0.1,5.912,-76.472,73.9,09-05-2025-Fri 20-38-14-PM,0.1,5.916,-76.3631,73.95,09-05-2025-Fri 20-38-14-PM,-0.1,5.912,-74.617,-73.9,09-05-2025-Fri 20-53-14-PM,-0.2,5.904,-83.4842,-36.9,09-05-2025-Fri 20-58-42-PM,0.1,5.916,-88.144,73.95,09-05-2025-Fri 20-54-45-PM,0.0,5.908,-85.8967,inf,09-05-2025-Fri 20-57-00-PM,0.1,5.908,-88.193,73.85
09-05-2025-Fri 20-39-55-PM,0.1,5.908,-77.278,73.85,09-05-2025-Fri 20-38-03-PM,0.0,5.912,-74.956,inf,09-05-2025-Fri 20-38-17-PM,0.0,5.912,-75.305,inf,09-05-2025-Fri 20-38-17-PM,-0.1,5.912,-74.3994,-73.9,09-05-2025-Fri 20-54-45-PM,-0.1,5.908,-84.604,-73.85,09-05-2025-Fri 20-58-44-PM,0.0,5.92,-87.5578,inf,09-05-2025-Fri 20-54-47-PM,0.1,5.908,-85.636,73.85,09-05-2025-Fri 20-57-03-PM,-0.1,5.912,-88.3716,-73.9,09-05-2025-Fri 20-39-55-PM,0.1,5.908,-78.7173,73.85,09-05-2025-Fri 20-38-03-PM,0.0,5.912,-76.472,inf,09-05-2025-Fri 20-38-17-PM,0.0,5.912,-76.3631,inf,09-05-2025-Fri 20-38-17-PM,-0.1,5.912,-74.65,-73.9,09-05-2025-Fri 20-54-45-PM,-0.1,5.908,-84.3322,-73.85,09-05-2025-Fri 20-58-44-PM,0.0,5.92,-88.154,inf,09-05-2025-Fri 20-54-47-PM,0.1,5.908,-85.8967,73.85,09-05-2025-Fri 20-57-03-PM,-0.1,5.912,-88.225,-73.9
09-05-2025-Fri 20-39-57-PM,0.2,5.904,-77.278,36.9,09-05-2025-Fri 20-38-05-PM,0.0,5.912,-75.0214,inf,09-05-2025-Fri 20-38-19-PM,0.0,5.912,-75.327,inf,09-05-2025-Fri 20-38-19-PM,0.0,5.908,-74.4322,inf,09-05-2025-Fri 20-54-47-PM,0.0,5.908,-84.626,inf,09-05-2025-Fri 20-58-46-PM,0.2,5.92,-87.5904,37.0,09-05-2025-Fri 20-54-49-PM,-0.3,5.908,-85.668,-24.6167,09-05-2025-Fri 20-57-05-PM,0.1,5.912,-88.4042,73.9,09-05-2025-Fri 20-39-57-PM,0.2,5.904,-78.7173,36.9,09-05-2025-Fri 20-38-05-PM,0.0,5.912,-76.504,inf,09-05-2025-Fri 20-38-19-PM,0.0,5.912,-76.3958,inf,09-05-2025-Fri 20-38-19-PM,0.0,5.908,-74.683,inf,09-05-2025-Fri 20-54-47-PM,0.0,5.908,-84.3647,inf,09-05-2025-Fri 20-58-46-PM,0.2,5.92,-88.198,37.0,09-05-2025-Fri 20-54-49-PM,-0.3,5.908,-85.9292,-24.6167,09-05-2025-Fri 20-57-05-PM,0.1,5.912,-88.258,73.9
09-05-2025-Fri 20-39-59-PM,0.1,5.904,-77.311,73.8,09-05-2025-Fri 20-38-07-PM,0.2,5.912,-75.0869,36.95,09-05-2025-Fri 20-39-50-PM,-0.3,5.916,-75.96,-24.65,09-05-2025-Fri 20-39-50-PM,0.1,5.912,-75.0869,73.9,09-05-2025-Fri 20-54-49-PM,-0.2,5.904,-84.647,-36.9,09-05-2025-Fri 20-58-49-PM,-0.1,5.92,-87.6555,-74.0,09-05-2025-Fri 20-54-52-PM,0.0,5.904,-85.679,inf,09-05-2025-Fri 20-57-07-PM,0.1,5.912,-88.4368,73.9,09-05-2025-Fri 20-39-59-PM,0.1,5.904,-78.7173,73.8,09-05-2025-Fri 20-38-07-PM,0.2,5.912,-76.537,36.95,09-05-2025-Fri 20-39-50-PM,-0.3,5.916,-76.8865,-24.65,09-05-2025-Fri 20-39-50-PM,0.1,5.912,-75.305,73.9,09-05-2025-Fri 20-54-49-PM,-0.2,5.904,-84.3974,-36.9,09-05-2025-Fri 20-58-49-PM,-0.1,5.92,-88.23,-74.0,09-05-2025-Fri 20-54-52-PM,0.0,5.904,-85.9619,inf,09-05-2025-Fri 20-57-07-PM,0.1,5.912,-88.29,73.9
09-05-2025-Fri 20-41-27-PM,-0.1,5.908,-78.57,-73.85,09-05-2025-Fri 20-38-10-PM,0.2,5.912,-75.0214,36.95,09-05-2025-Fri 20-39-52-PM,0.0,5.916,-75.97,inf,09-05-2025-Fri 20-39-52-PM,0.1,5.912,-75.1196,73.9,09-05-2025-Fri 20-54-52-PM,-0.1,5.904,-84.658,-73.8,09-05-2025-Fri 20-58-51-PM,0.2,5.92,-87.6555,37.0,09-05-2025-Fri 20-54-54-PM,0.1,5.908,-85.679,73.85,09-05-2025-Fri 20-57-10-PM,-0.1,5.912,-88.4693,-73.9,09-05-2025-Fri 20-41-27-PM,-0.1,5.908,-80.3509,-73.85,09-05-2025-Fri 20-38-10-PM,0.2,5.912,-76.526,36.95,09-05-2025-Fri 20-39-52-PM,0.0,5.916,-76.9192,inf,09-05-2025-Fri 20-39-52-PM,0.1,5.912,-75.338,73.9,09-05-2025-Fri 20-54-52-PM,-0.1,5.904,-84.3974,-73.8,09-05-2025-Fri 20-58-51-PM,0.2,5.92,-88.241,37.0,09-05-2025-Fri 20-54-54-PM,0.1,5.908,-85.9619,73.85,09-05-2025-Fri 20-57-10-PM,-0.1,5.912,-88.339,-73.9
09-05-2025-Fri 20-41-30-PM,0.3,5.908,-78.651,24.6167,09-05-2025-Fri 20-38-12-PM,0.1,5.912,-75.1523,73.9,09-05-2025-Fri 20-39-55-PM,-0.1,5.912,-75.949,-73.9,09-05-2025-Fri 20-39-55-PM,0.0,5.912,-75.0869,inf,09-05-2025-Fri 20-54-54-PM,-0.2,5.904,-84.702,-36.9,09-05-2025-Fri 20-59-48-PM,0.0,5.916,-88.567,inf,09-05-2025-Fri 20-56-04-PM,-0.1,5.908,-86.515,-73.85,09-05-2025-Fri 20-57-12-PM,0.0,5.912,-88.5344,inf,09-05-2025-Fri 20-41-30-PM,0.3,5.908,-80.3835,24.6167,09-05-2025-Fri 20-38-12-PM,0.1,5.912,-76.559,73.9,09-05-2025-Fri 20-39-55-PM,-0.1,5.912,-76.9192,-73.9,09-05-2025-Fri 20-39-55-PM,0.0,5.912,-75.327,inf,09-05-2025-Fri 20-54-54-PM,-0.2,5.904,-84.4625,-36.9,09-05-2025-Fri 20-59-48-PM,0.0,5.916,-89.272,inf,09-05-2025-Fri 20-56-04-PM,-0.1,5.908,-86.9717,-73.85,09-05-2025-Fri 20-57-12-PM,0.0,5.912,-88.388,inf
09-05-2025-Fri 20-43-36-PM,0.2,5.908,-80.318,36.925,09-05-2025-Fri 20-38-14-PM,0.1,5.916,-75.1196,73.95,09-05-2025-Fri 20-39-57-PM,-0.3,5.912,-75.949,-24.6333,09-05-2025-Fri 20-39-57-PM,0.1,5.912,-75.0869,73.9,09-05-2025-Fri 20-56-04-PM,0.0,5.904,-85.484,inf,09-05-2025-Fri 20-59-51-PM,0.1,5.916,-88.6321,73.95,09-05-2025-Fri 20-56-06-PM,0.1,5.904,-86.559,73.8,09-05-2025-Fri 20-58-27-PM,0.1,5.912,-89.5431,73.9,09-05-2025-Fri 20-43-36-PM,0.2,5.908,-82.114,36.925,09-05-2025-Fri 20-38-14-PM,0.1,5.916,-76.57,73.95,09-05-2025-Fri 20-39-57-PM,-0.3,5.912,-76.9192,-24.6333,09-05-2025-Fri 20-39-57-PM,0.1,5.912,-75.337,73.9,09-05-2025-Fri 20-56-04-PM,0.0,5.904,-85.2449,inf,09-05-2025-Fri 20-59-51-PM,0.1,5.916,-89.315,73.95,09-05-2025-Fri 20-56-06-PM,0.1,5.904,-87.0368,73.8,09-05-2025-Fri 20-58-27-PM,0.1,5.912,-89.364,73.9
09-05-2025-Fri 20-43-39-PM,0.1,5.904,-80.318,73.8,09-05-2025-Fri 20-38-17-PM,0.0,5.912,-75.1523,inf,09-05-2025-Fri 20-39-59-PM,0.1,5.912,-75.992,73.9,09-05-2025-Fri 20-39-59-PM,0.1,5.912,-75.1196,73.9,09-05-2025-Fri 20-56-06-PM,-0.3,5.904,-85.516,-24.6,09-05-2025-Fri 20-59-53-PM,-0.2,5.916,-88.6971,-36.975,09-05-2025-Fri 20-56-08-PM,0.1,5.904,-86.613,73.8,09-05-2025-Fri 20-58-30-PM,0.0,5.912,-89.5757,inf,09-05-2025-Fri 20-43-39-PM,0.1,5.904,-82.114,73.8,09-05-2025-Fri 20-38-17-PM,0.0,5.912,-76.592,inf,09-05-2025-Fri 20-39-59-PM,0.1,5.912,-76.9518,73.9,09-05-2025-Fri 20-39-59-PM,0.1,5.912,-75.37,73.9,09-05-2025-Fri 20-56-06-PM,-0.3,5.904,-85.2449,-24.6,09-05-2025-Fri 20-59-53-PM,-0.2,5.916,-89.369,-36.975,09-05-2025-Fri 20-56-08-PM,0.1,5.904,-87.1019,73.8,09-05-2025-Fri 20-58-30-PM,0.0,5.912,-89.397,inf
09-05-2025-Fri 20-43-41-PM,0.0,5.908,-80.367,inf,09-05-2025-Fri 20-38-19-PM,0.0,5.912,-75.1523,inf,09-05-2025-Fri 20-41-27-PM,0.0,5.916,-77.137,inf,09-05-2025-Fri 20-41-27-PM,0.2,5.912,-76.2976,36.95,09-05-2025-Fri 20-56-08-PM,-0.3,5.9,-85.527,-24.5833,09-05-2025-Fri 20-59-55-PM,0.1,5.916,-88.7296,73.95,09-05-2025-Fri 20-56-11-PM,0.1,5.908,-86.678,73.85,09-05-2025-Fri 20-58-32-PM,-0.2,5.912,-89.6082,-36.95,09-05-2025-Fri 20-43-41-PM,0.0,5.908,-82.1466,inf,09-05-2025-Fri 20-38-19-PM,0.0,5.912,-76.603,inf,09-05-2025-Fri 20-41-27-PM,0.0,5.916,-78.3252,inf,09-05-2025-Fri 20-41-27-PM,0.2,5.912,-76.559,36.95,09-05-2025-Fri 20-56-08-PM,-0.3,5.9,-85.3102,-24.5833,09-05-2025-Fri 20-59-55-PM,0.1,5.916,-89.434,73.95,09-05-2025-Fri 20-56-11-PM,0.1,5.908,-87.1671,73.85,09-05-2025-Fri 20-58-32-PM,-0.2,5.912,-89.413,-36.95
09-05-2025-Fri 20-43-43-PM,0.0,5.908,-80.399,inf,09-05-2025-Fri 20-39-50-PM,-0.1,5.912,-75.9051,-73.9,09-05-2025-Fri 20-41-30-PM,-0.1,5.912,-77.202,-73.9,09-05-2025-Fri 20-41-30-PM,0.1,5.912,-76.2976,73.9,09-05-2025-Fri 20-56-11-PM,0.0,5.904,-85.603,inf,09-05-2025-Fri 20-59-58-PM,0.0,5.916,-88.7622,inf,09-05-2025-Fri 20-56-13-PM,0.0,5.904,-86.711,inf,09-05-2025-Fri 20-58-35-PM,0.1,5.916,-89.6407,73.95,09-05-2025-Fri 20-43-43-PM,0.0,5.908,-82.1791,inf,09-05-2025-Fri 20-39-50-PM,-0.1,5.912,-77.159,-73.9,09-05-2025-Fri 20-41-30-PM,-0.1,5.912,-78.3905,-73.9,09-05-2025-Fri 20-41-30-PM,0.1,5.912,-76.592,73.9,09-05-2025-Fri 20-56-11-PM,0.0,5.904,-85.3427,inf,09-05-2025-Fri 20-59-58-PM,0.0,5.916,-89.467,inf,09-05-2025-Fri 20-56-13-PM,0.0,5.904,-87.1996,inf,09-05-2025-Fri 20-58-35-PM,0.1,5.916,-89.446,73.95
09-05-2025-Fri 20-43-46-PM,0.0,5.908,-80.399,inf,09-05-2025-Fri 20-39-52-PM,0.0,5.916,-75.8723,inf,09-05-2025-Fri 20-43-36-PM,0.1,5.912,-78.815,73.9,09-05-2025-Fri 20-43-36-PM,-0.1,5.912,-77.9002,-73.9,09-05-2025-Fri 20-56-13-PM,-0.2,5.908,-85.625,-36.925,09-05-2025-Fri 21-00-00-PM,0.0,5.92,-88.8274,inf,09-05-2025-Fri 20-56-15-PM,0.1,5.904,-86.743,73.8,09-05-2025-Fri 20-58-37-PM,0.0,5.908,-89.6407,inf,09-05-2025-Fri 20-43-46-PM,0.0,5.908,-82.2119,inf,09-05-2025-Fri 20-39-52-PM,0.0,5.916,-77.159,inf,09-05-2025-Fri 20-43-36-PM,0.1,5.912,-80.0243,73.9,09-05-2025-Fri 20-43-36-PM,-0.1,5.912,-78.216,-73.9,09-05-2025-Fri 20-56-13-PM,-0.2,5.908,-85.3753,-36.925,09-05-2025-Fri 21-00-00-PM,0.0,5.92,-89.521,inf,09-05-2025-Fri 20-56-15-PM,0.1,5.904,-87.2321,73.8,09-05-2025-Fri 20-58-37-PM,0.0,5.908,-89.478,inf
09-05-2025-Fri 20-44-53-PM,0.1,5.904,-81.085,73.8,09-05-2025-Fri 20-39-55-PM,0.1,5.912,-75.8396,73.9,09-05-2025-Fri 20-43-39-PM,-0.3,5.916,-78.826,-24.65,09-05-2025-Fri 20-43-39-PM,0.0,5.912,-77.9002,inf,09-05-2025-Fri 20-56-15-PM,0.1,5.904,-85.679,73.8,09-05-2025-Fri 21-00-02-PM,-0.1,5.92,-88.8598,-74.0,09-05-2025-Fri 20-56-49-PM,0.1,5.904,-87.33,73.8,09-05-2025-Fri 20-58-39-PM,-0.1,5.908,-89.7057,-73.85,09-05-2025-Fri 20-44-53-PM,0.1,5.904,-82.8317,73.8,09-05-2025-Fri 20-39-55-PM,0.1,5.912,-77.159,73.9,09-05-2025-Fri 20-43-39-PM,-0.3,5.916,-80.0569,-24.65,09-05-2025-Fri 20-43-39-PM,0.0,5.912,-78.227,inf,09-05-2025-Fri 20-56-15-PM,0.1,5.904,-85.4404,73.8,09-05-2025-Fri 21-00-02-PM,-0.1,5.92,-89.575,-74.0,09-05-2025-Fri 20-56-49-PM,0.1,5.904,-87.8509,73.8,09-05-2025-Fri 20-58-39-PM,-0.1,5.908,-89.511,-73.85
09-05-2025-Fri 20-44-55-PM,0.1,5.904,-81.118,73.8,09-05-2025-Fri 20-39-57-PM,0.2,5.916,-75.8396,36.975,09-05-2025-Fri 20-43-41-PM,-0.3,5.916,-78.859,-24.65,09-05-2025-Fri 20-43-41-PM,-0.1,5.916,-77.9002,-73.95,09-05-2025-Fri 20-56-49-PM,-0.1,5.904,-86.233,-73.8,09-05-2025-Fri 21-00-05-PM,0.3,5.916,-88.9249,24.65,09-05-2025-Fri 20-56-51-PM,0.0,5.908,-87.373,inf,09-05-2025-Fri 20-58-42-PM,0.3,5.908,-89.7383,24.6167,09-05-2025-Fri 20-44-55-PM,0.1,5.904,-82.8317,73.8,09-05-2025-Fri 20-39-57-PM,0.2,5.916,-77.159,36.975,09-05-2025-Fri 20-43-41-PM,-0.3,5.916,-80.0896,-24.65,09-05-2025-Fri 20-43-41-PM,-0.1,5.916,-78.248,-73.95,09-05-2025-Fri 20-56-49-PM,-0.1,5.904,-85.9619,-73.8,09-05-2025-Fri 21-00-05-PM,0.3,5.916,-89.63,24.65,09-05-2025-Fri 20-56-51-PM,0.0,5.908,-87.8833,inf,09-05-2025-Fri 20-58-42-PM,0.3,5.908,-89.543,24.6167
09-05-2025-Fri 20-44-58-PM,0.2,5.908,-81.118,36.925,09-05-2025-Fri 20-39-59-PM,0.3,5.916,-75.9051,24.65,09-05-2025-Fri 20-43-43-PM,-0.1,5.912,-78.881,-73.9,09-05-2025-Fri 20-43-43-PM,-0.4,5.912,-77.9002,-18.475,09-05-2025-Fri 20-56-51-PM,-0.1,5.904,-86.288,-73.8,09-05-2025-Fri 21-00-33-PM,0.0,5.92,-89.4781,inf,09-05-2025-Fri 20-56-53-PM,-0.1,5.908,-87.384,-73.85,09-05-2025-Fri 20-58-44-PM,0.1,5.912,-89.7708,73.9,09-05-2025-Fri 20-44-58-PM,0.2,5.908,-82.8645,36.925,09-05-2025-Fri 20-39-59-PM,0.3,5.916,-77.191,24.65,09-05-2025-Fri 20-43-43-PM,-0.1,5.912,-80.1223,-73.9,09-05-2025-Fri 20-43-43-PM,-0.4,5.912,-78.27,-18.475,09-05-2025-Fri 20-56-51-PM,-0.1,5.904,-85.9944,-73.8,09-05-2025-Fri 21-00-33-PM,0.0,5.92,-90.183,inf,09-05-2025-Fri 20-56-53-PM,-0.1,5.908,-87.8833,-73.85,09-05-2025-Fri 20-58-44-PM,0.1,5.912,-89.576,73.9
09-05-2025-Fri 20-45-00-PM,0.1,5.904,-81.199,73.8,09-05-2025-Fri 20-41-27-PM,0.2,5.912,-76.7882,36.95,09-05-2025-Fri 20-43-46-PM,-0.2,5.916,-78.913,-36.975,09-05-2025-Fri 20-43-46-PM,-0.1,5.912,-78.0309,-73.9,09-05-2025-Fri 20-56-53-PM,0.1,5.904,-86.32,73.8,09-05-2025-Fri 21-00-36-PM,-0.1,5.92,-89.5106,-74.0,09-05-2025-Fri 20-56-56-PM,-0.1,5.904,-87.427,-73.8,09-05-2025-Fri 20-58-46-PM,0.2,5.912,-89.8034,36.95,09-05-2025-Fri 20-45-00-PM,0.1,5.904,-82.8971,73.8,09-05-2025-Fri 20-41-27-PM,0.2,5.912,-78.488,36.95,09-05-2025-Fri 20-43-46-PM,-0.2,5.916,-80.1223,-36.975,09-05-2025-Fri 20-43-46-PM,-0.1,5.912,-78.314,-73.9,09-05-2025-Fri 20-56-53-PM,0.1,5.904,-86.0269,73.8,09-05-2025-Fri 21-00-36-PM,-0.1,5.92,-90.237,-74.0,09-05-2025-Fri 20-56-56-PM,-0.1,5.904,-87.9485,-73.8,09-05-2025-Fri 20-58-46-PM,0.2,5.912,-89.608,36.95
09-05-2025-Fri 20-46-08-PM,0.2,5.904,-81.754,36.9,09-05-2025-Fri 20-41-30-PM,-0.2,5.916,-76.9192,-36.975,09-05-2025-Fri 20-44-53-PM,-0.1,5.912,-79.6,-73.9,09-05-2025-Fri 20-44-53-PM,-0.1,5.912,-78.6847,-73.9,09-05-2025-Fri 20-56-56-PM,-0.1,5.908,-86.32,-73.85,09-05-2025-Fri 21-00-39-PM,-0.2,5.92,-89.5431,-37.0,09-05-2025-Fri 20-56-58-PM,-0.1,5.904,-87.471,-73.8,09-05-2025-Fri 20-58-49-PM,0.0,5.908,-89.8358,inf,09-05-2025-Fri 20-46-08-PM,0.2,5.904,-83.3538,36.9,09-05-2025-Fri 20-41-30-PM,-0.2,5.916,-78.564,-36.975,09-05-2025-Fri 20-44-53-PM,-0.1,5.912,-80.7755,-73.9,09-05-2025-Fri 20-44-53-PM,-0.1,5.912,-79.011,-73.9,09-05-2025-Fri 20-56-56-PM,-0.1,5.908,-86.0596,-73.85,09-05-2025-Fri 21-00-39-PM,-0.2,5.92,-90.269,-37.0,09-05-2025-Fri 20-56-58-PM,-0.1,5.904,-87.9811,-73.8,09-05-2025-Fri 20-58-49-PM,0.0,5.908,-89.641,inf
09-05-2025-Fri 20-46-10-PM,0.2,5.904,-81.738,36.9,09-05-2025-Fri 20-43-36-PM,0.3,5.912,-78.5213,24.6333,09-05-2025-Fri 20-44-55-PM,0.0,5.916,-79.643,inf,09-05-2025-Fri 20-44-55-PM,-0.1,5.912,-78.7173,-73.9,09-05-2025-Fri 20-56-58-PM,-0.3,5.904,-86.385,-24.6,09-05-2025-Fri 21-00-41-PM,0.0,5.92,-89.6082,inf,09-05-2025-Fri 20-57-00-PM,0.0,5.908,-87.525,inf,09-05-2025-Fri 20-58-51-PM,0.0,5.908,-89.8358,inf,09-05-2025-Fri 20-46-10-PM,0.2,5.904,-83.3538,36.9,09-05-2025-Fri 20-43-36-PM,0.3,5.912,-80.22,24.6333,09-05-2025-Fri 20-44-55-PM,0.0,5.916,-80.8082,inf,09-05-2025-Fri 20-44-55-PM,-0.1,5.912,-79.033,-73.9,09-05-2025-Fri 20-56-58-PM,-0.3,5.904,-86.1248,-24.6,09-05-2025-Fri 21-00-41-PM,0.0,5.92,-90.324,inf,09-05-2025-Fri 20-57-00-PM,0.0,5.908,-88.0461,inf,09-05-2025-Fri 20-58-51-PM,0.0,5.908,-89.641,inf
09-05-2025-Fri 20-46-13-PM,-0.1,5.904,-81.771,-73.8,09-05-2025-Fri 20-43-39-PM,-0.2,5.912,-78.5213,-36.95,09-05-2025-Fri 20-44-58-PM,-0.1,5.916,-79.643,-73.95,09-05-2025-Fri 20-44-58-PM,0.0,5.912,-78.7173,inf,09-05-2025-Fri 20-57-00-PM,-0.3,5.904,-86.396,-24.6,09-05-2025-Fri 21-00-43-PM,0.0,5.92,-89.6407,inf,09-05-2025-Fri 20-57-03-PM,-0.2,5.912,-87.558,-36.95,09-05-2025-Fri 20-59-48-PM,0.1,5.912,-90.8439,73.9,09-05-2025-Fri 20-46-13-PM,-0.1,5.904,-83.3864,-73.8,09-05-2025-Fri 20-43-39-PM,-0.2,5.912,-80.231,-36.95,09-05-2025-Fri 20-44-58-PM,-0.1,5.916,-80.8408,-73.95,09-05-2025-Fri 20-44-58-PM,0.0,5.912,-79.055,inf,09-05-2025-Fri 20-57-00-PM,-0.3,5.904,-86.1248,-24.6,09-05-2025-Fri 21-00-43-PM,0.0,5.92,-90.356,inf,09-05-2025-Fri 20-57-03-PM,-0.2,5.912,-88.0787,-36.95,09-05-2025-Fri 20-59-48-PM,0.1,5.912,-90.779,73.9
09-05-2025-Fri 20-46-15-PM,0.3,5.908,-81.787,24.6167,09-05-2025-Fri 20-43-41-PM,-0.1,5.916,-78.5866,-73.95,09-05-2025-Fri 20-45-00-PM,-0.1,5.912,-79.719,-73.9,09-05-2025-Fri 20-45-00-PM,-0.2,5.912,-78.7827,-36.95,09-05-2025-Fri 20-57-03-PM,-0.1,5.908,-86.461,-73.85,09-05-2025-Fri 21-00-46-PM,-0.1,5.92,-89.7057,-74.0,09-05-2025-Fri 20-57-05-PM,-0.1,5.904,-87.568,-73.8,09-05-2025-Fri 20-59-51-PM,0.1,5.908,-90.9091,73.85,09-05-2025-Fri 20-46-15-PM,0.3,5.908,-83.3864,24.6167,09-05-2025-Fri 20-43-41-PM,-0.1,5.916,-80.274,-73.95,09-05-2025-Fri 20-45-00-PM,-0.1,5.912,-80.8734,-73.9,09-05-2025-Fri 20-45-00-PM,-0.2,5.912,-79.098,-36.95,09-05-2025-Fri 20-57-03-PM,-0.1,5.908,-86.1899,-73.85,09-05-2025-Fri 21-00-46-PM,-0.1,5.92,-90.41,-74.0,09-05-2025-Fri 20-57-05-PM,-0.1,5.904,-88.1113,-73.8,09-05-2025-Fri 20-59-51-PM,0.1,5.908,-90.828,73.85
09-05-2025-Fri 20-46-17-PM,0.2,5.904,-81.787,36.9,09-05-2025-Fri 20-43-43-PM,0.0,5.912,-78.6194,inf,09-05-2025-Fri 20-46-08-PM,-0.1,5.916,-80.318,-73.95,09-05-2025-Fri 20-46-08-PM,-0.1,5.912,-79.3709,-73.9,09-05-2025-Fri 20-57-05-PM,-0.2,5.904,-86.461,-36.9,09-05-2025-Fri 21-00-48-PM,0.0,5.92,-89.7708,inf,09-05-2025-Fri 20-57-07-PM,-0.2,5.908,-87.612,-36.925,09-05-2025-Fri 20-59-53-PM,0.0,5.912,-90.9739,inf,09-05-2025-Fri 20-46-17-PM,0.2,5.904,-83.3864,36.9,09-05-2025-Fri 20-43-43-PM,0.0,5.912,-80.307,inf,09-05-2025-Fri 20-46-08-PM,-0.1,5.916,-81.4285,-73.95,09-05-2025-Fri 20-46-08-PM,-0.1,5.912,-79.708,-73.9,09-05-2025-Fri 20-57-05-PM,-0.2,5.904,-86.1899,-36.9,09-05-2025-Fri 21-00-48-PM,0.0,5.92,-90.486,inf,09-05-2025-Fri 20-57-07-PM,-0.2,5.908,-88.1439,-36.925,09-05-2025-Fri 20-59-53-PM,0.0,5.912,-90.876,inf
