Timestamp,Cell 1 Current,Cell 1 Voltage,Cell 1 Temperature,Cell 2 Current,Cell 2 Voltage,Cell 2 Temperature,Cell 3 Current,Cell 3 Voltage,Cell 3 Temperature,Cell 4 Current,Cell 4 Voltage,Cell 4 Temperature,Cell 5 Current,Cell 5 Voltage,Cell 5 Temperature,Cell 6 Current,Cell 6 Voltage,Cell 6 Temperature,Cell 7 Current,Cell 7 Voltage,Cell 7 Temperature,Cell 8 Current,Cell 8 Voltage,Cell 8 Temperature,Cell 9 Current,Cell 9 Voltage,Cell 9 Temperature,Cell 10 Current,Cell 10 Voltage,Cell 10 Temperature,Cell 11 Current,Cell 11 Voltage,Cell 11 Temperature,Cell 12 Current,Cell 12 Voltage,Cell 12 Temperature,Cell 13 Current,Cell 13 Voltage,Cell 13 Temperature,Cell 14 Current,Cell 14 Voltage,Cell 14 Temperature,Cell 15 Current,Cell 15 Voltage,Cell 15 Temperature,Cell 16 Current,Cell 16 Voltage,Cell 16 Temperature
08-29-2025-Fri 13-20-19-PM,0.3,1.756,-15.1254,-0.3,1.728,,-0.2,1.792,-13.9888,-0.3,1.696,,-0.2,1.728,-12.6176,-0.1,1.632,,-0.1,1.74,-14.089,0.0,1.752,,0.3,1.756,,-0.3,1.728,-15.5265,-0.2,1.792,,-0.3,1.696,-14.6908,-0.2,1.728,,-0.1,1.632,-13.9219,-0.1,1.74,,0.0,1.752,-15.7938
08-29-2025-Fri 13-20-21-PM,0.0,1.756,-15.1254,-0.1,1.728,,-0.3,1.788,-14.0222,0.0,1.696,,-0.3,1.72,-12.6176,-0.1,1.636,,-0.3,1.736,-14.1225,-0.2,1.752,,0.0,1.756,,-0.1,1.728,-15.5265,-0.3,1.788,,0.0,1.696,-14.6574,-0.3,1.72,,-0.1,1.636,-13.9219,-0.3,1.736,,-0.2,1.752,-15.7938
08-29-2025-Fri 13-20-24-PM,0.1,1.756,-15.0585,0.0,1.72,,-0.2,1.784,-14.0556,-0.4,1.692,,-0.2,1.716,-12.6511,-0.1,1.632,,-0.1,1.732,-14.156,0.2,1.748,,0.1,1.756,,0.0,1.72,-15.5599,-0.2,1.784,,-0.4,1.692,-14.7243,-0.2,1.716,,-0.1,1.632,-13.9219,-0.1,1.732,,0.2,1.748,-15.8272
08-29-2025-Fri 13-20-26-PM,-0.3,1.748,-15.0585,0.2,1.72,,-0.1,1.784,-14.0222,-0.1,1.688,,-0.2,1.708,-12.6511,-0.2,1.628,,-0.1,1.724,-14.156,-0.3,1.744,,-0.3,1.748,,0.2,1.72,-15.5932,-0.1,1.784,,-0.1,1.688,-14.7243,-0.2,1.708,,-0.2,1.628,-13.9219,-0.1,1.724,,-0.3,1.744,-15.8272
08-29-2025-Fri 13-20-29-PM,-0.1,1.744,-15.0919,0.0,1.716,,0.0,1.78,-14.0556,0.0,1.684,,-0.2,1.704,-12.6845,0.2,1.624,,-0.1,1.724,-14.156,-0.1,1.748,,-0.1,1.744,,0.0,1.716,-15.5932,0.0,1.78,,0.0,1.684,-14.7576,-0.2,1.704,,0.2,1.624,-13.9554,-0.1,1.724,,-0.1,1.748,-15.8606
08-29-2025-Fri 13-20-31-PM,-0.4,1.748,-15.2257,-0.2,1.716,,0.0,1.78,-14.0222,-0.1,1.68,,-0.3,1.704,-12.6845,0.0,1.624,,-0.2,1.716,-14.2228,-0.2,1.74,,-0.4,1.748,,-0.2,1.716,-15.6267,0.0,1.78,,-0.1,1.68,-14.7243,-0.3,1.704,,0.0,1.624,-13.9888,-0.2,1.716,,-0.2,1.74,-15.8606
08-29-2025-Fri 13-20-34-PM,0.1,1.74,-15.1922,0.1,1.708,,-0.4,1.776,-14.089,0.0,1.676,,-0.2,1.696,-12.7514,-0.3,1.616,,-0.3,1.716,-14.1894,0.0,1.74,,0.1,1.74,,0.1,1.708,-15.6267,-0.4,1.776,,0.0,1.676,-14.7576,-0.2,1.696,,-0.3,1.616,-13.9888,-0.3,1.716,,0.0,1.74,-15.8941
08-29-2025-Fri 13-20-36-PM,Power On,,-15.1922,,,,,,-14.1225,,,,,,-12.718,,,,,,-14.2228,,,,Power On,,,,,-15.6602,,,,,,-14.7911,,,,,,-13.9888,,,,,,-15.8941
08-29-2025-Fri 13-20-38-PM,44.2,5.832,-15.0919,45.1,5.836,,47.7,5.836,-14.156,45.9,5.852,,49.2,5.808,-12.6845,44.5,5.852,,45.9,5.808,-14.1225,40.3,5.812,,44.2,5.832,,45.1,5.836,-15.6602,47.7,5.836,,45.9,5.852,-14.7576,49.2,5.808,,44.5,5.852,-14.0222,45.9,5.808,,40.3,5.812,-15.9274
08-29-2025-Fri 13-20-41-PM,43.0,5.832,-15.1922,44.1,5.84,,46.1,5.84,-14.1894,44.5,5.86,,47.1,5.816,-12.6845,43.1,5.856,,44.2,5.816,-14.2228,39.0,5.82,,43.0,5.832,,44.1,5.84,-15.6935,46.1,5.84,,44.5,5.86,-14.7911,47.1,5.816,,43.1,5.856,-13.9888,44.2,5.816,,39.0,5.82,-15.9274
08-29-2025-Fri 13-20-43-PM,Power Off,,-15.2257,,,,,,-14.156,,,,,,-12.6845,,,,,,-14.2562,,,,Power Off,,,,,-15.6935,,,,,,-14.7911,,,,,,-14.0222,,,,,,-15.9609
08-29-2025-Fri 13-20-45-PM,-0.2,2.376,-15.1922,0.0,2.46,,-0.3,2.404,-14.156,-0.3,2.336,,-0.3,2.492,-12.7849,-0.1,2.276,,-0.3,2.392,-14.2897,-0.3,2.328,,-0.2,2.376,,0.0,2.46,-15.6935,-0.3,2.404,,-0.3,2.336,-14.858,-0.3,2.492,,-0.1,2.276,-14.0222,-0.3,2.392,,-0.3,2.328,-15.9609
08-29-2025-Fri 13-20-48-PM,0.1,2.248,-15.259,-0.2,2.332,,-0.1,2.26,-14.1225,0.0,2.216,,-0.3,2.376,-12.7849,0.1,2.132,,-0.5,2.28,-14.2897,-0.1,2.204,,0.1,2.248,,-0.2,2.332,-15.6935,-0.1,2.26,,0.0,2.216,-14.858,-0.3,2.376,,0.1,2.132,-14.0556,-0.5,2.28,,-0.1,2.204,-15.9609
08-29-2025-Fri 13-20-50-PM,-0.3,2.168,-15.259,0.0,2.248,,-0.2,2.188,-14.156,-0.3,2.14,,-0.2,2.3,-12.8184,-0.1,2.048,,-0.2,2.204,-14.2897,-0.1,2.128,,-0.3,2.168,,0.0,2.248,-15.7269,-0.2,2.188,,-0.3,2.14,-14.858,-0.2,2.3,,-0.1,2.048,-14.0556,-0.2,2.204,,-0.1,2.128,-15.9943
08-29-2025-Fri 13-20-52-PM,-0.2,2.116,-15.326,0.0,2.188,,-0.5,2.132,-14.156,0.0,2.08,,-0.4,2.24,-12.8184,0.0,1.984,,0.0,2.148,-14.3231,-0.1,2.072,,-0.2,2.116,,0.0,2.188,-15.7269,-0.5,2.132,,0.0,2.08,-14.858,-0.4,2.24,,0.0,1.984,-14.1225,0.0,2.148,,-0.1,2.072,-15.9943
08-29-2025-Fri 13-20-55-PM,0.2,2.068,-15.259,-0.2,2.132,,0.0,2.092,-14.2228,0.0,2.036,,-0.1,2.192,-12.8518,-0.2,1.94,,-0.1,2.104,-14.3565,0.0,2.032,,0.2,2.068,,-0.2,2.132,-15.7603,0.0,2.092,,0.0,2.036,-14.8914,-0.1,2.192,,-0.2,1.94,-14.089,-0.1,2.104,,0.0,2.032,-15.9943
08-29-2025-Fri 13-20-57-PM,0.1,2.036,-15.2925,-0.2,2.092,,-0.3,2.056,-14.2897,-0.4,2.0,,-0.1,2.156,-12.8518,0.0,1.904,,0.1,2.072,-14.3565,-0.4,2.0,,0.1,2.036,,-0.2,2.092,-15.7603,-0.3,2.056,,-0.4,2.0,-14.9248,-0.1,2.156,,0.0,1.904,-14.156,0.1,2.072,,-0.4,2.0,-16.0277
08-29-2025-Fri 13-20-59-PM,0.0,2.008,-15.3593,-0.1,2.06,,-0.3,2.032,-14.2228,-0.1,1.968,,-0.3,2.12,-12.8518,-0.4,1.876,,-0.2,2.04,-14.39,0.1,1.976,,0.0,2.008,,-0.1,2.06,-15.7938,-0.3,2.032,,-0.1,1.968,-14.9248,-0.3,2.12,,-0.4,1.876,-14.156,-0.2,2.04,,0.1,1.976,-16.0277
08-29-2025-Fri 13-21-02-PM,-0.1,1.98,-15.3593,-0.3,2.028,,-0.4,2.004,-14.2562,-0.2,1.948,,-0.3,2.092,-12.8853,-0.1,1.852,,0.2,2.012,-14.3565,0.1,1.952,,-0.1,1.98,,-0.3,2.028,-15.7938,-0.4,2.004,,-0.2,1.948,-14.9583,-0.3,2.092,,-0.1,1.852,-14.1225,0.2,2.012,,0.1,1.952,-16.0611
08-29-2025-Fri 13-21-04-PM,-0.1,1.96,-15.3928,-0.3,2.004,,0.0,1.984,-14.2897,-0.1,1.924,,-0.2,2.06,-12.8853,0.1,1.832,,0.1,1.992,-14.39,0.1,1.936,,-0.1,1.96,,-0.3,2.004,-15.8272,0.0,1.984,,-0.1,1.924,-14.9583,-0.2,2.06,,0.1,1.832,-14.1894,0.1,1.992,,0.1,1.936,-16.0611
08-29-2025-Fri 13-21-07-PM,0.0,1.944,-15.2925,0.0,1.984,,-0.1,1.968,-14.2897,-0.3,1.912,,-0.5,2.036,-12.9186,-0.1,1.816,,-0.2,1.976,-14.4233,-0.2,1.92,,0.0,1.944,,0.0,1.984,-15.7938,-0.1,1.968,,-0.3,1.912,-14.9583,-0.5,2.036,,-0.1,1.816,-14.1894,-0.2,1.976,,-0.2,1.92,-16.0945
08-29-2025-Fri 13-21-09-PM,-0.1,1.932,-15.3593,-0.5,1.964,,-0.5,1.952,-14.2897,-0.1,1.9,,-0.3,2.016,-12.9186,0.1,1.804,,-0.4,1.96,-14.4233,-0.3,1.912,,-0.1,1.932,,-0.5,1.964,-15.8606,-0.5,1.952,,-0.1,1.9,-14.9917,-0.3,2.016,,0.1,1.804,-14.2228,-0.4,1.96,,-0.3,1.912,-16.0611
08-29-2025-Fri 13-21-11-PM,0.3,1.92,-15.3928,-0.2,1.952,,-0.2,1.936,-14.39,-0.1,1.884,,-0.4,2.0,-12.9522,-0.3,1.792,,0.0,1.944,-14.4568,0.0,1.9,,0.3,1.92,,-0.2,1.952,-15.8272,-0.2,1.936,,-0.1,1.884,-14.9917,-0.4,2.0,,-0.3,1.792,-14.2228,0.0,1.944,,0.0,1.9,-16.0945
08-29-2025-Fri 13-21-14-PM,-0.1,1.908,-15.4261,-0.3,1.94,,-0.4,1.932,-14.3565,-0.1,1.872,,-0.3,1.98,-12.9855,-0.3,1.78,,-0.1,1.932,-14.4568,0.0,1.892,,-0.1,1.908,,-0.3,1.94,-15.8941,-0.4,1.932,,-0.1,1.872,-15.0251,-0.3,1.98,,-0.3,1.78,-14.2562,-0.1,1.932,,0.0,1.892,-16.0945
08-29-2025-Fri 13-21-16-PM,0.1,1.896,-15.3928,0.0,1.928,,-0.1,1.92,-14.3565,-0.3,1.868,,-0.2,1.964,-12.9855,-0.2,1.772,,-0.1,1.924,-14.4903,-0.2,1.884,,0.1,1.896,,0.0,1.928,-15.8941,-0.1,1.92,,-0.3,1.868,-15.0251,-0.2,1.964,,-0.2,1.772,-14.2562,-0.1,1.924,,-0.2,1.884,-16.1614
08-29-2025-Fri 13-21-18-PM,0.1,1.896,-15.3928,-0.2,1.912,,-0.1,1.912,-14.3565,0.1,1.852,,-0.2,1.956,-13.019,-0.2,1.764,,0.0,1.912,-14.4903,-0.1,1.872,,0.1,1.896,,-0.2,1.912,-15.8941,-0.1,1.912,,0.1,1.852,-15.0585,-0.2,1.956,,-0.2,1.764,-14.2897,0.0,1.912,,-0.1,1.872,-16.1614
08-29-2025-Fri 13-21-21-PM,-0.1,1.884,-15.493,-0.2,1.904,,-0.3,1.904,-14.39,-0.4,1.844,,-0.2,1.94,-13.019,0.1,1.756,,-0.3,1.9,-14.5237,0.0,1.868,,-0.1,1.884,,-0.2,1.904,-15.9274,-0.3,1.904,,-0.4,1.844,-15.0919,-0.2,1.94,,0.1,1.756,-14.2897,-0.3,1.9,,0.0,1.868,-16.1614
08-29-2025-Fri 13-21-23-PM,-0.1,1.876,-15.5265,0.1,1.892,,-0.3,1.896,-14.4233,-0.1,1.836,,-0.2,1.928,-13.019,0.0,1.752,,-0.3,1.896,-14.5572,0.0,1.86,,-0.1,1.876,,0.1,1.892,-15.9609,-0.3,1.896,,-0.1,1.836,-15.0919,-0.2,1.928,,0.0,1.752,-14.3231,-0.3,1.896,,0.0,1.86,-16.2282
08-29-2025-Fri 13-21-26-PM,0.1,1.872,-15.3928,-0.2,1.884,,-0.1,1.888,-14.39,-0.3,1.832,,0.0,1.92,-13.0858,0.0,1.748,,-0.4,1.888,-14.5905,0.1,1.856,,0.1,1.872,,-0.2,1.884,-15.9609,-0.1,1.888,,-0.3,1.832,-15.1254,0.0,1.92,,0.0,1.748,-14.3565,-0.4,1.888,,0.1,1.856,-16.2282
08-29-2025-Fri 13-21-28-PM,0.2,1.864,-15.5599,-0.3,1.872,,-0.5,1.888,-14.4233,-0.1,1.824,,-0.4,1.908,-13.0858,0.2,1.74,,-0.1,1.876,-14.5905,-0.2,1.852,,0.2,1.864,,-0.3,1.872,-15.9943,-0.5,1.888,,-0.1,1.824,-15.1254,-0.4,1.908,,0.2,1.74,-14.39,-0.1,1.876,,-0.2,1.852,-16.2615
08-29-2025-Fri 13-21-30-PM,-0.1,1.86,-15.5265,-0.2,1.864,,-0.4,1.88,-14.5237,-0.3,1.816,,-0.5,1.896,-13.1528,-0.3,1.728,,-0.4,1.872,-14.624,-0.1,1.844,,-0.1,1.86,,-0.2,1.864,-16.0277,-0.4,1.88,,-0.3,1.816,-15.1588,-0.5,1.896,,-0.3,1.728,-14.4233,-0.4,1.872,,-0.1,1.844,-16.295
08-29-2025-Fri 13-21-33-PM,-0.1,1.852,-15.5265,-0.2,1.86,,-0.2,1.872,-14.5237,-0.1,1.812,,-0.4,1.892,-13.1528,-0.3,1.728,,-0.2,1.864,-14.6908,0.3,1.84,,-0.1,1.852,,-0.2,1.86,-16.0277,-0.2,1.872,,-0.1,1.812,-15.1588,-0.4,1.892,,-0.3,1.728,-14.4233,-0.2,1.864,,0.3,1.84,-16.3285
08-29-2025-Fri 13-21-35-PM,0.0,1.848,-15.5599,0.0,1.848,,-0.3,1.872,-14.5237,0.0,1.804,,-0.1,1.88,-13.1528,-0.2,1.72,,0.1,1.86,-14.7243,0.1,1.836,,0.0,1.848,,0.0,1.848,-16.0611,-0.3,1.872,,0.0,1.804,-15.2257,-0.1,1.88,,-0.2,1.72,-14.4233,0.1,1.86,,0.1,1.836,-16.3618
08-29-2025-Fri 13-21-37-PM,-0.1,1.844,-15.5932,0.0,1.844,,-0.1,1.864,-14.5237,0.0,1.8,,-0.4,1.868,-13.2197,-0.5,1.72,,-0.1,1.848,-14.6908,-0.1,1.828,,-0.1,1.844,,0.0,1.844,-16.0945,-0.1,1.864,,0.0,1.8,-15.259,-0.4,1.868,,-0.5,1.72,-14.4568,-0.1,1.848,,-0.1,1.828,-16.3952
08-29-2025-Fri 13-21-40-PM,-0.1,1.84,-15.6267,-0.4,1.836,,-0.1,1.86,-14.5905,-0.2,1.792,,-0.3,1.86,-13.2531,-0.2,1.712,,0.0,1.844,-14.7576,0.0,1.828,,-0.1,1.84,,-0.4,1.836,-16.1614,-0.1,1.86,,-0.2,1.792,-15.259,-0.3,1.86,,-0.2,1.712,-14.4903,0.0,1.844,,0.0,1.828,-16.4286
08-29-2025-Fri 13-21-42-PM,0.1,1.836,-15.6267,-0.1,1.828,,-0.2,1.86,-14.624,-0.4,1.784,,-0.5,1.856,-13.2531,0.0,1.708,,-0.1,1.84,-14.7911,-0.1,1.824,,0.1,1.836,,-0.1,1.828,-16.1614,-0.2,1.86,,-0.4,1.784,-15.2925,-0.5,1.856,,0.0,1.708,-14.5237,-0.1,1.84,,-0.1,1.824,-16.4621
08-29-2025-Fri 13-21-45-PM,-0.1,1.832,-15.6267,0.1,1.824,,-0.1,1.856,-14.5905,-0.1,1.78,,-0.1,1.844,-13.2866,-0.4,1.704,,0.0,1.832,-14.8246,0.1,1.824,,-0.1,1.832,,0.1,1.824,-16.1948,-0.1,1.856,,-0.1,1.78,-15.326,-0.1,1.844,,-0.4,1.704,-14.5572,0.0,1.832,,0.1,1.824,-16.4955
08-29-2025-Fri 13-21-47-PM,0.1,1.828,-15.6267,0.0,1.816,,-0.1,1.848,-14.6908,-0.2,1.78,,0.1,1.84,-13.3534,0.0,1.704,,-0.1,1.828,-14.858,-0.1,1.82,,0.1,1.828,,0.0,1.816,-16.1948,-0.1,1.848,,-0.2,1.78,-15.3593,0.1,1.84,,0.0,1.704,-14.5905,-0.1,1.828,,-0.1,1.82,-16.5289
08-29-2025-Fri 13-21-49-PM,0.2,1.82,-15.7269,0.0,1.812,,-0.2,1.848,-14.6908,-0.2,1.772,,-0.4,1.836,-13.3534,0.0,1.696,,-0.1,1.82,-14.858,-0.1,1.812,,0.2,1.82,,0.0,1.812,-16.2282,-0.2,1.848,,-0.2,1.772,-15.3593,-0.4,1.836,,0.0,1.696,-14.5905,-0.1,1.82,,-0.1,1.812,-16.5623
08-29-2025-Fri 13-21-52-PM,0.1,1.82,-15.7269,-0.1,1.804,,0.0,1.844,-14.6574,0.1,1.772,,-0.3,1.824,-13.3869,-0.1,1.692,,0.1,1.82,-14.8914,-0.2,1.808,,0.1,1.82,,-0.1,1.804,-16.2615,0.0,1.844,,0.1,1.772,-15.3928,-0.3,1.824,,-0.1,1.692,-14.624,0.1,1.82,,-0.2,1.808,-16.5956
08-29-2025-Fri 13-21-54-PM,0.1,1.816,-15.7269,-0.3,1.8,,-0.4,1.84,-14.7243,-0.3,1.768,,-0.2,1.82,-13.3869,0.0,1.692,,-0.2,1.812,-14.9583,0.0,1.808,,0.1,1.816,,-0.3,1.8,-16.295,-0.4,1.84,,-0.3,1.768,-15.4261,-0.2,1.82,,0.0,1.692,-14.624,-0.2,1.812,,0.0,1.808,-16.6291
08-29-2025-Fri 13-21-56-PM,0.0,1.816,-15.7938,-0.1,1.796,,-0.1,1.84,-14.8914,-0.1,1.764,,-0.3,1.816,-13.4203,0.2,1.684,,-0.2,1.804,-15.0251,0.0,1.804,,0.0,1.816,,-0.1,1.796,-16.3285,-0.1,1.84,,-0.1,1.764,-15.4596,-0.3,1.816,,0.2,1.684,-14.6574,-0.2,1.804,,0.0,1.804,-16.6625
08-29-2025-Fri 13-21-59-PM,0.1,1.812,-15.8272,0.0,1.792,,-0.2,1.832,-14.8246,-0.4,1.76,,-0.3,1.808,-13.4872,-0.2,1.684,,0.1,1.8,-14.9917,-0.2,1.804,,0.1,1.812,,0.0,1.792,-16.3285,-0.2,1.832,,-0.4,1.76,-15.493,-0.3,1.808,,-0.2,1.684,-14.6908,0.1,1.8,,-0.2,1.804,-16.696
08-29-2025-Fri 13-22-01-PM,Power On,,-15.8272,,,,,,-14.7911,,,,,,-13.4872,,,,,,-15.0251,,,,Power On,,,,,-16.3952,,,,,,-15.5265,,,,,,-14.7243,,,,,,-16.7293
08-29-2025-Fri 13-22-03-PM,42.0,5.84,-15.8941,43.2,5.844,,45.4,5.844,-14.9248,43.8,5.864,,46.6,5.82,-13.5207,42.4,5.86,,43.5,5.82,-15.0919,38.2,5.824,,42.0,5.84,,43.2,5.844,-16.4286,45.4,5.844,,43.8,5.864,-15.5599,46.6,5.82,,42.4,5.86,-14.7911,43.5,5.82,,38.2,5.824,-16.7627
08-29-2025-Fri 13-22-06-PM,41.0,5.84,-15.8941,42.2,5.852,,44.3,5.848,-14.9248,42.0,5.868,,45.3,5.824,-13.5207,41.4,5.864,,42.7,5.82,-15.0251,37.5,5.828,,41.0,5.84,,42.2,5.852,-16.3952,44.3,5.848,,42.0,5.868,-15.5599,45.3,5.824,,41.4,5.864,-14.7911,42.7,5.82,,37.5,5.828,-16.7961
08-29-2025-Fri 13-22-08-PM,41.1,5.84,-15.8941,41.9,5.848,,44.1,5.848,-14.9583,41.5,5.868,,45.4,5.828,-13.4872,41.0,5.86,,42.7,5.824,-15.0251,37.4,5.824,,41.1,5.84,,41.9,5.848,-16.4286,44.1,5.848,,41.5,5.868,-15.5599,45.4,5.828,,41.0,5.86,-14.8246,42.7,5.824,,37.4,5.824,-16.7961
08-29-2025-Fri 13-22-11-PM,40.7,5.844,-15.9943,41.8,5.848,,43.9,5.848,-14.9583,41.3,5.868,,45.2,5.824,-13.5207,41.1,5.864,,42.4,5.824,-15.0585,37.4,5.828,,40.7,5.844,,41.8,5.848,-16.4955,43.9,5.848,,41.3,5.868,-15.6267,45.2,5.824,,41.1,5.864,-14.7911,42.4,5.824,,37.4,5.828,-16.863
08-29-2025-Fri 13-22-13-PM,40.7,5.844,-15.9943,41.7,5.848,,44.1,5.848,-15.0251,41.0,5.868,,45.2,5.828,-13.4203,41.1,5.864,,42.3,5.82,-15.1922,37.2,5.828,,40.7,5.844,,41.7,5.848,-16.4621,44.1,5.848,,41.0,5.868,-15.6602,45.2,5.828,,41.1,5.864,-14.7911,42.3,5.82,,37.2,5.828,-16.863
08-29-2025-Fri 13-22-18-PM,,,-15.9609,,,,,,-15.0251,,,,,,-13.5875,,,,,,-15.1922,,,,,,,,,-16.5623,,,,,,-15.6935,,,,,,-14.858,,,,,,-16.8964
08-29-2025-Fri 13-22-23-PM,,,-16.1279,,,,,,-15.1254,,,,,,-13.7213,,,,,,-15.259,,,,,,,,,-16.5956,,,,,,-15.7269,,,,,,-14.8914,,,,,,-16.9632
08-29-2025-Fri 13-22-25-PM,-0.1,2.212,-16.1948,-0.2,2.268,,-0.4,2.22,-15.0585,-0.1,2.172,,-0.2,2.324,-13.7547,-0.2,2.076,,0.0,2.24,-15.326,0.0,2.164,,-0.1,2.212,,-0.2,2.268,-16.6625,-0.4,2.22,,-0.1,2.172,-15.7938,-0.2,2.324,,-0.2,2.076,-14.9917,0.0,2.24,,0.0,2.164,-17.03
08-29-2025-Fri 13-22-30-PM,,,-16.2282,,,,,,-15.1922,,,,,,-13.7882,,,,,,-15.3593,,,,,,,,,-16.696,,,,,,-15.7938,,,,,,-14.9917,,,,,,-17.0967
08-29-2025-Fri 13-22-35-PM,,,-16.3285,,,,,,-15.2257,,,,,,-13.8216,,,,,,-15.3928,,,,,,,,,-16.7627,,,,,,-15.8941,,,,,,-15.0585,,,,,,-17.1302
08-29-2025-Fri 13-22-37-PM,0.0,2.052,-16.4286,0.0,2.092,,-0.1,2.076,-15.259,-0.1,2.008,,-0.3,2.156,-13.8885,-0.1,1.904,,0.0,2.076,-15.4596,-0.2,2.016,,0.0,2.052,,0.0,2.092,-16.8296,-0.1,2.076,,-0.1,2.008,-15.9609,-0.3,2.156,,-0.1,1.904,-15.0919,0.0,2.076,,-0.2,2.016,-17.197
08-29-2025-Fri 13-22-39-PM,-0.2,2.036,-16.3285,0.0,2.076,,-0.3,2.056,-15.326,-0.1,1.992,,0.0,2.132,-13.9219,-0.1,1.884,,-0.2,2.056,-15.4596,-0.2,1.992,,-0.2,2.036,,0.0,2.076,-16.863,-0.3,2.056,,-0.1,1.992,-15.9943,0.0,2.132,,-0.1,1.884,-15.1588,-0.2,2.056,,-0.2,1.992,-17.2304
08-29-2025-Fri 13-22-42-PM,-0.4,2.016,-16.3952,0.0,2.056,,-0.4,2.036,-15.2925,0.1,1.976,,-0.4,2.108,-13.9554,0.0,1.872,,0.0,2.036,-15.5265,-0.1,1.98,,-0.4,2.016,,0.0,2.056,-16.8964,-0.4,2.036,,0.1,1.976,-15.9943,-0.4,2.108,,0.0,1.872,-15.1588,0.0,2.036,,-0.1,1.98,-17.2637
08-29-2025-Fri 13-22-44-PM,0.1,2.0,-16.4286,-0.2,2.04,,-0.3,2.02,-15.3928,-0.3,1.964,,-0.1,2.092,-13.9554,-0.1,1.856,,-0.2,2.02,-15.5599,-0.1,1.968,,0.1,2.0,,-0.2,2.04,-16.9297,-0.3,2.02,,-0.3,1.964,-16.0611,-0.1,2.092,,-0.1,1.856,-15.1922,-0.2,2.02,,-0.1,1.968,-17.2637
08-29-2025-Fri 13-22-47-PM,-0.1,1.988,-16.4286,0.0,2.028,,-0.2,2.004,-15.4261,-0.1,1.952,,-0.2,2.072,-13.9888,0.0,1.84,,-0.2,2.004,-15.5599,0.1,1.956,,-0.1,1.988,,0.0,2.028,-16.9297,-0.2,2.004,,-0.1,1.952,-16.0611,-0.2,2.072,,0.0,1.84,-15.1922,-0.2,2.004,,0.1,1.956,-17.2972
08-29-2025-Fri 13-22-49-PM,0.2,1.976,-16.5289,-0.1,2.016,,-0.2,1.992,-15.493,-0.3,1.94,,-0.1,2.052,-14.0222,0.0,1.828,,0.0,1.988,-15.6267,0.2,1.944,,0.2,1.976,,-0.1,2.016,-16.9966,-0.2,1.992,,-0.3,1.94,-16.0945,-0.1,2.052,,0.0,1.828,-15.2257,0.0,1.988,,0.2,1.944,-17.3306
08-29-2025-Fri 13-22-51-PM,0.0,1.964,-16.5623,0.1,2.0,,0.2,1.984,-15.4596,-0.3,1.936,,-0.3,2.036,-14.0556,-0.1,1.824,,0.0,1.98,-15.6267,-0.2,1.932,,0.0,1.964,,0.1,2.0,-17.03,0.2,1.984,,-0.3,1.936,-16.1279,-0.3,2.036,,-0.1,1.824,-15.2925,0.0,1.98,,-0.2,1.932,-17.364
08-29-2025-Fri 13-22-54-PM,0.1,1.956,-16.5623,-0.4,1.988,,0.2,1.976,-15.493,-0.1,1.924,,-0.2,2.02,-14.0556,-0.2,1.812,,-0.2,1.972,-15.6602,0.1,1.924,,0.1,1.956,,-0.4,1.988,-17.0634,0.2,1.976,,-0.1,1.924,-16.1279,-0.2,2.02,,-0.2,1.812,-15.2925,-0.2,1.972,,0.1,1.924,-17.364
08-29-2025-Fri 13-22-56-PM,0.0,1.948,-16.6625,-0.1,1.98,,-0.2,1.96,-15.5265,0.0,1.916,,-0.5,2.008,-14.089,-0.5,1.804,,-0.1,1.956,-15.6935,0.0,1.92,,0.0,1.948,,-0.1,1.98,-17.0634,-0.2,1.96,,0.0,1.916,-16.1948,-0.5,2.008,,-0.5,1.804,-15.326,-0.1,1.956,,0.0,1.92,-17.364
08-29-2025-Fri 13-22-58-PM,0.1,1.936,-16.6291,-0.1,1.972,,-0.4,1.952,-15.5599,-0.4,1.912,,-0.5,1.996,-14.156,-0.1,1.796,,-0.1,1.952,-15.6935,-0.1,1.916,,0.1,1.936,,-0.1,1.972,-17.1302,-0.4,1.952,,-0.4,1.912,-16.2282,-0.5,1.996,,-0.1,1.796,-15.3593,-0.1,1.952,,-0.1,1.916,-17.4307
08-29-2025-Fri 13-23-01-PM,0.1,1.928,-16.696,-0.2,1.96,,-0.1,1.944,-15.5599,-0.3,1.904,,0.0,1.984,-14.156,0.0,1.788,,0.0,1.94,-15.7269,0.1,1.904,,0.1,1.928,,-0.2,1.96,-17.1302,-0.1,1.944,,-0.3,1.904,-16.2615,0.0,1.984,,0.0,1.788,-15.3928,0.0,1.94,,0.1,1.904,-17.4642
08-29-2025-Fri 13-23-03-PM,0.1,1.92,-16.696,-0.2,1.952,,-0.2,1.936,-15.6267,-0.2,1.896,,-0.3,1.972,-14.1894,-0.2,1.78,,-0.3,1.932,-15.7603,0.2,1.896,,0.1,1.92,,-0.2,1.952,-17.1636,-0.2,1.936,,-0.2,1.896,-16.2615,-0.3,1.972,,-0.2,1.78,-15.3928,-0.3,1.932,,0.2,1.896,-17.4976
