Timestamp,Cell 1 Temp,Cell 3 Temp,Cell 5 Temp,Cell 7 Temp,Cell 10 Temp,Cell 12 Temp,Cell 14 Temp,Cell 16 Temp
10-24-2025-Fri 17-51-20-PM,-7.01,-6.055,-3.428,-4.076,-6.949,-5.105,-3.171,-5.217
10-24-2025-Fri 17-51-22-PM,-7.06,-6.1,-3.473,-4.099,-6.993,-5.139,-3.182,-5.217
10-24-2025-Fri 17-51-24-PM,-7.06,-6.111,-3.518,-4.121,-6.993,-5.172,-3.216,-5.233
10-24-2025-Fri 17-51-27-PM,-7.111,-6.178,-3.551,-4.166,-7.027,-5.194,-3.227,-5.284
10-24-2025-Fri 17-51-29-PM,-7.161,-6.2,-3.574,-4.199,-7.06,-5.206,-3.25,-5.317
10-24-2025-Fri 17-51-32-PM,-7.178,-6.222,-3.585,-4.233,-7.083,-5.206,-3.261,-5.334
10-24-2025-Fri 17-51-34-PM,-7.211,-6.267,-3.63,-4.255,-7.105,-5.239,-3.272,-5.351
10-24-2025-Fri 17-51-36-PM,-7.211,-6.278,-3.674,-4.3,-7.116,-5.273,-3.317,-5.384
10-24-2025-Fri 17-51-39-PM,-7.278,-6.301,-3.674,-4.311,-7.161,-5.262,-3.317,-5.384
10-24-2025-Fri 17-51-41-PM,-7.261,-6.345,-3.73,-4.334,-7.161,-5.317,-3.317,-5.401
10-24-2025-Fri 17-51-43-PM,-7.295,-6.379,-3.753,-4.356,-7.183,-5.329,-3.328,-5.418
10-24-2025-Fri 17-51-48-PM,-7.345,-6.424,-3.809,-4.389,-7.217,-5.362,-3.35,-5.435
10-24-2025-Fri 17-51-52-PM,-7.395,-6.457,-3.764,-4.311,-7.25,-5.317,-3.216,-5.317
10-24-2025-Fri 17-51-55-PM,-7.462,-6.535,-3.864,-4.423,-7.295,-5.384,-3.306,-5.434
10-24-2025-Fri 17-51-57-PM,-7.529,-6.602,-3.976,-4.434,-7.362,-5.53,-3.406,-5.468
10-24-2025-Fri 17-52-00-PM,-7.496,-6.558,-3.909,-4.479,-7.328,-5.429,-3.339,-5.502
10-24-2025-Fri 17-52-02-PM,-7.546,-6.636,-3.987,-4.479,-7.373,-5.507,-3.384,-5.485
10-24-2025-Fri 17-52-04-PM,-7.596,-6.68,-4.032,-4.646,-7.418,-5.518,-3.518,-5.669
10-24-2025-Fri 17-52-07-PM,-7.613,-6.703,-4.077,-4.68,-7.429,-5.552,-3.552,-5.703
10-24-2025-Fri 17-52-09-PM,-7.63,-6.703,-4.077,-4.714,-7.44,-5.53,-3.563,-5.719
10-24-2025-Fri 17-52-12-PM,-7.647,-6.77,-4.144,-4.736,-7.474,-5.608,-3.596,-5.736
10-24-2025-Fri 17-52-14-PM,-7.697,-6.792,-4.166,-4.769,-7.496,-5.608,-3.619,-5.77
10-24-2025-Fri 17-52-16-PM,-7.714,-6.815,-4.189,-4.814,-7.518,-5.63,-3.652,-5.82
10-24-2025-Fri 17-52-19-PM,-7.747,-6.837,-4.222,-4.848,-7.541,-5.641,-3.674,-5.837
10-24-2025-Fri 17-52-21-PM,-7.797,-6.904,-4.256,-4.881,-7.585,-5.675,-3.697,-5.87
10-24-2025-Fri 17-52-23-PM,-7.781,-6.893,-4.3,-4.904,-7.574,-5.697,-3.73,-5.87
10-24-2025-Fri 17-52-26-PM,-7.864,-6.949,-4.312,-4.926,-7.63,-5.708,-3.73,-5.904
10-24-2025-Fri 17-52-28-PM,-7.898,-6.993,-4.345,-4.948,-7.652,-5.731,-3.742,-5.921
10-24-2025-Fri 17-52-30-PM,-7.898,-6.993,-4.367,-4.982,-7.663,-5.742,-3.775,-5.937
10-24-2025-Fri 17-52-33-PM,-7.948,-7.049,-4.39,-5.015,-7.708,-5.764,-3.786,-5.971
10-24-2025-Fri 17-52-35-PM,-7.998,-7.094,-4.435,-5.049,-7.742,-5.787,-3.82,-5.987
10-24-2025-Fri 17-52-38-PM,-8.015,-7.127,-4.468,-5.082,-7.764,-5.82,-3.831,-6.021
10-24-2025-Fri 17-52-40-PM,-8.015,-7.161,-4.502,-5.105,-7.764,-5.854,-3.842,-6.054
10-24-2025-Fri 17-52-42-PM,-8.065,-7.183,-4.524,-5.138,-7.797,-5.854,-3.865,-6.071
10-24-2025-Fri 17-52-45-PM,-8.065,-7.194,-4.557,-5.172,-7.797,-5.876,-3.898,-6.105
10-24-2025-Fri 17-52-47-PM,-8.116,-7.228,-4.58,-5.194,-7.842,-5.887,-3.92,-6.105
10-24-2025-Fri 17-52-49-PM,-8.132,-7.261,-4.591,-5.216,-7.853,-5.898,-3.909,-6.138
10-24-2025-Fri 17-52-52-PM,-8.183,-7.284,-4.613,-5.239,-7.887,-5.91,-3.943,-6.155
10-24-2025-Fri 17-52-54-PM,-8.183,-7.328,-4.68,-5.283,-7.898,-5.965,-3.976,-6.188
10-24-2025-Fri 17-52-57-PM,-8.216,-7.362,-4.703,-5.306,-7.931,-5.988,-3.988,-6.205
10-24-2025-Fri 17-53-00-PM,-8.266,-7.406,-4.736,-5.339,-7.965,-5.999,-4.021,-6.222
10-24-2025-Fri 17-53-04-PM,-8.317,-7.451,-4.781,-5.373,-8.01,-6.044,-4.055,-6.256
10-24-2025-Fri 17-53-07-PM,-8.384,-7.518,-4.837,-5.429,-8.054,-6.066,-4.088,-6.289
10-24-2025-Fri 17-53-09-PM,-8.4,-7.529,-4.848,-5.451,-8.065,-6.066,-4.088,-6.306
10-24-2025-Fri 17-53-11-PM,-8.4,-7.54,-4.87,-5.496,-8.077,-6.088,-4.122,-6.356
10-24-2025-Fri 17-53-14-PM,-8.451,-7.574,-4.893,-5.507,-8.11,-6.099,-4.133,-6.356
10-24-2025-Fri 17-53-16-PM,-8.467,-7.619,-4.949,-5.529,-8.121,-6.133,-4.144,-6.356
10-24-2025-Fri 17-53-19-PM,-8.518,-7.641,-4.949,-5.563,-8.166,-6.133,-4.166,-6.39
10-24-2025-Fri 17-53-21-PM,-8.534,-7.674,-4.993,-5.574,-8.177,-6.166,-4.189,-6.39
10-24-2025-Fri 17-53-23-PM,-8.534,-7.686,-5.004,-5.608,-8.188,-6.178,-4.211,-6.423
10-24-2025-Fri 17-53-26-PM,-8.601,-7.753,-5.049,-5.63,-8.233,-6.211,-4.234,-6.44
10-24-2025-Fri 17-53-30-PM,-8.651,-7.786,-5.072,-5.641,-8.266,-6.222,-4.234,-6.44
10-24-2025-Fri 17-53-32-PM,-8.651,-7.808,-5.116,-5.697,-8.277,-6.256,-4.278,-6.49
10-24-2025-Fri 17-53-34-PM,-8.718,-7.864,-5.15,-5.719,-8.322,-6.278,-4.289,-6.507
10-24-2025-Fri 17-53-37-PM,-8.735,-7.864,-5.161,-5.742,-8.333,-6.278,-4.312,-6.524
10-24-2025-Fri 17-53-39-PM,-8.702,-7.864,-5.194,-5.764,-8.322,-6.301,-4.323,-6.524
10-24-2025-Fri 17-53-41-PM,-8.785,-7.931,-5.206,-5.764,-8.389,-6.323,-4.323,-6.524
10-24-2025-Fri 17-53-44-PM,-8.785,-7.931,-5.25,-5.809,-8.378,-6.323,-4.379,-6.54
10-24-2025-Fri 17-53-46-PM,-8.819,-7.965,-5.261,-5.842,-8.411,-6.345,-4.39,-6.591
10-24-2025-Fri 17-53-48-PM,-8.886,-8.009,-5.273,-5.842,-8.456,-6.345,-4.39,-6.574
10-24-2025-Fri 17-53-51-PM,-8.903,-8.054,-5.329,-5.876,-8.478,-6.39,-4.412,-6.591
10-24-2025-Fri 17-53-53-PM,-8.919,-8.054,-5.34,-5.898,-8.49,-6.39,-4.435,-6.607
10-24-2025-Fri 17-53-56-PM,-8.97,-8.121,-5.384,-5.909,-8.534,-6.446,-4.446,-6.624
10-24-2025-Fri 17-53-58-PM,-8.97,-8.11,-5.396,-5.943,-8.523,-6.423,-4.468,-6.641
10-24-2025-Fri 17-54-00-PM,-9.003,-8.166,-5.44,-5.965,-8.557,-6.468,-4.479,-6.658
10-24-2025-Fri 17-54-03-PM,-9.003,-8.177,-5.451,-5.965,-8.557,-6.479,-4.479,-6.658
10-24-2025-Fri 17-54-05-PM,-9.037,-8.177,-5.463,-5.999,-8.579,-6.468,-4.513,-6.674
10-24-2025-Fri 17-54-07-PM,-9.087,-8.255,-5.507,-6.021,-8.624,-6.513,-4.524,-6.691
10-24-2025-Fri 17-54-10-PM,-9.087,-8.255,-5.541,-6.032,-8.623,-6.535,-4.546,-6.691
10-24-2025-Fri 17-54-12-PM,-9.087,-8.266,-5.552,-6.054,-8.623,-6.535,-4.547,-6.708
10-24-2025-Fri 17-54-15-PM,-9.137,-8.289,-5.552,-6.077,-8.668,-6.535,-4.558,-6.725
10-24-2025-Fri 17-54-17-PM,-9.187,-8.333,-5.597,-6.088,-8.702,-6.569,-4.58,-6.725
10-24-2025-Fri 17-54-19-PM,-9.187,-8.344,-5.608,-6.099,-8.702,-6.569,-4.591,-6.725
10-24-2025-Fri 17-54-22-PM,-9.204,-8.356,-5.619,-6.121,-8.724,-6.58,-4.614,-6.741
10-24-2025-Fri 17-54-24-PM,-9.271,-8.411,-5.653,-6.144,-8.769,-6.602,-4.625,-6.758
10-24-2025-Fri 17-54-26-PM,-9.254,-8.445,-5.72,-6.155,-8.769,-6.658,-4.647,-6.741
10-24-2025-Fri 17-54-29-PM,-9.271,-8.445,-5.72,-6.177,-8.78,-6.647,-4.658,-6.758
10-24-2025-Fri 17-54-31-PM,-9.321,-8.478,-5.742,-6.2,-8.813,-6.658,-4.681,-6.775
10-24-2025-Fri 17-54-34-PM,-9.405,-8.512,-5.787,-6.144,-8.869,-6.703,-4.669,-6.691
10-24-2025-Fri 17-54-36-PM,-9.355,-8.512,-5.731,-6.133,-8.836,-6.636,-4.58,-6.657
10-24-2025-Fri 17-54-38-PM,-9.371,-8.534,-5.764,-6.222,-8.847,-6.669,-4.692,-6.792
10-24-2025-Fri 17-54-40-PM,-9.438,-8.579,-5.753,-6.11,-8.903,-6.68,-4.614,-6.641
10-24-2025-Fri 17-54-43-PM,-9.405,-8.59,-5.854,-6.244,-8.891,-6.77,-4.759,-6.808
10-24-2025-Fri 17-54-45-PM,-9.405,-8.556,-5.809,-6.289,-8.88,-6.669,-4.681,-6.808
10-24-2025-Fri 17-54-47-PM,-9.438,-8.623,-5.82,-6.188,-8.914,-6.736,-4.625,-6.724
10-24-2025-Fri 17-54-50-PM,-9.438,-8.635,-5.798,-6.267,-8.914,-6.691,-4.681,-6.808
10-24-2025-Fri 17-54-54-PM,-9.489,-8.646,-5.898,-6.233,-8.947,-6.758,-4.725,-6.708
10-24-2025-Fri 17-54-57-PM,-9.522,-8.69,-5.965,-6.334,-8.981,-6.803,-4.815,-6.808
10-24-2025-Fri 17-54-59-PM,-9.589,-8.735,-5.999,-6.345,-9.025,-6.825,-4.837,-6.808
10-24-2025-Fri 17-55-02-PM,-9.589,-8.769,-6.032,-6.345,-9.036,-6.859,-4.848,-6.792
10-24-2025-Fri 17-55-04-PM,-9.639,-8.791,-6.032,-6.378,-9.07,-6.848,-4.859,-6.825
10-24-2025-Fri 17-55-06-PM,-9.656,-8.802,-6.055,-6.39,-9.081,-6.859,-4.871,-6.825
10-24-2025-Fri 17-55-11-PM,-9.639,-8.813,-6.088,-6.401,-9.07,-6.881,-4.882,-6.825
10-24-2025-Fri 17-55-15-PM,-9.673,-8.858,-6.133,-6.423,-9.103,-6.915,-4.915,-6.825
10-24-2025-Fri 17-55-17-PM,-9.773,-8.936,-6.178,-6.457,-9.182,-6.948,-4.949,-6.842
10-24-2025-Fri 17-55-20-PM,-9.807,-8.936,-6.166,-6.434,-9.204,-6.937,-4.949,-6.808
10-24-2025-Fri 17-55-22-PM,-9.807,-8.981,-6.222,-6.468,-9.215,-6.982,-4.982,-6.825
10-24-2025-Fri 17-55-24-PM,-9.807,-8.992,-6.233,-6.468,-9.215,-6.993,-4.971,-6.825
10-24-2025-Fri 17-55-27-PM,-9.874,-9.059,-6.278,-6.468,-9.271,-7.038,-4.994,-6.808
10-24-2025-Fri 17-55-29-PM,-9.857,-9.036,-6.289,-6.479,-9.249,-7.026,-5.005,-6.808
10-24-2025-Fri 17-55-31-PM,-9.89,-9.036,-6.3,-6.501,-9.271,-7.015,-5.027,-6.808
10-24-2025-Fri 17-55-34-PM,-9.89,-9.07,-6.345,-6.513,-9.271,-7.049,-5.049,-6.808
10-24-2025-Fri 17-55-36-PM,-9.941,-9.103,-6.379,-6.535,-9.304,-7.071,-5.072,-6.825
10-24-2025-Fri 17-55-39-PM,-9.974,-9.126,-6.39,-6.546,-9.338,-7.071,-5.094,-6.808
10-24-2025-Fri 17-55-41-PM,-9.974,-9.148,-6.401,-6.546,-9.349,-7.093,-5.083,-6.808
10-24-2025-Fri 17-55-44-PM,-10.007,-9.182,-6.423,-6.546,-9.371,-7.105,-5.094,-6.792
10-24-2025-Fri 17-55-46-PM,-10.007,-9.193,-6.457,-6.568,-9.382,-7.127,-5.128,-6.792
10-24-2025-Fri 17-55-48-PM,-10.058,-9.226,-6.49,-6.58,-9.405,-7.138,-5.15,-6.792
10-24-2025-Fri 17-55-52-PM,-10.041,-9.226,-6.501,-6.58,-9.405,-7.149,-5.15,-6.775
10-24-2025-Fri 17-55-55-PM,-10.125,-9.282,-6.535,-6.602,-9.461,-7.172,-5.172,-6.792
10-24-2025-Fri 17-55-57-PM,-10.158,-9.315,-6.568,-6.624,-9.494,-7.205,-5.195,-6.808
10-24-2025-Fri 17-55-59-PM,-10.125,-9.315,-6.602,-6.647,-9.472,-7.216,-5.217,-6.808
10-24-2025-Fri 17-56-02-PM,-10.141,-9.327,-6.602,-6.647,-9.494,-7.227,-5.217,-6.808
10-24-2025-Fri 17-56-04-PM,-10.192,-9.36,-6.635,-6.669,-9.527,-7.239,-5.239,-6.808
10-24-2025-Fri 17-56-06-PM,-10.208,-9.405,-6.669,-6.691,-9.55,-7.272,-5.262,-6.825
10-24-2025-Fri 17-56-09-PM,-10.258,-9.416,-6.669,-6.669,-9.572,-7.261,-5.25,-6.792
10-24-2025-Fri 17-56-11-PM,-10.242,-9.438,-6.714,-6.702,-9.572,-7.306,-5.284,-6.825
10-24-2025-Fri 17-56-14-PM,-10.259,-9.427,-6.725,-6.702,-9.583,-7.294,-5.284,-6.792
10-24-2025-Fri 17-56-16-PM,-10.275,-9.472,-6.758,-6.736,-9.606,-7.328,-5.317,-6.825
10-24-2025-Fri 17-56-18-PM,-10.309,-9.494,-6.781,-6.758,-9.628,-7.339,-5.329,-6.842
10-24-2025-Fri 17-56-21-PM,-10.342,-9.494,-6.781,-6.758,-9.65,-7.328,-5.34,-6.825
10-24-2025-Fri 17-56-23-PM,-10.326,-9.494,-6.803,-6.77,-9.639,-7.339,-5.351,-6.825
10-24-2025-Fri 17-56-25-PM,-10.376,-9.55,-6.848,-6.792,-9.673,-7.373,-5.362,-6.842
10-24-2025-Fri 17-56-28-PM,-10.376,-9.55,-6.859,-6.803,-9.673,-7.373,-5.373,-6.842
10-24-2025-Fri 17-56-30-PM,-10.426,-9.583,-6.87,-6.825,-9.706,-7.373,-5.396,-6.859
10-24-2025-Fri 17-56-33-PM,-10.409,-9.594,-6.903,-6.848,-9.706,-7.395,-5.418,-6.859
10-24-2025-Fri 17-56-35-PM,-10.443,-9.606,-6.915,-6.848,-9.728,-7.406,-5.418,-6.859
10-24-2025-Fri 17-56-37-PM,-10.443,-9.628,-6.948,-6.87,-9.74,-7.428,-5.44,-6.859
10-24-2025-Fri 17-56-40-PM,-10.443,-9.639,-6.959,-6.87,-9.74,-7.439,-5.44,-6.859
10-24-2025-Fri 17-56-42-PM,-10.459,-9.65,-6.993,-6.881,-9.751,-7.462,-5.452,-6.859
10-24-2025-Fri 17-56-44-PM,-10.476,-9.661,-7.004,-6.915,-9.762,-7.451,-5.474,-6.875
10-24-2025-Fri 17-56-47-PM,-10.526,-9.728,-7.049,-6.915,-9.806,-7.506,-5.485,-6.875
10-24-2025-Fri 17-56-49-PM,-10.56,-9.728,-7.049,-6.926,-9.818,-7.484,-5.496,-6.875
10-24-2025-Fri 17-56-52-PM,-10.576,-9.751,-7.093,-6.959,-9.84,-7.518,-5.519,-6.892
10-24-2025-Fri 17-56-54-PM,-10.56,-9.728,-7.093,-6.959,-9.829,-7.506,-5.53,-6.875
10-24-2025-Fri 17-56-56-PM,-10.61,-9.773,-7.116,-6.982,-9.862,-7.529,-5.552,-6.909
10-24-2025-Fri 17-56-59-PM,-10.61,-9.784,-7.138,-6.982,-9.862,-7.54,-5.541,-6.892
10-24-2025-Fri 17-57-01-PM,-10.627,-9.784,-7.149,-6.993,-9.873,-7.54,-5.563,-6.892
10-24-2025-Fri 17-57-03-PM,-10.627,-9.795,-7.171,-7.004,-9.885,-7.562,-5.574,-6.892
10-24-2025-Fri 17-57-06-PM,-10.66,-9.829,-7.194,-7.026,-9.907,-7.573,-5.597,-6.909
10-24-2025-Fri 17-57-08-PM,-10.677,-9.851,-7.25,-7.049,-9.918,-7.607,-5.63,-6.909
10-24-2025-Fri 17-57-10-PM,-10.66,-9.818,-7.216,-7.049,-9.907,-7.573,-5.619,-6.909
10-24-2025-Fri 17-57-13-PM,-10.71,-9.918,-7.283,-7.071,-9.963,-7.652,-5.653,-6.926
10-24-2025-Fri 17-57-15-PM,-10.727,-9.885,-7.261,-7.071,-9.963,-7.618,-5.63,-6.926
10-24-2025-Fri 17-57-17-PM,-10.71,-9.862,-7.272,-7.093,-9.952,-7.607,-5.653,-6.926
10-24-2025-Fri 17-57-20-PM,-10.761,-9.929,-7.317,-7.105,-9.985,-7.652,-5.675,-6.942
10-24-2025-Fri 17-57-22-PM,-10.761,-9.929,-7.317,-7.105,-9.996,-7.652,-5.664,-6.926
10-24-2025-Fri 17-57-25-PM,-10.777,-9.963,-7.35,-7.127,-10.007,-7.674,-5.686,-6.942
10-24-2025-Fri 17-57-27-PM,-10.777,-9.952,-7.361,-7.138,-10.018,-7.685,-5.697,-6.942
10-24-2025-Fri 17-57-29-PM,-10.811,-9.974,-7.384,-7.149,-10.041,-7.696,-5.72,-6.942
10-24-2025-Fri 17-57-32-PM,-10.844,-9.996,-7.406,-7.16,-10.052,-7.707,-5.72,-6.959
10-24-2025-Fri 17-57-34-PM,-10.828,-9.996,-7.406,-7.172,-10.063,-7.719,-5.731,-6.959
10-24-2025-Fri 17-57-36-PM,-10.844,-10.03,-7.439,-7.172,-10.063,-7.741,-5.731,-6.959
10-24-2025-Fri 17-57-39-PM,-10.878,-10.018,-7.428,-7.183,-10.085,-7.719,-5.742,-6.959
10-24-2025-Fri 17-57-41-PM,-10.878,-10.063,-7.473,-7.205,-10.097,-7.763,-5.764,-6.976
10-24-2025-Fri 17-57-44-PM,-10.911,-10.074,-7.495,-7.216,-10.13,-7.785,-5.775,-6.976
10-24-2025-Fri 17-57-46-PM,-10.928,-10.074,-7.495,-7.216,-10.13,-7.774,-5.775,-6.976
10-24-2025-Fri 17-57-48-PM,-10.928,-10.074,-7.506,-7.239,-10.13,-7.774,-5.787,-6.993
10-24-2025-Fri 17-57-51-PM,-10.928,-10.108,-7.529,-7.25,-10.141,-7.797,-5.798,-6.993
10-24-2025-Fri 17-57-53-PM,-10.928,-10.108,-7.518,-7.138,-10.141,-7.785,-5.675,-6.825
10-24-2025-Fri 17-57-55-PM,-10.961,-10.13,-7.518,-7.216,-10.175,-7.797,-5.742,-6.942
10-24-2025-Fri 17-57-58-PM,-10.961,-10.13,-7.54,-7.194,-10.164,-7.83,-5.775,-6.942
10-24-2025-Fri 17-58-00-PM,-10.961,-10.164,-7.506,-7.16,-10.175,-7.774,-5.641,-6.842
10-24-2025-Fri 17-58-02-PM,-10.978,-10.152,-7.551,-7.25,-10.186,-7.819,-5.764,-6.976
10-24-2025-Fri 17-58-05-PM,-11.012,-10.175,-7.585,-7.16,-10.219,-7.864,-5.753,-6.842
10-24-2025-Fri 17-58-07-PM,-11.028,-10.175,-7.652,-7.16,-10.219,-7.875,-5.742,-6.775
10-24-2025-Fri 17-58-09-PM,-11.028,-10.186,-7.64,-7.082,-10.23,-7.908,-5.686,-6.708
10-24-2025-Fri 17-58-12-PM,-11.045,-10.208,-7.629,-7.239,-10.242,-7.875,-5.764,-6.909
10-24-2025-Fri 17-58-14-PM,-11.095,-10.23,-7.618,-7.25,-10.275,-7.897,-5.831,-6.976
10-24-2025-Fri 17-58-16-PM,-11.095,-10.23,-7.618,-7.205,-10.275,-7.886,-5.753,-6.892
10-24-2025-Fri 17-58-19-PM,-11.078,-10.23,-7.685,-7.339,-10.275,-7.931,-5.887,-7.043
10-24-2025-Fri 17-58-21-PM,-11.095,-10.242,-7.718,-7.361,-10.275,-7.931,-5.909,-7.043
10-24-2025-Fri 17-58-23-PM,-11.112,-10.264,-7.73,-7.361,-10.297,-7.953,-5.909,-7.043
10-24-2025-Fri 17-58-26-PM,-11.095,-10.264,-7.752,-7.373,-10.286,-7.975,-5.921,-7.06
10-24-2025-Fri 17-58-28-PM,-11.112,-10.264,-7.741,-7.361,-10.297,-7.964,-5.909,-7.043
10-24-2025-Fri 17-58-31-PM,-11.129,-10.286,-7.774,-7.395,-10.309,-7.986,-5.932,-7.076
10-24-2025-Fri 17-58-33-PM,-11.146,-10.297,-7.785,-7.395,-10.32,-7.998,-5.943,-7.076
10-24-2025-Fri 17-58-35-PM,-11.179,-10.32,-7.785,-7.384,-10.353,-7.998,-5.932,-7.043
10-24-2025-Fri 17-58-38-PM,-11.179,-10.297,-7.785,-7.406,-10.342,-7.986,-5.943,-7.076
10-24-2025-Fri 17-58-40-PM,-11.196,-10.353,-7.819,-7.428,-10.376,-8.031,-5.965,-7.093
10-24-2025-Fri 17-58-42-PM,-11.212,-10.364,-7.841,-7.428,-10.375,-8.042,-5.965,-7.093
10-24-2025-Fri 17-58-45-PM,-11.212,-10.364,-7.864,-7.44,-10.376,-8.053,-5.976,-7.093
10-24-2025-Fri 17-58-47-PM,-11.246,-10.364,-7.852,-7.44,-10.398,-8.042,-5.976,-7.093
10-24-2025-Fri 17-58-49-PM,-11.246,-10.387,-7.864,-7.451,-10.409,-8.064,-5.988,-7.11
10-24-2025-Fri 17-58-52-PM,-11.263,-10.42,-7.897,-7.473,-10.42,-8.087,-5.999,-7.127
10-24-2025-Fri 17-58-55-PM,-11.263,-10.409,-7.886,-7.462,-10.431,-8.087,-5.988,-7.11
10-24-2025-Fri 17-58-57-PM,-11.296,-10.431,-7.908,-7.473,-10.454,-8.098,-5.999,-7.11
10-24-2025-Fri 17-59-02-PM,-11.279,-10.42,-7.919,-7.473,-10.442,-8.109,-6.01,-7.11
10-24-2025-Fri 17-59-06-PM,-11.346,-10.465,-7.953,-7.495,-10.487,-8.132,-6.032,-7.127
10-24-2025-Fri 17-59-09-PM,-11.33,-10.465,-7.964,-7.507,-10.487,-8.154,-6.032,-7.143
10-24-2025-Fri 17-59-12-PM,-11.38,-10.509,-7.986,-7.518,-10.532,-8.176,-6.043,-7.143
10-24-2025-Fri 17-59-14-PM,-11.396,-10.498,-7.975,-7.518,-10.532,-8.154,-6.032,-7.143
10-24-2025-Fri 17-59-16-PM,-11.396,-10.521,-8.009,-7.518,-10.532,-8.187,-6.043,-7.143
10-24-2025-Fri 17-59-19-PM,-11.396,-10.521,-8.02,-7.54,-10.532,-8.187,-6.055,-7.16
10-24-2025-Fri 17-59-21-PM,-11.413,-10.521,-8.031,-7.551,-10.543,-8.198,-6.077,-7.177
10-24-2025-Fri 17-59-24-PM,-11.38,-10.532,-8.031,-7.54,-10.532,-8.21,-6.055,-7.16
10-24-2025-Fri 17-59-26-PM,-11.43,-10.565,-8.064,-7.551,-10.565,-8.232,-6.066,-7.16
10-24-2025-Fri 17-59-28-PM,-11.463,-10.576,-8.076,-7.562,-10.588,-8.243,-6.088,-7.177
10-24-2025-Fri 17-59-31-PM,-11.48,-10.587,-8.076,-7.574,-10.599,-8.243,-6.088,-7.194
10-24-2025-Fri 17-59-33-PM,-11.48,-10.61,-8.076,-7.574,-10.61,-8.254,-6.077,-7.194
10-24-2025-Fri 17-59-35-PM,-11.497,-10.632,-8.109,-7.574,-10.621,-8.277,-6.077,-7.177
10-24-2025-Fri 17-59-38-PM,-11.514,-10.61,-8.042,-7.574,-10.632,-8.221,-6.021,-7.194
10-24-2025-Fri 17-59-40-PM,-11.48,-10.599,-8.053,-7.585,-10.61,-8.21,-6.043,-7.177
10-24-2025-Fri 17-59-42-PM,-11.497,-10.621,-8.02,-7.562,-10.632,-8.221,-6.01,-7.194
10-24-2025-Fri 17-59-45-PM,-11.514,-10.61,-8.053,-7.462,-10.643,-8.277,-5.976,-7.076
10-24-2025-Fri 17-59-47-PM,-11.514,-10.621,-8.131,-7.585,-10.632,-8.299,-6.111,-7.194
10-24-2025-Fri 17-59-49-PM,-11.53,-10.621,-8.064,-7.518,-10.654,-8.243,-5.965,-7.093
10-24-2025-Fri 17-59-52-PM,-11.497,-10.61,-8.053,-7.573,-10.643,-8.254,-5.965,-7.193
10-24-2025-Fri 17-59-54-PM,-11.564,-10.654,-8.098,-7.562,-10.677,-8.265,-6.021,-7.143
10-24-2025-Fri 17-59-57-PM,-11.53,-10.621,-8.131,-7.551,-10.654,-8.31,-6.055,-7.143
10-24-2025-Fri 17-59-59-PM,-11.564,-10.666,-8.165,-7.629,-10.688,-8.344,-6.122,-7.244
10-24-2025-Fri 18-00-02-PM,-11.581,-10.688,-8.176,-7.629,-10.699,-8.355,-6.122,-7.244
10-24-2025-Fri 18-00-04-PM,-11.58,-10.677,-8.176,-7.641,-10.71,-8.366,-6.133,-7.261
10-24-2025-Fri 18-00-07-PM,-11.614,-10.699,-8.198,-7.641,-10.733,-8.377,-6.133,-7.244
10-24-2025-Fri 18-00-09-PM,-11.614,-10.699,-8.187,-7.629,-10.733,-8.366,-6.122,-7.227
10-24-2025-Fri 18-00-14-PM,-11.631,-10.721,-8.221,-7.652,-10.744,-8.388,-6.144,-7.244
10-24-2025-Fri 18-00-19-PM,-11.631,-10.733,-8.232,-7.663,-10.755,-8.41,-6.155,-7.261
10-24-2025-Fri 18-00-21-PM,-11.647,-10.732,-8.232,-7.663,-10.777,-8.433,-6.166,-7.277
10-24-2025-Fri 18-00-24-PM,-11.664,-10.755,-8.254,-7.696,-10.777,-8.433,-6.178,-7.311
10-24-2025-Fri 18-00-26-PM,-11.714,-10.799,-8.265,-7.674,-10.822,-8.455,-6.155,-7.277
10-24-2025-Fri 18-00-28-PM,-11.698,-10.777,-8.277,-7.696,-10.811,-8.455,-6.189,-7.294
10-24-2025-Fri 18-00-31-PM,-11.731,-10.788,-8.265,-7.696,-10.833,-8.455,-6.166,-7.311
10-24-2025-Fri 18-00-33-PM,-11.731,-10.777,-8.265,-7.696,-10.833,-8.444,-6.166,-7.294
10-24-2025-Fri 18-00-36-PM,-11.731,-10.799,-8.31,-7.707,-10.844,-8.489,-6.189,-7.294
10-24-2025-Fri 18-00-38-PM,-11.714,-10.766,-8.288,-7.707,-10.822,-8.466,-6.189,-7.311
10-24-2025-Fri 18-00-40-PM,-11.765,-10.811,-8.288,-7.707,-10.866,-8.477,-6.178,-7.311
10-24-2025-Fri 18-00-43-PM,-11.765,-10.811,-8.299,-7.707,-10.866,-8.489,-6.189,-7.311
10-24-2025-Fri 18-00-45-PM,-11.798,-10.822,-8.288,-7.719,-10.9,-8.489,-6.178,-7.328
10-24-2025-Fri 18-00-48-PM,-11.765,-10.822,-8.321,-7.73,-10.878,-8.511,-6.2,-7.328
10-24-2025-Fri 18-00-50-PM,-11.815,-10.866,-8.343,-7.73,-10.9,-8.522,-6.2,-7.328
10-24-2025-Fri 18-00-52-PM,-11.815,-10.844,-8.343,-7.741,-10.911,-8.533,-6.211,-7.344
