all_data_POWER_ON_only_2025-08-28
Timestamp,Cell 1 - Current - ,Cell 1 - Voltage - ,Cell 1 - Temperature - ,Cell 2 - Current - ,Cell 2 - Voltage - ,Cell 2 - Temperature - ,Cell 3 - Current - ,Cell 3 - Voltage - ,Cell 3 - Temperature - ,Cell 4 - Current - ,Cell 4 - Voltage - ,Cell 4 - Temperature - ,Cell 5 - Current ,Cell 5 - Voltage ,Cell 5 - Temperature ,Cell 6 - Current ,Cell 6 - Voltage ,Cell 6 - Temperature ,Cell 7 - Current ,Cell 7 - Voltage ,Cell 7 - Temperature ,Cell 8 - Current ,Cell 8 - Voltage ,Cell 8 - Temperature ,Cell 9 - Current ,Cell 9 - Voltage ,Cell 9 - Temperature ,Cell 10 - Current ,Cell 10 - Voltage ,Cell 10 - Temperature ,Cell 11 - Current ,Cell 11 - Voltage ,Cell 11 - Temperature ,Cell 12 - Current ,Cell 12 - Voltage ,Cell 12 - Temperature ,Cell 13 - Current ,Cell 13 - Voltage ,Cell 13 - Temperature ,Cell 14 - Current ,Cell 14 - Voltage ,Cell 14 - Temperature ,Cell 15 - Current ,Cell 15 - Voltage ,Cell 15 - Temperature ,Cell 16 - Current ,Cell 16 - Voltage ,Cell 16 - Temperature 
08-28-2025-Thu 19-14-03-PM,,,,,,,,,,,,,,,,,,,,,,,,,96.0,5.656,11.6564,78.3,5.664,12.0943,85.2,5.664,13.7126,91.2,5.708,14.656,110.5,5.616,13.5771,96.5,5.68,14.1843,90.3,5.612,14.5214,92.0,5.616,13.5102
08-28-2025-Thu 19-14-06-PM,,,,,,,,,,,,,,,,,,,,,,,,,96.2,5.652,11.6226,78.4,5.668,12.0943,84.8,5.664,13.7126,91.1,5.704,14.5552,110.3,5.616,13.611,96.5,5.68,14.0827,89.9,5.612,14.6222,91.8,5.612,13.274
08-28-2025-Thu 19-14-08-PM,,,,,,,,,,,,,,,,,,,,,,,,,95.9,5.66,11.5218,77.7,5.664,12.1282,85.2,5.664,13.7457,91.0,5.704,14.5214,110.3,5.616,13.5771,96.6,5.68,14.1166,89.6,5.612,14.2851,91.7,5.612,13.274
08-28-2025-Thu 19-14-11-PM,,,,,,,,,,,,,,,,,,,,,,,,,95.9,5.656,11.5218,78.1,5.668,12.0274,85.0,5.664,13.5771,91.1,5.704,14.5214,110.3,5.62,13.5102,96.5,5.68,14.0158,90.0,5.612,14.319,91.6,5.616,13.4425
08-28-2025-Thu 19-14-13-PM,,,,,,,,,,,,,,,,,,,,,,,,,95.9,5.656,11.4879,78.1,5.668,11.9935,85.0,5.664,13.5771,91.1,5.704,14.4875,110.4,5.62,13.5433,96.6,5.68,13.9481,89.6,5.612,14.3528,91.7,5.612,13.2401
08-28-2025-Thu 19-14-15-PM,,,,,,,,,,,,,,,,,,,,,,,,,95.6,5.656,11.5548,77.8,5.664,12.0274,85.0,5.66,13.5771,91.1,5.708,14.4875,110.3,5.62,13.5102,96.3,5.68,13.9481,89.7,5.612,14.3867,91.4,5.612,13.1393
08-28-2025-Thu 19-14-18-PM,,,,,,,,,,,,,,,,,,,,,,,,,96.0,5.656,11.4202,77.7,5.668,11.9935,85.1,5.664,13.611,91.0,5.704,14.4206,109.9,5.616,13.5102,96.2,5.68,13.9481,89.5,5.612,14.4206,91.3,5.616,13.2062
08-28-2025-Thu 19-14-20-PM,,,,,,,,,,,,,,,,,,,,,,,,,95.7,5.656,11.4202,77.7,5.668,11.8588,85.0,5.664,13.4756,91.3,5.704,14.4206,110.3,5.62,13.4425,96.3,5.684,13.9819,89.6,5.612,14.319,91.3,5.616,13.2401
08-28-2025-Thu 19-14-23-PM,,,,,,,,,,,,,,,,,,,,,,,,,95.9,5.656,11.3863,77.8,5.668,11.9596,84.8,5.664,13.4425,90.9,5.708,14.3528,110.3,5.616,13.4425,96.1,5.68,13.8473,89.2,5.612,14.1166,91.3,5.616,13.2062
08-28-2025-Thu 19-14-25-PM,,,,,,,,,,,,,,,,,,,,,,,,,95.5,5.656,11.3533,77.6,5.668,11.8588,84.6,5.664,13.4756,91.0,5.704,14.3867,110.0,5.62,13.4086,96.3,5.68,13.8473,89.4,5.612,14.2182,90.9,5.612,13.1732
08-28-2025-Thu 19-14-28-PM,,,,,,,,,,,,,,,,,,,,,,,,,95.4,5.656,11.3863,77.9,5.664,11.7911,84.8,5.664,13.4756,90.9,5.708,14.319,109.6,5.616,13.3748,96.4,5.68,13.8473,89.4,5.612,14.1505,90.9,5.616,12.903
08-28-2025-Thu 19-14-30-PM,,,,,,,,,,,,,,,,,,,,,,,,,95.6,5.66,11.3194,78.0,5.668,11.825,84.8,5.664,13.4425,90.6,5.704,14.2512,109.6,5.616,13.3078,96.1,5.68,13.7457,89.4,5.616,14.319,91.0,5.612,13.274
08-28-2025-Thu 19-14-32-PM,,,,,,,,,,,,,,,,,,,,,,,,,95.3,5.656,11.2517,77.5,5.668,11.7911,84.7,5.664,13.4425,91.0,5.704,14.2512,109.7,5.616,13.3409,96.1,5.68,13.6779,89.1,5.612,14.1843,90.9,5.616,12.903
08-28-2025-Thu 19-14-35-PM,,,,,,,,,,,,,,,,,,,,,,,,,95.5,5.656,11.3863,77.8,5.668,11.7572,84.7,5.664,13.4425,90.7,5.708,14.319,109.7,5.616,13.274,96.1,5.68,13.6779,89.2,5.612,14.2182,90.7,5.612,12.903
08-28-2025-Thu 19-14-37-PM,,,,,,,,,,,,,,,,,,,,,,,,,95.5,5.652,11.2517,77.9,5.668,11.6895,84.7,5.664,13.4756,90.5,5.708,14.2851,109.4,5.62,13.2401,95.8,5.684,13.7457,89.3,5.612,14.1166,91.1,5.616,12.9369
08-28-2025-Thu 19-14-40-PM,,,,,,,,,,,,,,,,,,,,,,,,,95.5,5.656,11.2517,77.4,5.668,11.6895,84.5,5.664,13.2401,90.6,5.704,14.1166,109.8,5.616,13.2401,96.2,5.68,13.611,89.2,5.612,14.1843,90.3,5.616,12.8023
08-28-2025-Thu 19-14-42-PM,,,,,,,,,,,,,,,,,,,,,,,,,95.1,5.656,11.2186,77.7,5.668,11.5887,84.6,5.664,13.2401,90.5,5.704,14.1166,109.6,5.616,13.2062,95.8,5.68,13.611,88.9,5.616,14.0827,90.4,5.616,13.0377
08-28-2025-Thu 19-14-45-PM,,,,,,,,,,,,,,,,,,,,,,,,,95.1,5.656,11.0831,77.5,5.664,11.6226,84.3,5.664,13.3748,90.2,5.704,14.1166,109.6,5.616,13.1732,95.7,5.68,13.5433,89.1,5.616,14.0158,90.7,5.616,12.7684
08-28-2025-Thu 19-14-47-PM,,,,,,,,,,,,,,,,,,,,,,,,,95.3,5.656,11.0501,77.5,5.668,11.5548,84.4,5.664,13.2062,90.3,5.704,14.0497,109.4,5.62,13.1054,95.7,5.68,13.4756,89.0,5.616,14.1505,90.3,5.612,12.903
08-28-2025-Thu 19-14-50-PM,,,,,,,,,,,,,,,,,,,,,,,,,95.0,5.656,11.1509,77.6,5.668,11.6226,84.3,5.664,13.2062,90.6,5.708,14.0497,109.6,5.616,13.1054,95.8,5.68,13.5102,88.9,5.616,14.0497,90.1,5.612,12.6676
08-28-2025-Thu 19-14-52-PM,,,,,,,,,,,,,,,,,,,,,,,,,95.2,5.656,11.0831,77.4,5.664,11.6226,84.6,5.664,13.2062,90.4,5.704,13.9819,109.0,5.616,13.0716,95.8,5.68,13.5433,88.9,5.612,13.9481,90.7,5.616,13.1393
08-28-2025-Thu 19-14-54-PM,,,,,,,,,,,,,,,,,,,,,,,,,95.2,5.66,11.0162,77.5,5.668,11.5887,84.4,5.664,13.0716,90.4,5.704,14.0827,109.3,5.62,13.1054,95.9,5.68,13.5771,88.9,5.616,13.8473,90.0,5.616,12.6676
08-28-2025-Thu 19-14-57-PM,,,,,,,,,,,,,,,,,,,,,,,,,95.2,5.66,11.0501,77.5,5.668,11.4879,84.3,5.66,13.2062,90.2,5.704,13.9481,109.2,5.616,13.0038,95.4,5.68,13.4086,88.6,5.616,13.8473,90.1,5.616,12.8023
08-28-2025-Thu 19-14-59-PM,,,,,,,,,,,,,,,,,,,,,,,,,94.9,5.66,10.9154,77.5,5.668,11.5218,84.3,5.664,13.274,89.9,5.704,13.9819,109.0,5.62,13.1054,95.7,5.68,13.3748,88.6,5.612,13.8473,90.2,5.616,12.8353
08-28-2025-Thu 19-15-02-PM,,,,,,,,,,,,,,,,,,,,,,,,,95.2,5.656,10.9154,77.3,5.668,11.4541,84.2,5.664,13.0716,90.3,5.704,14.0158,109.0,5.62,13.0377,95.2,5.68,13.3409,88.4,5.616,13.9819,90.2,5.616,12.4983
08-28-2025-Thu 19-15-04-PM,,,,,,,,,,,,,,,,,,,,,,,,,95.0,5.656,10.9485,77.1,5.664,11.3863,84.0,5.668,13.0716,90.0,5.708,13.8803,109.2,5.62,13.0038,95.1,5.68,13.3748,88.4,5.616,13.8134,90.1,5.616,12.5999
08-28-2025-Thu 19-15-06-PM,,,,,,,,,,,,,,,,,,,,,,,,,95.2,5.656,10.9154,76.9,5.668,11.4541,84.2,5.664,13.0038,90.2,5.704,13.9142,109.2,5.62,12.9369,95.2,5.684,13.3078,88.5,5.612,13.7795,90.0,5.616,12.4983
08-28-2025-Thu 19-15-09-PM,,,,,,,,,,,,,,,,,,,,,,,,,95.3,5.66,10.8138,77.0,5.668,11.3194,84.3,5.668,13.0377,90.2,5.704,13.8473,108.9,5.62,12.9369,95.2,5.684,13.274,88.5,5.616,13.7457,90.0,5.616,12.7684
08-28-2025-Thu 19-15-11-PM,,,,,,,,,,,,,,,,,,,,,,,,,94.9,5.66,10.8816,77.0,5.668,11.3533,83.8,5.664,12.9708,90.0,5.704,13.9481,109.1,5.62,12.9369,95.3,5.684,13.2401,88.4,5.616,13.7126,89.9,5.616,12.2967
08-28-2025-Thu 19-15-14-PM,,,,,,,,,,,,,,,,,,,,,,,,,95.2,5.656,10.8138,77.0,5.668,11.3533,83.9,5.664,13.0038,89.8,5.704,13.7795,108.5,5.62,12.8692,95.0,5.684,13.1732,88.5,5.616,13.6449,89.9,5.616,12.7345
08-28-2025-Thu 19-15-16-PM,,,,,,,,,,,,,,,,,,,,,,,,,95.0,5.656,10.8477,77.0,5.668,11.2517,84.1,5.668,13.0038,90.3,5.708,13.8134,108.7,5.62,12.8353,95.1,5.684,13.2401,88.3,5.62,13.4756,89.9,5.616,12.0943
08-28-2025-Thu 19-15-18-PM,,,,,,,,,,,,,,,,,,,,,,,,,95.2,5.664,10.7469,77.1,5.672,11.3194,83.7,5.668,12.9369,89.9,5.708,13.6779,108.8,5.62,12.903,95.0,5.684,13.2401,88.5,5.616,13.5433,89.7,5.62,12.6329
08-28-2025-Thu 19-15-21-PM,,,,,,,,,,,,,,,,,,,,,,,,,95.0,5.66,10.6792,77.0,5.668,11.2186,83.7,5.668,12.9708,89.6,5.708,13.8473,108.6,5.62,12.8023,95.0,5.688,13.1732,88.1,5.62,13.6779,90.0,5.62,12.4652
08-28-2025-Thu 19-15-23-PM,,,,,,,,,,,,,,,,,,,,,,,,,95.1,5.66,10.6792,77.2,5.668,11.1847,83.8,5.668,12.9708,89.9,5.708,13.7126,108.5,5.62,12.8353,94.9,5.684,13.1393,88.2,5.616,13.6449,89.6,5.62,12.2967
08-28-2025-Thu 19-15-25-PM,,,,,,,,,,,,,,,,,,,,,,,,,94.7,5.66,10.7808,77.0,5.668,11.2186,83.8,5.668,12.8692,89.9,5.708,13.611,108.6,5.62,12.8023,95.0,5.684,13.1054,87.8,5.62,13.3748,89.5,5.616,12.5321
08-28-2025-Thu 19-15-28-PM,,,,,,,,,,,,,,,,,,,,,,,,,95.2,5.664,10.6453,76.8,5.668,11.1847,83.9,5.672,12.903,89.7,5.708,13.6449,108.6,5.624,12.8023,94.8,5.684,13.0377,87.9,5.62,13.4425,89.6,5.62,12.4313
08-28-2025-Thu 19-15-30-PM,,,,,,,,,,,,,,,,,,,,,,,,,95.2,5.664,10.6792,76.8,5.672,11.2186,83.8,5.664,12.8023,89.9,5.708,13.6449,108.7,5.62,12.7345,94.9,5.688,13.0716,87.9,5.62,13.6449,89.4,5.62,12.2967
08-28-2025-Thu 19-15-33-PM,,,,,,,,,,,,,,,,,,,,,,,,,95.0,5.66,10.4776,76.9,5.672,11.117,83.9,5.664,12.8692,89.5,5.708,13.611,108.5,5.624,12.7007,95.0,5.684,13.0377,88.0,5.62,13.3409,89.5,5.62,12.1951
08-28-2025-Thu 19-15-35-PM,,,,,,,,,,,,,,,,,,,,,,,,,94.9,5.66,10.5784,77.1,5.672,11.117,83.4,5.668,12.7684,89.5,5.708,13.611,108.5,5.624,12.7007,94.6,5.684,13.0038,87.7,5.62,13.611,89.2,5.62,12.3297
08-28-2025-Thu 19-15-37-PM,,,,,,,,,,,,,,,,,,,,,,,,,95.1,5.66,10.5784,77.0,5.672,11.0501,83.7,5.668,12.7007,89.5,5.708,13.5433,108.2,5.62,12.7007,94.8,5.688,12.9369,87.8,5.62,13.3078,89.3,5.62,12.2967
08-28-2025-Thu 19-15-40-PM,,,,,,,,,,,,,,,,,,,,,,,,,94.9,5.66,10.5106,76.8,5.672,11.0501,83.6,5.668,12.8023,89.3,5.708,13.4086,108.6,5.62,12.7345,94.6,5.684,12.9708,87.8,5.616,13.2401,89.0,5.616,12.229
08-28-2025-Thu 19-15-42-PM,,,,,,,,,,,,,,,,,,,,,,,,,94.8,5.66,10.4437,77.0,5.672,10.9823,83.2,5.668,12.7345,89.3,5.708,13.5102,108.6,5.62,12.6329,95.0,5.684,12.9369,87.9,5.616,13.4425,89.2,5.62,12.1282
08-28-2025-Thu 19-15-44-PM,,,,,,,,,,,,,,,,,,,,,,,,,94.8,5.66,10.4776,76.9,5.672,10.9485,83.4,5.668,12.7007,89.0,5.708,13.5771,108.4,5.624,12.566,94.6,5.684,12.8692,87.7,5.62,13.274,89.2,5.62,12.1282
08-28-2025-Thu 19-15-47-PM,,,,,,,,,,,,,,,,,,,,,,,,,95.0,5.664,10.4437,76.7,5.672,10.8816,83.5,5.668,12.5999,89.1,5.712,13.5771,108.3,5.62,12.566,94.6,5.688,12.8353,87.6,5.62,13.2401,89.3,5.624,11.9596
08-28-2025-Thu 19-15-49-PM,,,,,,,,,,,,,,,,,,,,,,,,,94.8,5.66,10.376,77.0,5.672,10.9485,83.1,5.664,12.7007,89.1,5.708,13.4425,108.1,5.624,12.5321,94.7,5.684,12.7684,87.5,5.616,13.2062,89.2,5.62,12.3975
08-28-2025-Thu 19-15-52-PM,,,,,,,,,,,,,,,,,,,,,,,,,94.5,5.66,10.4098,76.7,5.672,10.9154,82.5,5.668,12.6676,89.1,5.708,13.5102,108.2,5.62,12.4652,94.1,5.684,12.8353,87.5,5.62,13.1732,88.9,5.62,12.1951
08-28-2025-Thu 19-15-54-PM,,,,,,,,,,,,,,,,,,,,,,,,,95.0,5.66,10.4098,76.6,5.672,10.9485,82.9,5.668,12.566,88.8,5.712,13.4425,108.4,5.62,12.4652,94.1,5.684,12.8023,87.2,5.62,13.2401,88.9,5.62,12.3636
08-28-2025-Thu 19-15-56-PM,,,,,,,,,,,,,,,,,,,,,,,,,94.8,5.66,10.376,76.5,5.668,10.8816,82.5,5.664,12.6329,88.7,5.708,13.4086,108.2,5.62,12.4652,94.4,5.684,12.7684,87.4,5.616,13.3409,89.1,5.62,11.9935
08-28-2025-Thu 19-15-59-PM,,,,,,,,,,,,,,,,,,,,,,,,,94.7,5.66,10.3421,76.8,5.672,10.7808,82.8,5.668,12.5999,89.0,5.708,13.3409,108.1,5.624,12.4983,93.6,5.684,12.8023,87.4,5.62,13.1054,88.8,5.62,11.825
08-28-2025-Thu 19-16-01-PM,,,,,,,,,,,,,,,,,,,,,,,,,94.6,5.66,10.2752,76.7,5.672,10.8477,82.6,5.668,12.566,88.8,5.708,13.274,108.1,5.624,12.3975,94.1,5.688,12.7345,87.4,5.62,13.2062,89.0,5.62,12.0604
08-28-2025-Thu 19-16-03-PM,,,,,,,,,,,,,,,,,,,,,,,,,94.6,5.66,10.376,76.6,5.672,10.8138,82.6,5.668,12.6329,88.7,5.708,13.4086,107.9,5.624,12.3636,93.9,5.684,12.7345,87.2,5.62,13.0377,88.8,5.62,11.9935
08-28-2025-Thu 19-16-06-PM,,,,,,,,,,,,,,,,,,,,,,,,,94.4,5.664,10.2075,76.7,5.672,10.7808,82.8,5.668,12.5999,88.7,5.708,13.3748,107.9,5.624,12.3636,94.0,5.684,12.6329,87.1,5.62,13.0377,88.6,5.62,12.0943
08-28-2025-Thu 19-16-08-PM,,,,,,,,,,,,,,,,,,,,,,,,,94.4,5.66,10.2752,76.4,5.672,10.8477,83.1,5.668,12.566,88.8,5.708,13.3078,108.2,5.624,12.3297,93.9,5.684,12.6676,86.9,5.62,13.1732,89.0,5.62,11.7911
08-28-2025-Thu 19-16-11-PM,,,,,,,,,,,,,,,,,,,,,,,,,94.5,5.664,10.1744,76.2,5.668,10.7808,82.7,5.668,12.4313,88.7,5.708,13.3409,108.0,5.62,12.2628,94.0,5.688,12.6329,87.3,5.62,13.1393,88.6,5.62,12.0943
08-28-2025-Thu 19-16-32-PM,,,,,,,,,,,,,,,,,,,,,,,,,94.1,5.66,9.93814,76.1,5.672,10.6122,82.4,5.672,12.2967,87.9,5.708,13.1732,107.6,5.628,12.1282,93.3,5.688,12.4313,86.4,5.62,12.6676,88.2,5.624,11.8588
08-28-2025-Thu 19-16-34-PM,,,,,,,,,,,,,,,,,,,,,,,,,94.5,5.664,9.972,76.3,5.672,10.5106,82.3,5.672,12.3297,88.0,5.708,13.0038,107.6,5.624,12.0604,93.1,5.688,12.3636,86.4,5.62,12.7684,88.1,5.624,11.8588
08-28-2025-Thu 19-16-37-PM,,,,,,,,,,,,,,,,,,,,,,,,,93.8,5.66,9.87121,75.9,5.672,10.4776,82.3,5.672,12.2628,88.2,5.708,13.0716,107.4,5.624,12.0274,93.0,5.688,12.4652,86.4,5.624,12.9369,88.1,5.62,11.4541
08-28-2025-Thu 19-16-39-PM,,,,,,,,,,,,,,,,,,,,,,,,,93.8,5.66,9.90427,76.1,5.672,10.4098,82.3,5.672,12.1282,87.9,5.712,12.9708,107.5,5.624,12.0274,93.0,5.688,12.3636,86.6,5.62,12.7684,88.2,5.624,11.6895
08-28-2025-Thu 19-16-42-PM,,,,,,,,,,,,,,,,,,,,,,,,,93.7,5.664,9.93814,76.1,5.672,10.4437,82.2,5.672,12.2628,87.9,5.712,13.0377,107.4,5.624,11.9596,93.0,5.684,12.3636,86.2,5.624,12.7345,88.1,5.62,11.6226
08-28-2025-Thu 19-18-16-PM,,,,,,,,,,,,,,,,,,,,,,,,,91.8,5.668,8.72621,74.2,5.676,9.50029,81.8,5.676,11.1847,85.6,5.712,11.9258,105.7,5.628,10.8477,90.1,5.692,11.2855,85.1,5.628,11.6564,88.7,5.624,10.713
08-28-2025-Thu 19-18-18-PM,,,,,,,,,,,,,,,,,,,,,,,,,91.4,5.668,8.65928,74.0,5.676,9.53416,81.3,5.676,11.1509,85.7,5.716,11.8588,105.2,5.628,10.8477,89.7,5.692,11.2855,84.3,5.628,11.5548,87.6,5.628,10.4437
08-28-2025-Thu 19-18-21-PM,,,,,,,,,,,,,,,,,,,,,,,,,91.4,5.672,8.69234,74.0,5.676,9.50029,80.4,5.68,11.0501,85.2,5.716,11.9258,105.1,5.628,10.713,90.1,5.696,11.3194,84.6,5.632,11.4879,87.3,5.628,10.5784
08-28-2025-Thu 19-18-23-PM,,,,,,,,,,,,,,,,,,,,,,,,,91.4,5.672,8.72621,73.9,5.68,9.50029,80.5,5.676,11.0831,85.0,5.716,12.0274,104.6,5.632,10.713,89.5,5.692,11.2517,84.2,5.632,11.6564,87.1,5.628,10.4776
08-28-2025-Thu 19-18-25-PM,,,,,,,,,,,,,,,,,,,,,,,,,91.2,5.672,8.72621,73.8,5.68,9.50029,80.2,5.68,11.0501,84.9,5.716,11.9935,104.5,5.636,10.7808,89.6,5.696,11.2517,84.0,5.632,11.5548,86.6,5.628,10.4776
08-28-2025-Thu 19-18-28-PM,,,,,,,,,,,,,,,,,,,,,,,,,91.2,5.668,8.72621,73.5,5.676,9.3995,80.4,5.676,11.0501,84.9,5.716,11.8919,104.4,5.636,10.7469,89.6,5.696,11.2517,84.2,5.628,11.5218,86.7,5.632,10.5106
08-28-2025-Thu 19-18-30-PM,,,,,,,,,,,,,,,,,,,,,,,,,91.0,5.672,8.69234,73.6,5.68,9.50029,79.9,5.68,11.0831,84.8,5.72,11.9258,104.1,5.632,10.7469,89.4,5.696,11.2517,83.8,5.628,11.5548,86.4,5.632,10.6122
08-28-2025-Thu 19-28-38-PM,,,,,,,,,,,,,,,,,,,,,,,,,77.8,5.664,2.47062,63.3,5.672,3.51242,68.5,5.672,4.82352,72.8,5.704,5.66454,88.3,5.632,4.25264,73.4,5.684,5.2275,74.3,5.624,5.52988,76.8,5.628,4.45422
08-28-2025-Thu 19-28-40-PM,,,,,,,,,,,,,,,,,,,,,,,,,78.0,5.664,2.67221,63.0,5.676,3.51242,67.9,5.672,4.7566,72.3,5.708,5.63067,88.5,5.632,4.35343,73.5,5.688,5.19363,73.8,5.628,5.56374,75.9,5.632,4.58807
08-28-2025-Thu 19-28-43-PM,,,,,,,,,,,,,,,,,,,,,,,,,77.3,5.664,2.53755,63.0,5.676,3.47855,67.9,5.672,4.72273,72.5,5.704,5.73146,88.1,5.632,4.35343,74.0,5.688,5.15977,73.3,5.628,5.52988,75.3,5.632,4.48728
08-28-2025-Thu 19-28-45-PM,,,,,,,,,,,,,,,,,,,,,,,,,77.3,5.668,2.63915,62.8,5.676,3.44549,67.5,5.676,4.79046,72.2,5.704,5.59761,88.2,5.636,4.42035,74.1,5.688,5.15977,73.4,5.628,5.46214,74.9,5.636,4.42035
08-28-2025-Thu 19-28-48-PM,,,,,,,,,,,,,,,,,,,,,,,,,77.2,5.664,2.53755,63.0,5.676,3.47855,67.6,5.676,4.79046,72.4,5.708,5.59761,88.2,5.636,4.31956,74.1,5.692,5.15977,73.0,5.632,5.49601,74.9,5.632,4.7566
08-28-2025-Thu 19-28-50-PM,,,,,,,,,,,,,,,,,,,,,,,,,77.1,5.664,2.60528,63.0,5.68,3.47855,67.3,5.676,4.85739,72.0,5.704,5.66454,88.3,5.64,4.31956,74.2,5.688,5.1259,73.0,5.628,5.46214,74.6,5.628,4.45422
08-28-2025-Thu 19-28-52-PM,,,,,,,,,,,,,,,,,,,,,,,,,77.0,5.668,2.57142,62.9,5.672,3.47855,67.4,5.672,4.72273,72.0,5.708,5.59761,88.1,5.632,4.38649,74.4,5.692,5.15977,72.7,5.632,5.29443,74.2,5.632,4.55501
08-28-2025-Thu 19-35-17-PM,,,,,,,,,,,,,,,,,,,,,,,,,70.4,5.684,-1.69504,57.9,5.696,-0.688109,62.3,5.692,0.656361,65.8,5.72,1.42883,80.4,5.656,0.0870847,64.7,5.704,1.02566,68.0,5.652,1.29498,69.2,5.652,0.0870847
08-28-2025-Thu 19-35-19-PM,,,,,,,,,,,,,,,,,,,,,,,,,69.9,5.684,-1.66161,57.4,5.692,-0.721756,61.5,5.688,0.690227,65.5,5.72,1.4627,80.2,5.656,0.0532184,64.2,5.708,0.959544,67.4,5.652,1.32885,68.2,5.652,0.153205
08-28-2025-Thu 19-35-21-PM,,,,,,,,,,,,,,,,,,,,,,,,,69.7,5.684,-1.69504,57.1,5.696,-0.654667,61.6,5.692,0.690227,65.6,5.72,1.42883,80.0,5.656,0.153205,64.1,5.708,0.959544,66.6,5.652,1.32885,67.4,5.652,0.388656
08-28-2025-Thu 19-35-24-PM,,,,,,,,,,,,,,,,,,,,,,,,,69.5,5.684,-1.72868,56.8,5.692,-0.721756,61.2,5.692,0.656361,65.4,5.72,1.42883,80.0,5.656,0.0532184,64.6,5.708,0.925678,66.5,5.652,1.195,67.2,5.656,0.28867
08-28-2025-Thu 19-35-26-PM,,,,,,,,,,,,,,,,,,,,,,,,,69.4,5.684,-1.69504,57.1,5.692,-0.688109,61.4,5.692,0.622494,65.3,5.72,1.36271,79.7,5.656,0.0532184,64.7,5.708,0.925678,66.4,5.652,1.29498,66.8,5.656,0.220937
08-28-2025-Thu 19-35-29-PM,,,,,,,,,,,,,,,,,,,,,,,,,69.5,5.684,-1.59448,57.0,5.692,-0.75533,61.2,5.692,0.556374,65.2,5.72,1.49657,79.7,5.656,0.0532184,64.5,5.708,0.959544,66.1,5.652,1.39658,66.5,5.656,0.254803
08-28-2025-Thu 19-35-31-PM,,,,,,,,,,,,,,,,,,,,,,,,,69.3,5.684,-1.76225,57.0,5.696,-0.822482,60.9,5.692,0.556374,64.9,5.724,1.4627,79.5,5.656,0.0532184,64.9,5.708,0.857945,65.8,5.652,1.36271,66.5,5.656,0.120951
08-28-2025-Thu 19-43-34-PM,,,,,,,,,,,,,,,,,,,,,,,,,62.9,5.712,-5.48521,51.9,5.72,-4.54642,56.0,5.72,-3.57395,58.8,5.748,-2.83597,72.0,5.684,-3.84226,57.8,5.736,-3.17143,61.2,5.684,-3.33918,61.7,5.684,-3.94289
08-28-2025-Thu 19-43-36-PM,,,,,,,,,,,,,,,,,,,,,,,,,62.4,5.712,-5.41822,51.5,5.724,-4.58002,55.8,5.724,-3.57395,58.6,5.748,-2.83597,71.8,5.688,-3.77517,57.4,5.732,-3.23853,60.6,5.684,-2.97018,61.1,5.688,-4.00997
08-28-2025-Thu 19-43-39-PM,,,,,,,,,,,,,,,,,,,,,,,,,62.1,5.716,-5.41822,51.2,5.724,-4.61356,55.3,5.724,-3.64105,58.2,5.748,-2.83597,71.8,5.688,-3.84226,57.0,5.732,-3.20491,59.8,5.684,-2.86945,60.5,5.684,-3.80872
